id	tag	word	prev_word	next_word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
9500	$	8k	~	today	univ	univ	ne	G_X	0	1
9501	G_N	today	8k	)	ne	univ	univ	$	0	0
9502	G_X	)	today	which	univ	ne	en	G_N	0	0
9503	DT	which	)	was	en	univ	en	G_X	0	0
9504	G_V	was	which	collected	en	en	en	DT	0	0
9505	G_V	collected	was	by	en	en	en	G_V	0	0
9506	PSP	by	collected	junta	en	en	hi	G_V	0	0
9507	G_N	junta	by	for	hi	en	en	PSP	0	0
9508	PSP	for	junta	the	en	hi	en	G_N	0	0
9509	DT	the	for	grand	en	en	en	PSP	0	0
9510	G_J	grand	the	event	en	en	en	DT	0	0
9511	G_N	event	grand	.	en	en	univ	G_J	0	0
9512	G_X	.	event	At	univ	en	en	G_N	0	0
9513	PSP	At	.	the	en	univ	en	G_X	0	0
9514	DT	the	At	appointed	en	en	en	PSP	0	0
9515	G_J	appointed	the	hour	en	en	en	DT	0	0
9516	G_N	hour	appointed	when	en	en	en	G_J	0	0
9517	G_R	when	hour	the	en	en	en	G_N	0	0
9518	DT	the	when	mess	en	en	en	G_R	0	0
9519	G_N	mess	the	was	en	en	en	DT	0	0
9520	G_V	was	mess	full	en	en	en	G_N	0	0
9521	G_J	full	was	,	en	en	univ	G_V	0	0
9522	G_X	,	full	I	univ	en	en	G_J	0	0
9523	G_PRP	I	,	lost	en	univ	en	G_X	0	0
9524	G_V	lost	I	my	en	en	en	G_PRP	0	0
9525	DT	my	lost	nerve	en	en	en	G_V	0	0
9526	G_N	nerve	my	and	en	en	en	DT	0	0
9527	CC	and	nerve	refused	en	en	en	G_N	0	0
9528	G_V	refused	and	to	en	en	en	CC	0	0
9529	G_PRT	to	refused	go	en	en	en	G_V	0	0
9530	G_V	go	to	down	en	en	en	G_PRT	0	0
9531	G_R	down	go	nanga	en	en	hi	G_V	0	0
9532	G_J	nanga	down	.	hi	en	univ	G_R	0	0
9533	G_X	.	nanga	But	univ	hi	en	G_J	0	0
9534	CC	But	.	it	en	univ	en	G_X	0	0
9535	G_PRP	it	But	was	en	en	en	CC	0	0
9536	G_V	was	it	a	en	en	en	G_PRP	0	0
9537	DT	a	was	matter	en	en	en	G_V	0	0
9538	G_N	matter	a	of	en	en	en	DT	0	0
9539	PSP	of	matter	honor	en	en	en	G_N	0	0
9540	G_N	honor	of	for	en	en	en	PSP	0	0
9541	PSP	for	honor	the	en	en	en	G_N	0	0
9542	DT	the	for	wing	en	en	hi	PSP	0	0
9543	G_N	wing	the	,	hi	en	univ	DT	0	0
9544	G_X	,	wing	so	univ	hi	en	G_N	0	0
9545	G_R	so	,	4	en	univ	univ	G_X	0	0
9546	$	4	so	strongarm	univ	en	en	G_R	0	1
9547	G_J	strongarm	4	wingmates	en	univ	en	$	0	0
9548	G_N	wingmates	strongarm	grabbed	en	en	en	G_J	0	0
9549	G_V	grabbed	wingmates	me	en	en	en	G_N	0	0
9550	G_PRP	me	grabbed	and	en	en	en	G_V	0	0
9551	CC	and	me	marched	en	en	en	G_PRP	0	0
9552	G_V	marched	and	me	en	en	en	CC	0	0
9553	G_PRP	me	marched	down	en	en	en	G_V	0	0
9554	G_R	down	me	naked	en	en	en	G_PRP	0	0
9555	G_J	naked	down	while	en	en	en	G_R	0	0
9556	PSP	while	naked	I	en	en	en	G_J	0	0
9557	G_PRP	I	while	covered	en	en	en	PSP	0	0
9558	G_V	covered	I	my	en	en	en	G_PRP	0	0
9559	DT	my	covered	privates	en	en	en	G_V	0	0
9560	G_J	privates	my	...	en	en	univ	DT	0	0
9561	G_X	...	privates	when	univ	en	en	G_J	0	0
9562	G_R	when	...	the	en	univ	en	G_X	0	0
9563	DT	the	when	stopwatch	en	en	en	G_R	0	0
9564	G_N	stopwatch	the	started	en	en	en	DT	0	0
9565	G_V	started	stopwatch	,	en	en	univ	G_N	0	0
9566	G_X	,	started	they	univ	en	en	G_V	0	0
9567	G_PRP	they	,	held	en	univ	en	G_X	0	0
9568	G_V	held	they	my	en	en	en	G_PRP	0	0
9569	DT	my	held	hands	en	en	en	G_V	0	0
9570	G_N	hands	my	up	en	en	en	DT	0	0
9571	G_PRT	up	hands	for	en	en	en	G_N	0	0
9572	PSP	for	up	a	en	en	en	G_PRT	0	0
9573	DT	a	for	full	en	en	en	PSP	0	0
9574	G_J	full	a	1	en	en	univ	DT	0	0
9575	$	1	full	minute	univ	en	en	G_J	0	1
9576	G_N	minute	1	while	en	univ	en	$	0	0
9577	PSP	while	minute	all	en	en	en	G_N	0	0
9578	DT	all	while	mess-goers	en	en	en	PSP	0	0
9579	G_N	mess-goers	all	of	en	en	en	DT	0	0
9580	PSP	of	mess-goers	H9	en	en	univ	G_N	0	0
9581	G_N	H9	of	got	univ	en	en	PSP	0	0
9582	G_V	got	H9	a	en	univ	en	G_N	0	0
9583	DT	a	got	glimpse	en	en	en	G_V	0	0
9584	G_N	glimpse	a	of	en	en	en	DT	0	0
9585	PSP	of	glimpse	my	en	en	en	G_N	0	0
9586	DT	my	of	sceptre	en	en	en	PSP	0	0
9587	G_N	sceptre	my	,	en	en	univ	DT	0	0
9588	G_X	,	sceptre	family	univ	en	en	G_N	0	0
9589	G_N	family	,	jewels	en	univ	en	G_X	0	0
9590	G_N	jewels	family	and	en	en	en	G_N	0	0
9591	CC	and	jewels	unkempt	en	en	en	G_N	0	0
9592	G_J	unkempt	and	fields	en	en	en	CC	0	0
9593	G_N	fields	unkempt	.	en	en	univ	G_J	0	0
9594	G_X	.	fields	That	univ	en	en	G_N	0	0
9595	DT	That	.	Rs	en	univ	en	G_X	0	0
9596	G_X	Rs	That	1000	en	en	univ	DT	0	0
9597	$	1000	Rs	didn't	univ	en	en	G_X	0	1
9598	G_V	didn't	1000	even	en	univ	en	$	0	0
9599	G_R	even	didn't	last	en	en	en	G_V	0	0
9600	G_J	last	even	2	en	en	univ	G_R	0	0
9601	$	2	last	days	univ	en	en	G_J	0	1
9602	G_N	days	2	because	en	univ	en	$	0	0
9603	PSP	because	days	my	en	en	en	G_N	0	0
9604	DT	my	because	chootiya	en	en	hi	PSP	0	0
9605	G_J	chootiya	my	wingmates	hi	en	en	DT	0	0
9606	G_N	wingmates	chootiya	drank	en	hi	en	G_J	0	0
9607	G_V	drank	wingmates	everything	en	en	en	G_N	0	0
9608	G_N	everything	drank	.	en	en	univ	G_V	0	0
9609	G_X	.	everything		univ	en		G_N	0	0
9610	G_V	seems		a	en		en		0	0
9611	DT	a	seems	fairytale	en	en	en	G_V	0	0
9612	G_N	fairytale	a	but	en	en	en	DT	0	0
9613	CC	but	fairytale	anything	en	en	en	G_N	0	0
9614	G_N	anything	but	is	en	en	en	CC	0	0
9615	G_V	is	anything	possible	en	en	en	G_N	0	0
9616	G_J	possible	is	at	en	en	en	G_V	0	0
9617	PSP	at	possible	iitb	en	en	acro	G_J	0	0
9618	G_X	iitb	at	....	acro	en	univ	PSP	0	0
9619	G_X	....	iitb		univ	acro		G_X	0	0
9620	G_PRP	This		was	en		en		0	0
9621	G_V	was	This	the	en	en	en	G_PRP	0	0
9622	DT	the	was	best	en	en	en	G_V	0	0
9623	G_J	best	the	confession	en	en	en	DT	0	0
9624	G_N	confession	best	!	en	en	univ	G_J	0	0
9625	G_X	!	confession		univ	en		G_N	0	0
9626	#	#281		:	univ		univ		1	0
9627	G_X	:	#281	There	univ	univ	en	#	0	0
9628	DT	There	:	is	en	univ	en	G_X	0	0
9629	G_V	is	There	a	en	en	en	DT	0	0
9630	DT	a	is	fat	en	en	en	G_V	0	0
9631	G_J	fat	a	chick	en	en	en	DT	0	0
9632	G_N	chick	fat	from	en	en	en	G_J	0	0
9633	PSP	from	chick	the	en	en	en	G_N	0	0
9634	DT	the	from	insti	en	en	en	PSP	0	0
9635	G_N	insti	the	who	en	en	en	DT	0	0
9636	G_PRP	who	insti	uses	en	en	en	G_N	0	0
9637	G_V	uses	who	my	en	en	en	G_PRP	0	0
9638	DT	my	uses	roomie	en	en	en	G_V	0	0
9639	G_N	roomie	my	.	en	en	univ	DT	0	0
9640	G_X	.	roomie	And	univ	en	en	G_N	0	0
9641	CC	And	.	a	en	univ	en	G_X	0	0
9642	DT	a	And	thousand	en	en	en	CC	0	0
9643	$	thousand	a	other	en	en	en	DT	0	1
9644	G_J	other	thousand	guys	en	en	en	$	0	0
9645	G_N	guys	other	in	en	en	en	G_J	0	0
9646	PSP	in	guys	the	en	en	en	G_N	0	0
9647	DT	the	in	insti	en	en	en	PSP	0	0
9648	G_N	insti	the	.	en	en	univ	DT	0	0
9649	G_X	.	insti	I	univ	en	en	G_N	0	0
9650	G_PRP	I	.	feel	en	univ	en	G_X	0	0
9651	G_V	feel	I	bad	en	en	en	G_PRP	0	0
9652	G_J	bad	feel	for	en	en	en	G_V	0	0
9653	PSP	for	bad	you	en	en	en	G_J	0	0
9654	G_PRP	you	for	dogs	en	en	en	PSP	0	0
9655	G_N	dogs	you	,	en	en	univ	G_PRP	0	0
9656	G_X	,	dogs	come	univ	en	en	G_N	0	0
9657	G_V	come	,	on	en	univ	en	G_X	0	0
9658	PSP	on	come	,	en	en	univ	G_V	0	0
9659	G_X	,	on	open	univ	en	en	PSP	0	0
9660	G_V	open	,	your	en	univ	en	G_X	0	0
9661	DT	your	open	eyes	en	en	en	G_V	0	0
9662	G_N	eyes	your	,	en	en	univ	DT	0	0
9663	G_X	,	eyes	you	univ	en	en	G_N	0	0
9664	G_PRP	you	,	can	en	univ	en	G_X	0	0
9665	G_V	can	you	do	en	en	hi	G_PRP	0	0
9666	G_V	do	can	much	hi	en	en	G_V	0	0
9667	G_J	much	do	better	en	hi	en	G_V	0	0
9668	G_J	better	much	than	en	en	en	G_J	0	0
9669	PSP	than	better	a	en	en	en	G_J	0	0
9670	DT	a	than	random	en	en	en	PSP	0	0
9671	G_J	random	a	slut	en	en	en	DT	0	0
9672	G_N	slut	random	who	en	en	en	G_J	0	0
9673	G_PRP	who	slut	takes	en	en	en	G_N	0	0
9674	G_V	takes	who	advantage	en	en	en	G_PRP	0	0
9675	G_N	advantage	takes	of	en	en	en	G_V	0	0
9676	PSP	of	advantage	your	en	en	en	G_N	0	0
9677	DT	your	of	tharkiness	en	en	hi	PSP	0	0
9678	G_N	tharkiness	your	.	hi	en	univ	DT	0	0
9679	G_X	.	tharkiness	Rise	univ	hi	en	G_N	0	0
9680	G_V	Rise	.	people	en	univ	en	G_X	0	0
9681	G_N	people	Rise	.	en	en	univ	G_V	0	0
9682	G_X	.	people	Rise	univ	en	en	G_N	0	0
9683	G_V	Rise	.	.	en	univ	univ	G_X	0	0
9684	G_X	.	Rise		univ	en		G_V	0	0
9685	PSP	So		you're	en		en		0	0
9686	G_N	you're	So	saying	en	en	en	PSP	0	0
9687	G_V	saying	you're	its	en	en	en	G_N	0	0
9688	DT	its	saying	okay	en	en	en	G_V	0	0
9689	G_PRT	okay	its	for	en	en	en	DT	0	0
9690	PSP	for	okay	women	en	en	en	G_PRT	0	0
9691	G_N	women	for	to	en	en	en	PSP	0	0
9692	G_PRT	to	women	bait	en	en	en	G_N	0	0
9693	G_V	bait	to	,	en	en	univ	G_PRT	0	0
9694	G_X	,	bait	lure	univ	en	en	G_V	0	0
9695	G_V	lure	,	and	en	univ	en	G_X	0	0
9696	CC	and	lure	use	en	en	en	G_V	0	0
9697	G_V	use	and	guys	en	en	en	CC	0	0
9698	G_N	guys	use	then	en	en	en	G_V	0	0
9699	G_R	then	guys	?	en	en	univ	G_N	0	0
9700	G_X	?	then		univ	en		G_R	0	0
9701	G_X	Guys		don't	en		en		0	0
9702	G_V	don't	Guys	use	en	en	en	G_X	0	0
9703	G_V	use	don't	sexuality	en	en	en	G_V	0	0
9704	G_N	sexuality	use	to	en	en	en	G_V	0	0
9705	G_PRT	to	sexuality	lure	en	en	en	G_N	0	0
9706	G_V	lure	to	women	en	en	en	G_PRT	0	0
9707	G_N	women	lure	and	en	en	en	G_V	0	0
9708	CC	and	women	get	en	en	en	G_N	0	0
9709	G_V	get	and	things	en	en	en	CC	0	0
9710	G_N	things	get	done	en	en	en	G_V	0	0
9711	G_V	done	things	and	en	en	en	G_N	0	0
9712	CC	and	done	get	en	en	en	G_V	0	0
9713	G_V	get	and	their	en	en	en	CC	0	0
9714	G_PRP	their	get	bills	en	en	en	G_V	0	0
9715	G_N	bills	their	paid	en	en	en	G_PRP	0	0
9716	G_V	paid	bills	...	en	en	univ	G_N	0	0
9717	G_X	...	paid		univ	en		G_V	0	0
9718	G_R	Why		is	en		en		0	0
9719	G_V	is	Why	it	en	en	en	G_R	0	0
9720	G_PRP	it	is	that	en	en	en	G_V	0	0
9721	G_PRP	that	it	when	en	en	en	G_PRP	0	0
9722	G_R	when	that	a	en	en	en	G_PRP	0	0
9723	DT	a	when	boy	en	en	en	G_R	0	0
9724	G_N	boy	a	tries	en	en	en	DT	0	0
9725	G_V	tries	boy	to	en	en	en	G_N	0	0
9726	G_PRT	to	tries	have	en	en	en	G_V	0	0
9727	G_V	have	to	\	en	en	univ	G_PRT	0	0
9728	G_N	\	have	double_quotes	univ	en	univ	G_V	0	0
9729	G_X	double_quotes	\	fun\	univ	univ	en	G_N	0	0
9730	G_N	fun\	double_quotes	double_quotes	en	univ	univ	G_X	0	0
9731	G_X	double_quotes	fun\	,	univ	en	univ	G_N	0	0
9732	G_X	,	double_quotes	he	univ	univ	hi	G_X	0	0
9733	G_V	he	,	is	hi	univ	en	G_X	0	0
9734	G_V	is	he	called	en	hi	en	G_V	0	0
9735	G_V	called	is	a	en	en	en	G_V	0	0
9736	DT	a	called	\	en	en	univ	G_V	0	0
9737	G_N	\	a	double_quotes	univ	en	univ	DT	0	0
9738	G_X	double_quotes	\	player\	univ	univ	en	G_N	0	0
9739	G_N	player\	double_quotes	double_quotes	en	univ	univ	G_X	0	0
9740	G_X	double_quotes	player\	or	univ	en	en	G_N	0	0
9741	CC	or	double_quotes	\	en	univ	univ	G_X	0	0
9742	G_N	\	or	double_quotes	univ	en	univ	CC	0	0
9743	G_X	double_quotes	\	tharki\	univ	univ	hi	G_N	0	0
9744	G_N	tharki\	double_quotes	double_quotes	hi	univ	univ	G_X	0	0
9745	G_X	double_quotes	tharki\	but	univ	hi	en	G_N	0	0
9746	CC	but	double_quotes	if	en	univ	en	G_X	0	0
9747	PSP	if	but	a	en	en	en	CC	0	0
9748	DT	a	if	girl	en	en	en	PSP	0	0
9749	G_N	girl	a	does	en	en	en	DT	0	0
9750	G_V	does	girl	the	en	en	en	G_N	0	0
9751	DT	the	does	SAME	en	en	en	G_V	0	0
9752	G_J	SAME	the	thing	en	en	en	DT	0	0
9753	G_N	thing	SAME	,	en	en	univ	G_J	0	0
9754	G_X	,	thing	she	univ	en	en	G_N	0	0
9755	G_PRP	she	,	is	en	univ	en	G_X	0	0
9756	G_V	is	she	called	en	en	en	G_PRP	0	0
9757	G_V	called	is	a	en	en	en	G_V	0	0
9758	DT	a	called	\	en	en	univ	G_V	0	0
9759	G_N	\	a	double_quotes	univ	en	univ	DT	0	0
9760	G_X	double_quotes	\	slut\	univ	univ	en	G_N	0	0
9761	G_N	slut\	double_quotes	double_quotes	en	univ	univ	G_X	0	0
9762	G_X	double_quotes	slut\	?	univ	en	univ	G_N	0	0
9763	G_X	?	double_quotes		univ	univ		G_X	0	0
9764	PSP	If		one	en		en		0	0
9765	G_SYM	one	If	lock	en	en	en	PSP	0	0
9766	G_N	lock	one	can	en	en	en	G_SYM	0	0
9767	G_V	can	lock	be	en	en	en	G_N	0	0
9768	G_V	be	can	opened	en	en	en	G_V	0	0
9769	G_V	opened	be	by	en	en	en	G_V	0	0
9770	PSP	by	opened	many	en	en	en	G_V	0	0
9771	G_J	many	by	keys	en	en	en	PSP	0	0
9772	G_N	keys	many	,	en	en	univ	G_J	0	0
9773	G_X	,	keys	it's	univ	en	en	G_N	0	0
9774	G_N	it's	,	called	en	univ	en	G_X	0	0
9775	G_V	called	it's	a	en	en	en	G_N	0	0
9776	DT	a	called	shitty	en	en	en	G_V	0	0
9777	G_J	shitty	a	lock	en	en	en	DT	0	0
9778	G_N	lock	shitty	...	en	en	univ	G_J	0	0
9779	G_X	...	lock	but	univ	en	en	G_N	0	0
9780	CC	but	...	if	en	univ	en	G_X	0	0
9781	PSP	if	but	one	en	en	en	CC	0	0
9782	G_SYM	one	if	key	en	en	hi	PSP	0	0
9783	PSP	key	one	opens	hi	en	en	G_SYM	0	0
9784	G_V	opens	key	many	en	hi	en	PSP	0	0
9785	G_J	many	opens	locks	en	en	en	G_V	0	0
9786	G_N	locks	many	it's	en	en	en	G_J	0	0
9787	G_N	it's	locks	called	en	en	en	G_N	0	0
9788	G_V	called	it's	a	en	en	en	G_N	0	0
9789	DT	a	called	MASTER	en	en	en	G_V	0	0
9790	G_J	MASTER	a	KEY	en	en	en	DT	0	0
9791	G_N	KEY	MASTER	haha	en	en	univ	G_J	0	0
9792	G_PRT	haha	KEY	!!	univ	en	univ	G_N	0	0
9793	G_X	!!	haha	:P	univ	univ	univ	G_PRT	0	0
9794	E	:P	!!		univ	univ		G_X	0	0
9795	@	@nahid		isnt	univ		en		1	0
9796	G_V	isnt	@nahid	your	en	univ	en	@	0	0
9797	DT	your	isnt	reply	en	en	en	G_V	0	0
9798	G_V	reply	your	an	en	en	en	DT	0	0
9799	DT	an	reply	answer	en	en	en	G_V	0	0
9800	G_N	answer	an		en	en		DT	0	0
9801	G_X	Such		men	hi		hi		0	0
9802	PSP	men	Such	deserve	hi	hi	en	G_X	0	0
9803	G_V	deserve	men	the	en	hi	en	PSP	0	0
9804	DT	the	deserve	kind	en	en	en	G_V	0	0
9805	G_N	kind	the	of	en	en	en	DT	0	0
9806	PSP	of	kind	women	en	en	en	G_N	0	0
9807	G_N	women	of	they	en	en	en	PSP	0	0
9808	G_PRP	they	women	get	en	en	en	G_N	0	0
9809	G_V	get	they	!	en	en	univ	G_PRP	0	0
9810	G_X	!	get		univ	en		G_V	0	0
9811	#	#280		:	univ		univ		1	0
9812	G_X	:	#280	Back	univ	univ	en	#	0	0
9813	G_R	Back	:	in	en	univ	en	G_X	0	0
9814	PSP	in	Back	the	en	en	en	G_R	0	0
9815	DT	the	in	'	en	en	univ	PSP	0	0
9816	G_X	'	the	90s	univ	en	univ	DT	0	0
9817	$	90s	'	in	univ	univ	en	G_X	0	1
9818	PSP	in	90s	my	en	univ	en	$	0	0
9819	DT	my	in	2nd	en	en	univ	PSP	0	0
9820	G_SYM	2nd	my	yr	univ	en	hi	DT	0	0
9821	G_PRT	yr	2nd	1st	hi	univ	en	G_SYM	0	0
9822	G_SYM	1st	yr	sem	en	hi	en	G_PRT	0	0
9823	G_N	sem	1st	,	en	en	univ	G_SYM	0	0
9824	G_X	,	sem	we	univ	en	en	G_N	0	0
9825	G_PRP	we	,	put	en	univ	en	G_X	0	0
9826	G_V	put	we	a	en	en	en	G_PRP	0	0
9827	DT	a	put	spoof	en	en	en	G_V	0	0
9828	G_N	spoof	a	ad	en	en	en	DT	0	0
9829	G_N	ad	spoof	in	en	en	en	G_N	0	0
9830	PSP	in	ad	Mid-Day	en	en	en	G_N	0	0
9831	G_N	Mid-Day	in	posing	en	en	en	PSP	0	0
9832	G_V	posing	Mid-Day	as	en	en	en	G_N	0	0
9833	PSP	as	posing	a	en	en	en	G_V	0	0
9834	DT	a	as	modeling	en	en	en	PSP	0	0
9835	G_J	modeling	a	agency	en	en	en	DT	0	0
9836	G_N	agency	modeling	and	en	en	en	G_J	0	0
9837	CC	and	agency	provided	en	en	en	G_N	0	0
9838	G_V	provided	and	a	en	en	en	CC	0	0
9839	DT	a	provided	mobile	en	en	en	G_V	0	0
9840	G_N	mobile	a	number	en	en	en	DT	0	0
9841	G_N	number	mobile	and	en	en	en	G_N	0	0
9842	CC	and	number	email	en	en	en	G_N	0	0
9843	G_N	email	and	address	en	en	en	CC	0	0
9844	G_N	address	email	.	en	en	univ	G_N	0	0
9845	G_X	.	address	Got	univ	en	en	G_N	0	0
9846	G_V	Got	.	300+	en	univ	univ	G_X	0	0
9847	$	300+	Got	emails	univ	en	en	G_V	0	1
9848	G_N	emails	300+	,	en	univ	univ	$	0	0
9849	G_X	,	emails	phone	univ	en	en	G_N	0	0
9850	G_N	phone	,	numbers	en	univ	en	G_X	0	0
9851	G_N	numbers	phone	,	en	en	univ	G_N	0	0
9852	G_X	,	numbers	sizzling	univ	en	en	G_N	0	0
9853	G_J	sizzling	,	portfolio	en	univ	en	G_X	0	0
9854	G_N	portfolio	sizzling	photos	en	en	en	G_J	0	0
9855	G_N	photos	portfolio	etc	en	en	en	G_N	0	0
9856	G_R	etc	photos	from	en	en	en	G_N	0	0
9857	PSP	from	etc	wannabe	en	en	en	G_R	0	0
9858	G_J	wannabe	from	models	en	en	en	PSP	0	0
9859	G_N	models	wannabe	and	en	en	en	G_J	0	0
9860	CC	and	models	hotties	en	en	en	G_N	0	0
9861	G_N	hotties	and	all	en	en	en	CC	0	0
9862	DT	all	hotties	over	en	en	en	G_N	0	0
9863	PSP	over	all	Bombay	en	en	ne	DT	0	0
9864	G_N	Bombay	over	.	ne	en	univ	PSP	0	0
9865	G_X	.	Bombay	And	univ	ne	en	G_N	0	0
9866	CC	And	.	everyone	en	univ	en	G_X	0	0
9867	G_PRP	everyone	And	always	en	en	en	CC	0	0
9868	G_R	always	everyone	wondered	en	en	en	G_PRP	0	0
9869	G_V	wondered	always	how	en	en	en	G_R	0	0
9870	G_R	how	wondered	I	en	en	en	G_V	0	0
9871	G_PRP	I	how	was	en	en	en	G_R	0	0
9872	G_V	was	I	never	en	en	en	G_PRP	0	0
9873	G_R	never	was	single	en	en	en	G_V	0	0
9874	G_SYM	single	never	...	en	en	univ	G_R	0	0
9875	G_X	...	single		univ	en		G_SYM	0	0
9876	G_PRT	To		all	hi		en		0	0
9877	DT	all	To	those	en	hi	en	G_PRT	0	0
9878	DT	those	all	calling	en	en	en	DT	0	0
9879	G_V	calling	those	this	en	en	en	DT	0	0
9880	G_PRP	this	calling	fake	en	en	en	G_V	0	0
9881	G_J	fake	this	,	en	en	univ	G_PRP	0	0
9882	G_X	,	fake	this	univ	en	en	G_J	0	0
9883	G_PRP	this	,	was	en	univ	en	G_X	0	0
9884	G_V	was	this	a	en	en	en	G_PRP	0	0
9885	DT	a	was	true	en	en	en	G_V	0	0
9886	G_J	true	a	story	en	en	en	DT	0	0
9887	G_N	story	true	which	en	en	en	G_J	0	0
9888	DT	which	story	happened	en	en	en	G_N	0	0
9889	G_V	happened	which	in	en	en	en	DT	0	0
9890	PSP	in	happened	1998-99	en	en	univ	G_V	0	0
9891	$	1998-99	in	.	univ	en	univ	PSP	0	1
9892	G_X	.	1998-99	Yes	univ	univ	en	$	0	0
9893	G_PRT	Yes	.	we	en	univ	en	G_X	0	0
9894	G_PRP	we	Yes	had	en	en	en	G_PRT	0	0
9895	G_V	had	we	cellphones	en	en	en	G_PRP	0	0
9896	G_N	cellphones	had	,	en	en	univ	G_V	0	0
9897	G_X	,	cellphones	and	univ	en	en	G_N	0	0
9898	CC	and	,	yes	en	univ	hi	G_X	0	0
9899	G_PRT	yes	and	email	hi	en	en	CC	0	0
9900	G_N	email	yes	was	en	hi	en	G_PRT	0	0
9901	G_V	was	email	popular	en	en	en	G_N	0	0
9902	G_J	popular	was	.	en	en	univ	G_V	0	0
9903	G_X	.	popular	There	univ	en	en	G_J	0	0
9904	DT	There	.	was	en	univ	en	G_X	0	0
9905	G_V	was	There	no	en	en	en	DT	0	0
9906	G_PRT	no	was	high	en	en	en	G_V	0	0
9907	G_J	high	no	speed	en	en	en	G_PRT	0	0
9908	G_J	speed	high	internet	en	en	en	G_J	0	0
9909	G_N	internet	speed	except	en	en	en	G_J	0	0
9910	G_V	except	internet	for	en	en	en	G_N	0	0
9911	PSP	for	except	a	en	en	en	G_V	0	0
9912	DT	a	for	few	en	en	en	PSP	0	0
9913	G_J	few	a	labs	en	en	en	DT	0	0
9914	G_N	labs	few	.	en	en	univ	G_J	0	0
9915	G_X	.	labs	You	univ	en	en	G_N	0	0
9916	G_PRP	You	.	guys	en	univ	en	G_X	0	0
9917	G_N	guys	You	are	en	en	hi	G_PRP	0	0
9918	PSP	are	guys	sounding	hi	en	en	G_N	0	0
9919	G_V	sounding	are	like	en	hi	en	PSP	0	0
9920	G_R	like	sounding	a	en	en	en	G_V	0	0
9921	DT	a	like	bunch	en	en	en	G_R	0	0
9922	G_N	bunch	a	of	en	en	en	DT	0	0
9923	PSP	of	bunch	unimaginative	en	en	en	G_N	0	0
9924	G_J	unimaginative	of	slackers	en	en	en	PSP	0	0
9925	G_N	slackers	unimaginative	and	en	en	en	G_J	0	0
9926	CC	and	slackers	lazy	en	en	en	G_N	0	0
9927	G_J	lazy	and	wannabes	en	en	en	CC	0	0
9928	G_J	wannabes	lazy	.	en	en	univ	G_J	0	0
9929	G_X	.	wannabes	Our	univ	en	en	G_J	0	0
9930	G_PRP	Our	.	reality	en	univ	en	G_X	0	0
9931	G_N	reality	Our	was	en	en	en	G_PRP	0	0
9932	G_V	was	reality	so	en	en	en	G_N	0	0
9933	G_R	so	was	far	en	en	en	G_V	0	0
9934	G_R	far	so	from	en	en	en	G_R	0	0
9935	PSP	from	far	yours	en	en	en	G_R	0	0
9936	G_PRP	yours	from	that	en	en	en	PSP	0	0
9937	G_PRP	that	yours	we	en	en	en	G_PRP	0	0
9938	G_PRP	we	that	can't	en	en	en	G_PRP	0	0
9939	G_V	can't	we	imagine	en	en	en	G_PRP	0	0
9940	G_V	imagine	can't	how	en	en	en	G_V	0	0
9941	G_R	how	imagine	you	en	en	en	G_V	0	0
9942	G_PRP	you	how	guys	en	en	en	G_R	0	0
9943	G_N	guys	you	live	en	en	en	G_PRP	0	0
9944	G_V	live	guys	on	en	en	en	G_N	0	0
9945	PSP	on	live	campus	en	en	en	G_V	0	0
9946	G_N	campus	on	any	en	en	en	PSP	0	0
9947	DT	any	campus	more	en	en	en	G_N	0	0
9948	G_SYM	more	any	.	en	en	univ	DT	0	0
9949	G_X	.	more	In	univ	en	en	G_SYM	0	0
9950	PSP	In	.	fact	en	univ	en	G_X	0	0
9951	G_N	fact	In	I	en	en	en	PSP	0	0
9952	G_PRP	I	fact	truly	en	en	en	G_N	0	0
9953	G_R	truly	I	believe	en	en	en	G_PRP	0	0
9954	G_V	believe	truly	that	en	en	en	G_R	0	0
9955	G_PRP	that	believe	all	en	en	en	G_V	0	0
9956	DT	all	that	you	en	en	en	G_PRP	0	0
9957	G_PRP	you	all	kids	en	en	en	DT	0	0
9958	G_N	kids	you	do	en	en	hi	G_PRP	0	0
9959	G_V	do	kids	these	hi	en	en	G_N	0	0
9960	G_PRP	these	do	days	en	hi	en	G_V	0	0
9961	G_N	days	these	is	en	en	en	G_PRP	0	0
9962	G_V	is	days	watch	en	en	en	G_N	0	0
9963	G_V	watch	is	porn	en	en	en	G_V	0	0
9964	G_N	porn	watch	,	en	en	univ	G_V	0	0
9965	G_X	,	porn	stalk	univ	en	en	G_N	0	0
9966	G_J	stalk	,	chicks	en	univ	en	G_X	0	0
9967	G_N	chicks	stalk	on	en	en	en	G_J	0	0
9968	PSP	on	chicks	FB	en	en	acro	G_N	0	0
9969	G_N	FB	on	and	acro	en	en	PSP	0	0
9970	CC	and	FB	jerk	en	acro	en	G_N	0	0
9971	G_V	jerk	and	off	en	en	en	CC	0	0
9972	G_PRT	off	jerk	alone	en	en	en	G_V	0	0
9973	G_J	alone	off	.	en	en	univ	G_PRT	0	0
9974	G_X	.	alone	~	univ	en	univ	G_J	0	0
9975	G_X	~	.	Ed	univ	univ	ne	G_X	0	0
9976	G_N	Ed	~		ne	univ		G_X	0	0
9977	G_N	mobile		number	en		en		0	0
