id	tag	word	prev_word	label
9301	G_J	New		en
9302	G_N	page	New	en
9303	G_X	...	page	univ
9304	G_N	IITB	...	acro
9305	G_N	classifieds	IITB	en
9306	G_X	...	classifieds	univ
9307	E	;)	...	univ
9308	$	9002271571		univ
9309	G_X	,	9002271571	univ
9310	G_J	hot	,	en
9311	G_N	chick	hot	en
9312	PSP	from	chick	en
9313	DT	your	from	en
9314	G_N	hometown	your	en
9315	G_V	waiting	hometown	en
9316	PSP	for	waiting	en
9317	G_PRP	you	for	en
9318	G_PRT	to	you	en
9319	G_V	talk	to	en
9320	G_X	.	talk	univ
9321	$	9822357330		univ
9322	$	9922902946		univ
9323	#	#283		univ
9324	G_X	:	#283	univ
9325	G_PRP	This	:	en
9326	G_V	is	This	en
9327	PSP	for	is	en
9328	DT	a	for	en
9329	G_J	particular	a	en
9330	G_J	shitty	particular	en
9331	G_N	prof	shitty	en
9332	G_X	.	prof	univ
9333	PSP	For	.	en
9334	$	three	For	en
9335	G_N	weeks	three	en
9336	G_N	I've	weeks	en
9337	G_V	been	I've	en
9338	G_V	watching	been	en
9339	G_N	nothing	watching	en
9340	CC	but	nothing	en
9341	G_N	climax	but	en
9342	PSP	of	climax	en
9343	DT	a	of	en
9344	G_J	zombie	a	en
9345	G_N	movie	zombie	en
9346	PSP	in	movie	en
9347	DT	which	in	en
9348	DT	the	which	en
9349	G_N	protagonist	the	en
9350	G_V	went	protagonist	en
9351	PSP	on	went	en
9352	G_N	rampage	on	en
9353	CC	&	rampage	en
9354	G_V	killed	&	en
9355	DT	the	killed	en
9356	G_J	bad	the	en
9357	G_N	guys	bad	en
9358	G_X	...	guys	univ
9359	G_N	buddy	...	en
9360	G_V	mend	buddy	en
9361	DT	your	mend	en
9362	G_N	wrongdoings	your	en
9363	CC	or	wrongdoings	en
9364	G_J	else	or	en
9365	G_N	I'll	else	en
9366	G_V	go	I'll	en
9367	G_J	mad	go	en
9368	CC	and	mad	en
9369	G_N	murder	and	en
9370	G_PRP	you	murder	en
9371	PSP	with	you	en
9372	DT	a	with	en
9373	G_J	sawed-off	a	en
9374	G_N	zombie	sawed-off	en
9375	G_N	shotgun	zombie	en
9376	G_X	.	shotgun	univ
9377	G_V	go		en
9378	G_N	goa	go	ne
9379	G_V	gone	goa	en
9380	G_X	!	gone	univ
9381	G_PRP	This		en
9382	G_V	is	This	en
9383	G_R	how	is	en
9384	G_N	serial	how	en
9385	G_N	killers	serial	en
9386	PSP	are	killers	hi
9387	G_V	born	are	en
9388	#	#282		univ
9389	G_X	:	#282	univ
9390	CC	Around	:	en
9391	$	20	Around	univ
9392	G_N	years	20	en
9393	G_R	ago	years	en
9394	G_X	,	ago	univ
9395	G_PRP	I	,	en
9396	G_V	was	I	en
9397	G_R	perennially	was	en
9398	G_V	broke	perennially	en
9399	CC	and	broke	en
9400	G_V	needed	and	en
9401	G_J	extra	needed	en
9402	G_N	cash	extra	en
9403	PSP	for	cash	en
9404	G_SYM	more	for	en
9405	G_N	sutta	more	hi
9406	CC	and	sutta	en
9407	G_N	daaru	and	hi
9408	G_X	.	daaru	univ
9409	PSP	So	.	en
9410	PSP	in	So	en
9411	DT	a	in	en
9412	G_N	state	a	en
9413	PSP	of	state	en
9414	G_J	drunken	of	en
9415	G_N	stupor	drunken	en
9416	G_X	,	stupor	univ
9417	G_PRP	I	,	en
9418	G_V	placed	I	en
9419	DT	a	placed	en
9420	G_J	silly	a	en
9421	G_V	bet	silly	en
9422	PSP	with	bet	en
9423	DT	the	with	en
9424	G_R	equally	the	en
9425	G_J	drunk	equally	en
9426	G_N	morons	drunk	en
9427	PSP	in	morons	en
9428	DT	the	in	en
9429	G_N	room	the	en
9430	PSP	with	room	en
9431	G_PRP	me	with	en
9432	G_X	.	me	univ
9433	DT	The	.	en
9434	G_V	bet	The	en
9435	G_V	required	bet	en
9436	G_PRP	that	required	en
9437	G_PRP	I	that	en
9438	G_V	had	I	en
9439	G_PRT	to	had	en
9440	G_V	stand	to	en
9441	G_J	stark	stand	en
9442	G_J	naked	stark	en
9443	PSP	in	naked	en
9444	G_N	front	in	en
9445	PSP	of	front	en
9446	G_N	H9	of	univ
9447	PSP	main	H9	hi
9448	G_N	mess	main	en
9449	G_N	hall	mess	en
9450	PSP	for	hall	en
9451	G_J	minimum	for	en
9452	$	1	minimum	univ
9453	G_N	minute	1	en
9454	G_X	,	minute	univ
9455	PSP	at	,	en
9456	G_N	peak	at	en
9457	G_N	lunchtime	peak	en
9458	G_X	.	lunchtime	univ
9459	PSP	Within	.	en
9460	DT	a	Within	en
9461	G_N	week	a	en
9462	G_X	,	week	univ
9463	DT	the	,	en
9464	G_J	entire	the	en
9465	G_N	hostel	entire	en
9466	G_V	was	hostel	en
9467	G_V	aware	was	en
9468	PSP	of	aware	en
9469	G_PRP	this	of	en
9470	G_V	bet	this	en
9471	CC	and	bet	en
9472	G_PRP	each	and	en
9473	G_N	person	each	en
9474	G_V	contributed	person	en
9475	G_X	Rs	contributed	en
9476	$	10	Rs	univ
9477	G_PRT	to	10	en
9478	DT	the	to	en
9479	G_N	pot	the	en
9480	G_X	.	pot	univ
9481	PSP	By	.	en
9482	G_N	D-Day	By	en
9483	DT	the	D-Day	en
9484	G_N	prize	the	en
9485	G_N	money	prize	en
9486	G_V	collected	money	en
9487	G_V	was	collected	en
9488	PSP	in	was	en
9489	G_N	excess	in	en
9490	PSP	of	excess	en
9491	G_X	Rs	of	en
9492	$	1000	Rs	univ
9493	G_X	(	1000	univ
9494	G_N	that's	(	en
9495	G_R	easily	that's	en
9496	G_N	worth	easily	en
9497	G_X	Rs	worth	en
9498	$	7	Rs	hi
9499	G_X	~	7	univ
9500	$	8k	~	univ
9501	G_N	today	8k	ne
9502	G_X	)	today	univ
9503	DT	which	)	en
9504	G_V	was	which	en
9505	G_V	collected	was	en
9506	PSP	by	collected	en
9507	G_N	junta	by	hi
9508	PSP	for	junta	en
9509	DT	the	for	en
9510	G_J	grand	the	en
9511	G_N	event	grand	en
9512	G_X	.	event	univ
9513	PSP	At	.	en
9514	DT	the	At	en
9515	G_J	appointed	the	en
9516	G_N	hour	appointed	en
9517	G_R	when	hour	en
9518	DT	the	when	en
9519	G_N	mess	the	en
9520	G_V	was	mess	en
9521	G_J	full	was	en
9522	G_X	,	full	univ
9523	G_PRP	I	,	en
9524	G_V	lost	I	en
9525	DT	my	lost	en
9526	G_N	nerve	my	en
9527	CC	and	nerve	en
9528	G_V	refused	and	en
9529	G_PRT	to	refused	en
9530	G_V	go	to	en
9531	G_R	down	go	en
9532	G_J	nanga	down	hi
9533	G_X	.	nanga	univ
9534	CC	But	.	en
9535	G_PRP	it	But	en
9536	G_V	was	it	en
9537	DT	a	was	en
9538	G_N	matter	a	en
9539	PSP	of	matter	en
9540	G_N	honor	of	en
9541	PSP	for	honor	en
9542	DT	the	for	en
9543	G_N	wing	the	hi
9544	G_X	,	wing	univ
9545	G_R	so	,	en
9546	$	4	so	univ
9547	G_J	strongarm	4	en
9548	G_N	wingmates	strongarm	en
9549	G_V	grabbed	wingmates	en
9550	G_PRP	me	grabbed	en
9551	CC	and	me	en
9552	G_V	marched	and	en
9553	G_PRP	me	marched	en
9554	G_R	down	me	en
9555	G_J	naked	down	en
9556	PSP	while	naked	en
9557	G_PRP	I	while	en
9558	G_V	covered	I	en
9559	DT	my	covered	en
9560	G_J	privates	my	en
9561	G_X	...	privates	univ
9562	G_R	when	...	en
9563	DT	the	when	en
9564	G_N	stopwatch	the	en
9565	G_V	started	stopwatch	en
9566	G_X	,	started	univ
9567	G_PRP	they	,	en
9568	G_V	held	they	en
9569	DT	my	held	en
9570	G_N	hands	my	en
9571	G_PRT	up	hands	en
9572	PSP	for	up	en
9573	DT	a	for	en
9574	G_J	full	a	en
9575	$	1	full	univ
9576	G_N	minute	1	en
9577	PSP	while	minute	en
9578	DT	all	while	en
9579	G_N	mess-goers	all	en
9580	PSP	of	mess-goers	en
9581	G_N	H9	of	univ
9582	G_V	got	H9	en
9583	DT	a	got	en
9584	G_N	glimpse	a	en
9585	PSP	of	glimpse	en
9586	DT	my	of	en
9587	G_N	sceptre	my	en
9588	G_X	,	sceptre	univ
9589	G_N	family	,	en
9590	G_N	jewels	family	en
9591	CC	and	jewels	en
9592	G_J	unkempt	and	en
9593	G_N	fields	unkempt	en
9594	G_X	.	fields	univ
9595	DT	That	.	en
9596	G_X	Rs	That	en
9597	$	1000	Rs	univ
9598	G_V	didn't	1000	en
9599	G_R	even	didn't	en
9600	G_J	last	even	en
9601	$	2	last	univ
9602	G_N	days	2	en
9603	PSP	because	days	en
9604	DT	my	because	en
9605	G_J	chootiya	my	hi
9606	G_N	wingmates	chootiya	en
9607	G_V	drank	wingmates	en
9608	G_N	everything	drank	en
9609	G_X	.	everything	univ
9610	G_V	seems		en
9611	DT	a	seems	en
9612	G_N	fairytale	a	en
9613	CC	but	fairytale	en
9614	G_N	anything	but	en
9615	G_V	is	anything	en
9616	G_J	possible	is	en
9617	PSP	at	possible	en
9618	G_X	iitb	at	acro
9619	G_X	....	iitb	univ
9620	G_PRP	This		en
9621	G_V	was	This	en
9622	DT	the	was	en
9623	G_J	best	the	en
9624	G_N	confession	best	en
9625	G_X	!	confession	univ
9626	#	#281		univ
9627	G_X	:	#281	univ
9628	DT	There	:	en
9629	G_V	is	There	en
9630	DT	a	is	en
9631	G_J	fat	a	en
9632	G_N	chick	fat	en
9633	PSP	from	chick	en
9634	DT	the	from	en
9635	G_N	insti	the	en
9636	G_PRP	who	insti	en
9637	G_V	uses	who	en
9638	DT	my	uses	en
9639	G_N	roomie	my	en
9640	G_X	.	roomie	univ
9641	CC	And	.	en
9642	DT	a	And	en
9643	$	thousand	a	en
9644	G_J	other	thousand	en
9645	G_N	guys	other	en
9646	PSP	in	guys	en
9647	DT	the	in	en
9648	G_N	insti	the	en
9649	G_X	.	insti	univ
9650	G_PRP	I	.	en
9651	G_V	feel	I	en
9652	G_J	bad	feel	en
9653	PSP	for	bad	en
9654	G_PRP	you	for	en
9655	G_N	dogs	you	en
9656	G_X	,	dogs	univ
9657	G_V	come	,	en
9658	PSP	on	come	en
9659	G_X	,	on	univ
9660	G_V	open	,	en
9661	DT	your	open	en
9662	G_N	eyes	your	en
9663	G_X	,	eyes	univ
9664	G_PRP	you	,	en
9665	G_V	can	you	en
9666	G_V	do	can	hi
9667	G_J	much	do	en
9668	G_J	better	much	en
9669	PSP	than	better	en
9670	DT	a	than	en
9671	G_J	random	a	en
9672	G_N	slut	random	en
9673	G_PRP	who	slut	en
9674	G_V	takes	who	en
9675	G_N	advantage	takes	en
9676	PSP	of	advantage	en
9677	DT	your	of	en
9678	G_N	tharkiness	your	hi
9679	G_X	.	tharkiness	univ
9680	G_V	Rise	.	en
9681	G_N	people	Rise	en
9682	G_X	.	people	univ
9683	G_V	Rise	.	en
9684	G_X	.	Rise	univ
9685	PSP	So		en
9686	G_N	you're	So	en
9687	G_V	saying	you're	en
9688	DT	its	saying	en
9689	G_PRT	okay	its	en
9690	PSP	for	okay	en
9691	G_N	women	for	en
9692	G_PRT	to	women	en
9693	G_V	bait	to	en
9694	G_X	,	bait	univ
9695	G_V	lure	,	en
9696	CC	and	lure	en
9697	G_V	use	and	en
9698	G_N	guys	use	en
9699	G_R	then	guys	en
9700	G_X	?	then	univ
9701	G_X	Guys		en
9702	G_V	don't	Guys	en
9703	G_V	use	don't	en
9704	G_N	sexuality	use	en
9705	G_PRT	to	sexuality	en
9706	G_V	lure	to	en
9707	G_N	women	lure	en
9708	CC	and	women	en
9709	G_V	get	and	en
9710	G_N	things	get	en
9711	G_V	done	things	en
9712	CC	and	done	en
9713	G_V	get	and	en
9714	G_PRP	their	get	en
9715	G_N	bills	their	en
9716	G_V	paid	bills	en
9717	G_X	...	paid	univ
9718	G_R	Why		en
9719	G_V	is	Why	en
9720	G_PRP	it	is	en
9721	G_PRP	that	it	en
9722	G_R	when	that	en
9723	DT	a	when	en
9724	G_N	boy	a	en
9725	G_V	tries	boy	en
9726	G_PRT	to	tries	en
9727	G_V	have	to	en
9728	G_N	\	have	univ
9729	G_X	double_quotes	\	univ
9730	G_N	fun\	double_quotes	en
9731	G_X	double_quotes	fun\	univ
9732	G_X	,	double_quotes	univ
9733	G_V	he	,	hi
9734	G_V	is	he	en
9735	G_V	called	is	en
9736	DT	a	called	en
9737	G_N	\	a	univ
9738	G_X	double_quotes	\	univ
9739	G_N	player\	double_quotes	en
9740	G_X	double_quotes	player\	univ
9741	CC	or	double_quotes	en
9742	G_N	\	or	univ
9743	G_X	double_quotes	\	univ
9744	G_N	tharki\	double_quotes	hi
9745	G_X	double_quotes	tharki\	univ
9746	CC	but	double_quotes	en
9747	PSP	if	but	en
9748	DT	a	if	en
9749	G_N	girl	a	en
9750	G_V	does	girl	en
9751	DT	the	does	en
9752	G_J	SAME	the	en
9753	G_N	thing	SAME	en
9754	G_X	,	thing	univ
9755	G_PRP	she	,	en
9756	G_V	is	she	en
9757	G_V	called	is	en
9758	DT	a	called	en
9759	G_N	\	a	univ
9760	G_X	double_quotes	\	univ
9761	G_N	slut\	double_quotes	en
9762	G_X	double_quotes	slut\	univ
9763	G_X	?	double_quotes	univ
9764	PSP	If		en
9765	G_SYM	one	If	en
9766	G_N	lock	one	en
9767	G_V	can	lock	en
9768	G_V	be	can	en
9769	G_V	opened	be	en
9770	PSP	by	opened	en
9771	G_J	many	by	en
9772	G_N	keys	many	en
9773	G_X	,	keys	univ
9774	G_N	it's	,	en
9775	G_V	called	it's	en
9776	DT	a	called	en
9777	G_J	shitty	a	en
9778	G_N	lock	shitty	en
9779	G_X	...	lock	univ
9780	CC	but	...	en
9781	PSP	if	but	en
9782	G_SYM	one	if	en
9783	PSP	key	one	hi
9784	G_V	opens	key	en
9785	G_J	many	opens	en
9786	G_N	locks	many	en
9787	G_N	it's	locks	en
9788	G_V	called	it's	en
9789	DT	a	called	en
9790	G_J	MASTER	a	en
9791	G_N	KEY	MASTER	en
9792	G_PRT	haha	KEY	univ
9793	G_X	!!	haha	univ
9794	E	:P	!!	univ
9795	@	@nahid		univ
9796	G_V	isnt	@nahid	en
9797	DT	your	isnt	en
9798	G_V	reply	your	en
9799	DT	an	reply	en
9800	G_N	answer	an	en
9801	G_X	Such		hi
9802	PSP	men	Such	hi
9803	G_V	deserve	men	en
9804	DT	the	deserve	en
9805	G_N	kind	the	en
9806	PSP	of	kind	en
9807	G_N	women	of	en
9808	G_PRP	they	women	en
9809	G_V	get	they	en
9810	G_X	!	get	univ
9811	#	#280		univ
9812	G_X	:	#280	univ
9813	G_R	Back	:	en
9814	PSP	in	Back	en
9815	DT	the	in	en
9816	G_X	'	the	univ
9817	$	90s	'	univ
9818	PSP	in	90s	en
9819	DT	my	in	en
9820	G_SYM	2nd	my	univ
9821	G_PRT	yr	2nd	hi
9822	G_SYM	1st	yr	en
9823	G_N	sem	1st	en
9824	G_X	,	sem	univ
9825	G_PRP	we	,	en
9826	G_V	put	we	en
9827	DT	a	put	en
9828	G_N	spoof	a	en
9829	G_N	ad	spoof	en
9830	PSP	in	ad	en
9831	G_N	Mid-Day	in	en
9832	G_V	posing	Mid-Day	en
9833	PSP	as	posing	en
9834	DT	a	as	en
9835	G_J	modeling	a	en
9836	G_N	agency	modeling	en
9837	CC	and	agency	en
9838	G_V	provided	and	en
9839	DT	a	provided	en
9840	G_N	mobile	a	en
9841	G_N	number	mobile	en
9842	CC	and	number	en
9843	G_N	email	and	en
9844	G_N	address	email	en
9845	G_X	.	address	univ
9846	G_V	Got	.	en
9847	$	300+	Got	univ
9848	G_N	emails	300+	en
9849	G_X	,	emails	univ
9850	G_N	phone	,	en
9851	G_N	numbers	phone	en
9852	G_X	,	numbers	univ
9853	G_J	sizzling	,	en
9854	G_N	portfolio	sizzling	en
9855	G_N	photos	portfolio	en
9856	G_R	etc	photos	en
9857	PSP	from	etc	en
9858	G_J	wannabe	from	en
9859	G_N	models	wannabe	en
9860	CC	and	models	en
9861	G_N	hotties	and	en
9862	DT	all	hotties	en
9863	PSP	over	all	en
9864	G_N	Bombay	over	ne
9865	G_X	.	Bombay	univ
9866	CC	And	.	en
9867	G_PRP	everyone	And	en
9868	G_R	always	everyone	en
9869	G_V	wondered	always	en
9870	G_R	how	wondered	en
9871	G_PRP	I	how	en
9872	G_V	was	I	en
9873	G_R	never	was	en
9874	G_SYM	single	never	en
9875	G_X	...	single	univ
9876	G_PRT	To		hi
9877	DT	all	To	en
9878	DT	those	all	en
9879	G_V	calling	those	en
9880	G_PRP	this	calling	en
9881	G_J	fake	this	en
9882	G_X	,	fake	univ
9883	G_PRP	this	,	en
9884	G_V	was	this	en
9885	DT	a	was	en
9886	G_J	true	a	en
9887	G_N	story	true	en
9888	DT	which	story	en
9889	G_V	happened	which	en
9890	PSP	in	happened	en
9891	$	1998-99	in	univ
9892	G_X	.	1998-99	univ
9893	G_PRT	Yes	.	en
9894	G_PRP	we	Yes	en
9895	G_V	had	we	en
9896	G_N	cellphones	had	en
9897	G_X	,	cellphones	univ
9898	CC	and	,	en
9899	G_PRT	yes	and	hi
9900	G_N	email	yes	en
9901	G_V	was	email	en
9902	G_J	popular	was	en
9903	G_X	.	popular	univ
9904	DT	There	.	en
9905	G_V	was	There	en
9906	G_PRT	no	was	en
9907	G_J	high	no	en
9908	G_J	speed	high	en
9909	G_N	internet	speed	en
9910	G_V	except	internet	en
9911	PSP	for	except	en
9912	DT	a	for	en
9913	G_J	few	a	en
9914	G_N	labs	few	en
9915	G_X	.	labs	univ
9916	G_PRP	You	.	en
9917	G_N	guys	You	en
9918	PSP	are	guys	hi
9919	G_V	sounding	are	en
9920	G_R	like	sounding	en
9921	DT	a	like	en
9922	G_N	bunch	a	en
9923	PSP	of	bunch	en
9924	G_J	unimaginative	of	en
9925	G_N	slackers	unimaginative	en
9926	CC	and	slackers	en
9927	G_J	lazy	and	en
9928	G_J	wannabes	lazy	en
9929	G_X	.	wannabes	univ
9930	G_PRP	Our	.	en
9931	G_N	reality	Our	en
9932	G_V	was	reality	en
9933	G_R	so	was	en
9934	G_R	far	so	en
9935	PSP	from	far	en
9936	G_PRP	yours	from	en
9937	G_PRP	that	yours	en
9938	G_PRP	we	that	en
9939	G_V	can't	we	en
9940	G_V	imagine	can't	en
9941	G_R	how	imagine	en
9942	G_PRP	you	how	en
9943	G_N	guys	you	en
9944	G_V	live	guys	en
9945	PSP	on	live	en
9946	G_N	campus	on	en
9947	DT	any	campus	en
9948	G_SYM	more	any	en
9949	G_X	.	more	univ
9950	PSP	In	.	en
9951	G_N	fact	In	en
9952	G_PRP	I	fact	en
9953	G_R	truly	I	en
9954	G_V	believe	truly	en
9955	G_PRP	that	believe	en
9956	DT	all	that	en
9957	G_PRP	you	all	en
9958	G_N	kids	you	en
9959	G_V	do	kids	hi
9960	G_PRP	these	do	en
9961	G_N	days	these	en
9962	G_V	is	days	en
9963	G_V	watch	is	en
9964	G_N	porn	watch	en
9965	G_X	,	porn	univ
9966	G_J	stalk	,	en
9967	G_N	chicks	stalk	en
9968	PSP	on	chicks	en
9969	G_N	FB	on	acro
9970	CC	and	FB	en
9971	G_V	jerk	and	en
9972	G_PRT	off	jerk	en
9973	G_J	alone	off	en
9974	G_X	.	alone	univ
9975	G_X	~	.	univ
9976	G_N	Ed	~	ne
9977	G_N	mobile		en
9978	G_N	number	mobile	en
9979	PSP	in	number	en
9980	$	90's	in	univ
9981	G_X	???	90's	univ
9982	G_R	technically	???	en
9983	G_J	possible	technically	en
9984	PSP	though	possible	en
9985	G_X	.	though	univ
9986	G_N	both	.	univ
9987	G_V	were	both	en
9988	G_V	started	were	en
9989	PSP	in	started	en
9990	G_X	'	in	univ
9991	$	96	'	univ
9992	G_PRP	i	96	en
9993	G_V	think	i	en
9994	E	:P	think	univ
9995	G_PRT	ok		en
9996	G_X	...	ok	univ
9997	CC	but	...	en
9998	G_N	back	but	en
9999	PSP	in	back	en
10000	DT	the	in	en
10001	G_X	'	the	univ
10002	$	90s	'	univ
10003	G_V	was	90s	en
10004	G_N	email	was	en
10005	G_R	so	email	en
10006	G_J	popular	so	en
10007	G_X	?	popular	univ
10008	G_R	^exactly		en
10009	G_X	...	^exactly	univ
10010	G_J	fake	...	en
10011	G_N	confession	fake	en
10012	G_X	!	confession	univ
10013	E	:-/	!	univ
10014	G_J	fake		en
10015	G_X	..	fake	univ
10016	#	#279		univ
10017	G_X	:	#279	univ
10018	DT	My	:	en
10019	G_J	best	My	en
10020	G_N	moments	best	en
10021	PSP	at	moments	en
10022	G_N	IITB	at	acro
10023	G_V	were	IITB	en
10024	PSP	while	were	en
10025	G_V	peeing	while	en
10026	G_V	standing	peeing	en
10027	PSP	at	standing	en
10028	DT	the	at	en
10029	G_N	skydeck	the	en
10030	PSP	on	skydeck	en
10031	G_J	6th	on	en
10032	G_N	floor	6th	en
10033	PSP	of	floor	en
10034	G_N	H14	of	univ
10035	G_X	,	H14	univ
10036	G_V	aiming	,	en
10037	PSP	towards	aiming	en
10038	DT	some	towards	en
10039	G_J	poor	some	ne
10040	G_J	chap	poor	hi
10041	G_V	sleeping	chap	en
10042	PSP	on	sleeping	en
10043	DT	the	on	en
10044	G_J	4th	the	en
10045	G_N	floor	4th	en
10046	G_N	Skydeck	floor	en
10047	CC	during	Skydeck	en
10048	G_N	summer	during	en
10049	G_N	nights	summer	en
10050	G_X	.	nights	univ
10051	G_X	.	.	univ
10052	G_X	.	.	univ
10053	G_V	bhak		hi
10054	G_PRT	saala	bhak	hi
10055	G_N	\		univ
10056	G_X	double_quotes	\	univ
10057	G_J	Best	double_quotes	en
10058	G_N	Moment	Best	en
10059	PSP	at	Moment	en
10060	G_N	IITB\	at	acro
10061	G_X	double_quotes	IITB\	univ
10062	G_X	?	double_quotes	univ
10063	G_V	Seriously	?	en
10064	G_X	?	Seriously	univ
10065	PSP	As	?	en
10066	G_V	was	As	en
10067	G_V	mentioned	was	en
10068	PSP	in	mentioned	en
10069	DT	a	in	en
10070	G_J	few	a	en
10071	G_N	posts	few	en
10072	G_X	-	posts	univ
10073	G_N	quality	-	en
10074	PSP	of	quality	en
10075	G_N	confessions	of	en
10076	PSP	from	confessions	en
10077	G_N	newbies	from	en
10078	G_V	stands	newbies	en
10079	G_R	apart	stands	en
10080	PSP	from	apart	en
10081	DT	the	from	en
10082	G_N	rest	the	en
10083	G_X	.	rest	univ
10084	G_V	Stand	.	en
10085	PSP	in	Stand	en
10086	DT	the	in	en
10087	G_N	center	the	en
10088	#	#279	center	univ
10089	G_X	,	#279	univ
10090	PSP	while	,	en
10091	G_PRP	we	while	en
10092	DT	all	we	en
10093	G_N	aim	all	en
10094	PSP	at	aim	en
10095	G_PRP	you	at	en
10096	G_X	......	you	univ
10097	#	#278		univ
10098	G_X	:	#278	univ
10099	G_N	Rajshekhar	:	ne
10100	G_PRP	you	Rajshekhar	en
10101	PSP	are	you	hi
10102	DT	the	are	en
10103	G_R	most	the	en
10104	G_J	genuine	most	en
10105	G_N	person	genuine	en
10106	G_PRP	I	person	en
10107	G_R	ever	I	en
10108	G_V	met	ever	en
10109	G_X	.	met	univ
10110	G_V	Wish	.	en
10111	G_PRP	you	Wish	en
10112	G_V	were	you	en
10113	G_N	mine	were	hi
10114	G_X	.	mine	univ
10115	E	:)	.	univ
10116	DT	the	:)	en
10117	G_J	first	the	en
10118	G_N	time	first	en
10119	G_PRP	I	time	en
10120	G_V	saw	I	en
10121	G_PRP	you	saw	en
10122	G_PRP	I	you	en
10123	G_V	fell	I	en
10124	PSP	in	fell	en
10125	G_V	love	in	en
10126	PSP	with	love	en
10127	G_PRP	you	with	en
10128	G_X	...	you	univ
10129	G_V	Didn't	...	en
10130	G_V	want	Didn't	en
10131	G_PRT	to	want	en
10132	G_V	accept	to	en
10133	G_PRP	it	accept	en
10134	PSP	though	it	en
10135	G_X	...	though	univ
10136	G_R	Then	...	en
10137	G_R	luckily	Then	en
10138	G_PRP	we	luckily	en
10139	G_V	became	we	en
10140	G_N	friends	became	en
10141	CC	but	friends	en
10142	G_V	could	but	en
10143	G_R	never	could	en
10144	G_V	tell	never	en
10145	G_PRP	you	tell	en
10146	G_PRP	what	you	en
10147	G_R	exactly	what	en
10148	G_PRP	I	exactly	en
10149	G_V	felt	I	en
10150	PSP	for	felt	en
10151	G_PRP	you	for	en
10152	G_X	.	you	univ
10153	G_V	Tried	.	en
10154	G_SYM	several	Tried	en
10155	G_N	times	several	ne
10156	G_X	...	times	univ
10157	#	#277		univ
10158	G_X	:	#277	univ
10159	G_N	I'm	:	en
10160	DT	a	I'm	en
10161	G_N	campusite	a	en
10162	G_N	girl	campusite	en
10163	G_PRP	who	girl	en
10164	G_V	grew	who	en
10165	G_PRT	up	grew	en
10166	PSP	in	up	en
10167	G_N	IITB	in	acro
10168	G_X	,	IITB	univ
10169	$	10-12	,	univ
10170	G_N	years	10-12	en
10171	G_N	back	years	en
10172	G_X	,	back	univ
10173	G_N	IITB	,	acro
10174	G_N	guys	IITB	en
10175	G_R	really	guys	en
10176	G_V	had	really	en
10177	G_N	style	had	en
10178	CC	and	style	en
10179	G_N	attitude	and	en
10180	G_X	.	attitude	univ
10181	G_R	Sadly	.	en
10182	G_PRP	I	Sadly	en
10183	G_V	was	I	en
10184	PSP	in	was	en
10185	G_J	6th	in	en
10186	G_N	grade	6th	en
10187	G_PRP	I	grade	en
10188	G_V	used	I	en
10189	G_PRT	to	used	en
10190	G_V	see	to	en
10191	G_PRP	them	see	en
10192	PSP	while	them	en
10193	G_V	going	while	en
10194	G_PRT	to	going	en
10195	G_N	school	to	en
10196	E	;)	school	univ
10197	CC	But	;)	en
10198	G_R	now	But	en
10199	PSP	over	now	en
10200	DT	the	over	en
10201	G_N	years	the	en
10202	G_PRP	I	years	en
10203	G_R	hardly	I	en
10204	G_V	see	hardly	en
10205	DT	any	see	en
10206	G_N	guy	any	en
10207	G_PRP	who	guy	en
10208	G_V	is	who	en
10209	G_J	good	is	en
10210	G_X	...	good	univ
10211	CC	or	...	en
10212	G_R	even	or	en
10213	G_V	look	even	en
10214	G_R	halfway	look	en
10215	G_J	decent	halfway	en
10216	G_X	.	decent	univ
10217	G_N	Way	.	en
10218	G_N	back	Way	en
10219	G_R	then	back	en
10220	G_PRP	I	then	en
10221	G_V	tried	I	en
10222	G_V	talking	tried	en
10223	G_PRT	to	talking	en
10224	DT	some	to	en
10225	G_X	,	some	univ
10226	G_PRP	they	,	en
10227	G_V	used	they	en
10228	G_PRT	to	used	en
10229	PSP	say	to	hi
10230	G_PRT	hello	say	en
10231	G_N	baby	hello	en
10232	G_PRP	kis	baby	hi
10233	G_N	school	kis	en
10234	PSP	mein	school	hi
10235	G_V	ho	mein	hi
10236	G_X	,	ho	univ
10237	G_N	chocolate	,	en
10238	G_V	pasand	chocolate	hi
10239	G_V	hai	pasand	hi
10240	E	:(	hai	univ
10241	E	:(	:(	univ
10242	G_PRT	saala	:(	hi
10243	G_N	naseeb	saala	hi
10244	G_PRT	hi	naseeb	hi
10245	G_N	g**du	hi	univ
10246	G_PRP	I	g**du	en
10247	G_V	was	I	en
10248	PSP	in	was	en
10249	G_J	6th	in	en
10250	G_N	grade	6th	en
10251	E	:(	grade	univ
10252	G_PRT	Hey		univ
10253	G_X	,	Hey	univ
10254	$	12	,	univ
10255	G_N	years	12	en
10256	G_R	ago	years	en
10257	G_PRP	I	ago	en
10258	G_V	was	I	en
10259	PSP	on	was	en
10260	G_N	campus	on	en
10261	G_X	,	campus	univ
10262	G_V	was	,	en
10263	DT	a	was	en
10264	G_J	super	a	en
10265	G_J	senior	super	en
10266	G_R	even	senior	en
10267	G_N	back	even	en
10268	G_R	then	back	en
10269	G_X	,	then	univ
10270	G_R	so	,	en
