id	tag	word	label	prev_label	next_label
9996	G_X	...	univ	en	en
9997	CC	but	en	univ	en
9998	G_N	back	en	en	en
9999	PSP	in	en	en	en
10000	DT	the	en	en	univ
10001	G_X	'	univ	en	univ
10002	$	90s	univ	univ	en
10003	G_V	was	en	univ	en
10004	G_N	email	en	en	en
10005	G_R	so	en	en	en
10006	G_J	popular	en	en	univ
10007	G_X	?	univ	en	
10008	G_R	^exactly	en		univ
10009	G_X	...	univ	en	en
10010	G_J	fake	en	univ	en
10011	G_N	confession	en	en	univ
10012	G_X	!	univ	en	univ
10013	E	:-/	univ	univ	
10014	G_J	fake	en		univ
10015	G_X	..	univ	en	
10016	#	#279	univ		univ
10017	G_X	:	univ	univ	en
10018	DT	My	en	univ	en
10019	G_J	best	en	en	en
10020	G_N	moments	en	en	en
10021	PSP	at	en	en	acro
10022	G_N	IITB	acro	en	en
10023	G_V	were	en	acro	en
10024	PSP	while	en	en	en
10025	G_V	peeing	en	en	en
10026	G_V	standing	en	en	en
10027	PSP	at	en	en	en
10028	DT	the	en	en	en
10029	G_N	skydeck	en	en	en
10030	PSP	on	en	en	en
10031	G_J	6th	en	en	en
10032	G_N	floor	en	en	en
10033	PSP	of	en	en	univ
10034	G_N	H14	univ	en	univ
10035	G_X	,	univ	univ	en
10036	G_V	aiming	en	univ	en
10037	PSP	towards	en	en	en
10038	DT	some	en	en	ne
10039	G_J	poor	ne	en	hi
10040	G_J	chap	hi	ne	en
10041	G_V	sleeping	en	hi	en
10042	PSP	on	en	en	en
10043	DT	the	en	en	en
10044	G_J	4th	en	en	en
10045	G_N	floor	en	en	en
10046	G_N	Skydeck	en	en	en
10047	CC	during	en	en	en
10048	G_N	summer	en	en	en
10049	G_N	nights	en	en	univ
10050	G_X	.	univ	en	univ
10051	G_X	.	univ	univ	univ
10052	G_X	.	univ	univ	
10053	G_V	bhak	hi		hi
10054	G_PRT	saala	hi	hi	
10055	G_N	\	univ		univ
10056	G_X	double_quotes	univ	univ	en
10057	G_J	Best	en	univ	en
10058	G_N	Moment	en	en	en
10059	PSP	at	en	en	acro
10060	G_N	IITB\	acro	en	univ
10061	G_X	double_quotes	univ	acro	univ
10062	G_X	?	univ	univ	en
10063	G_V	Seriously	en	univ	univ
10064	G_X	?	univ	en	en
10065	PSP	As	en	univ	en
10066	G_V	was	en	en	en
10067	G_V	mentioned	en	en	en
10068	PSP	in	en	en	en
10069	DT	a	en	en	en
10070	G_J	few	en	en	en
10071	G_N	posts	en	en	univ
10072	G_X	-	univ	en	en
10073	G_N	quality	en	univ	en
10074	PSP	of	en	en	en
10075	G_N	confessions	en	en	en
10076	PSP	from	en	en	en
10077	G_N	newbies	en	en	en
10078	G_V	stands	en	en	en
10079	G_R	apart	en	en	en
10080	PSP	from	en	en	en
10081	DT	the	en	en	en
10082	G_N	rest	en	en	univ
10083	G_X	.	univ	en	en
10084	G_V	Stand	en	univ	en
10085	PSP	in	en	en	en
10086	DT	the	en	en	en
10087	G_N	center	en	en	univ
10088	#	#279	univ	en	univ
10089	G_X	,	univ	univ	en
10090	PSP	while	en	univ	en
10091	G_PRP	we	en	en	en
10092	DT	all	en	en	en
10093	G_N	aim	en	en	en
10094	PSP	at	en	en	en
10095	G_PRP	you	en	en	univ
10096	G_X	......	univ	en	
10097	#	#278	univ		univ
10098	G_X	:	univ	univ	ne
10099	G_N	Rajshekhar	ne	univ	en
10100	G_PRP	you	en	ne	hi
10101	PSP	are	hi	en	en
10102	DT	the	en	hi	en
10103	G_R	most	en	en	en
10104	G_J	genuine	en	en	en
10105	G_N	person	en	en	en
10106	G_PRP	I	en	en	en
10107	G_R	ever	en	en	en
10108	G_V	met	en	en	univ
10109	G_X	.	univ	en	en
10110	G_V	Wish	en	univ	en
10111	G_PRP	you	en	en	en
10112	G_V	were	en	en	hi
10113	G_N	mine	hi	en	univ
10114	G_X	.	univ	hi	univ
10115	E	:)	univ	univ	en
10116	DT	the	en	univ	en
10117	G_J	first	en	en	en
10118	G_N	time	en	en	en
10119	G_PRP	I	en	en	en
10120	G_V	saw	en	en	en
10121	G_PRP	you	en	en	en
10122	G_PRP	I	en	en	en
10123	G_V	fell	en	en	en
10124	PSP	in	en	en	en
10125	G_V	love	en	en	en
10126	PSP	with	en	en	en
10127	G_PRP	you	en	en	univ
10128	G_X	...	univ	en	en
10129	G_V	Didn't	en	univ	en
10130	G_V	want	en	en	en
10131	G_PRT	to	en	en	en
10132	G_V	accept	en	en	en
10133	G_PRP	it	en	en	en
10134	PSP	though	en	en	univ
10135	G_X	...	univ	en	en
10136	G_R	Then	en	univ	en
10137	G_R	luckily	en	en	en
10138	G_PRP	we	en	en	en
10139	G_V	became	en	en	en
10140	G_N	friends	en	en	en
10141	CC	but	en	en	en
10142	G_V	could	en	en	en
10143	G_R	never	en	en	en
10144	G_V	tell	en	en	en
10145	G_PRP	you	en	en	en
10146	G_PRP	what	en	en	en
10147	G_R	exactly	en	en	en
10148	G_PRP	I	en	en	en
10149	G_V	felt	en	en	en
10150	PSP	for	en	en	en
10151	G_PRP	you	en	en	univ
10152	G_X	.	univ	en	en
10153	G_V	Tried	en	univ	en
10154	G_SYM	several	en	en	ne
10155	G_N	times	ne	en	univ
10156	G_X	...	univ	ne	
10157	#	#277	univ		univ
10158	G_X	:	univ	univ	en
10159	G_N	I'm	en	univ	en
10160	DT	a	en	en	en
10161	G_N	campusite	en	en	en
10162	G_N	girl	en	en	en
10163	G_PRP	who	en	en	en
10164	G_V	grew	en	en	en
10165	G_PRT	up	en	en	en
10166	PSP	in	en	en	acro
10167	G_N	IITB	acro	en	univ
10168	G_X	,	univ	acro	univ
10169	$	10-12	univ	univ	en
10170	G_N	years	en	univ	en
10171	G_N	back	en	en	univ
10172	G_X	,	univ	en	acro
10173	G_N	IITB	acro	univ	en
10174	G_N	guys	en	acro	en
10175	G_R	really	en	en	en
10176	G_V	had	en	en	en
10177	G_N	style	en	en	en
10178	CC	and	en	en	en
10179	G_N	attitude	en	en	univ
10180	G_X	.	univ	en	en
10181	G_R	Sadly	en	univ	en
10182	G_PRP	I	en	en	en
10183	G_V	was	en	en	en
10184	PSP	in	en	en	en
10185	G_J	6th	en	en	en
10186	G_N	grade	en	en	en
10187	G_PRP	I	en	en	en
10188	G_V	used	en	en	en
10189	G_PRT	to	en	en	en
10190	G_V	see	en	en	en
10191	G_PRP	them	en	en	en
10192	PSP	while	en	en	en
10193	G_V	going	en	en	en
10194	G_PRT	to	en	en	en
10195	G_N	school	en	en	univ
10196	E	;)	univ	en	en
10197	CC	But	en	univ	en
10198	G_R	now	en	en	en
10199	PSP	over	en	en	en
10200	DT	the	en	en	en
10201	G_N	years	en	en	en
10202	G_PRP	I	en	en	en
10203	G_R	hardly	en	en	en
10204	G_V	see	en	en	en
10205	DT	any	en	en	en
10206	G_N	guy	en	en	en
10207	G_PRP	who	en	en	en
10208	G_V	is	en	en	en
10209	G_J	good	en	en	univ
10210	G_X	...	univ	en	en
10211	CC	or	en	univ	en
10212	G_R	even	en	en	en
10213	G_V	look	en	en	en
10214	G_R	halfway	en	en	en
10215	G_J	decent	en	en	univ
10216	G_X	.	univ	en	en
10217	G_N	Way	en	univ	en
10218	G_N	back	en	en	en
10219	G_R	then	en	en	en
10220	G_PRP	I	en	en	en
10221	G_V	tried	en	en	en
10222	G_V	talking	en	en	en
10223	G_PRT	to	en	en	en
10224	DT	some	en	en	univ
10225	G_X	,	univ	en	en
10226	G_PRP	they	en	univ	en
10227	G_V	used	en	en	en
10228	G_PRT	to	en	en	hi
10229	PSP	say	hi	en	en
10230	G_PRT	hello	en	hi	en
10231	G_N	baby	en	en	hi
10232	G_PRP	kis	hi	en	en
10233	G_N	school	en	hi	hi
10234	PSP	mein	hi	en	hi
10235	G_V	ho	hi	hi	univ
10236	G_X	,	univ	hi	en
10237	G_N	chocolate	en	univ	hi
10238	G_V	pasand	hi	en	hi
10239	G_V	hai	hi	hi	univ
10240	E	:(	univ	hi	univ
10241	E	:(	univ	univ	hi
10242	G_PRT	saala	hi	univ	hi
10243	G_N	naseeb	hi	hi	hi
10244	G_PRT	hi	hi	hi	univ
10245	G_N	g**du	univ	hi	en
10246	G_PRP	I	en	univ	en
10247	G_V	was	en	en	en
10248	PSP	in	en	en	en
10249	G_J	6th	en	en	en
10250	G_N	grade	en	en	univ
10251	E	:(	univ	en	
10252	G_PRT	Hey	univ		univ
10253	G_X	,	univ	univ	univ
10254	$	12	univ	univ	en
10255	G_N	years	en	univ	en
10256	G_R	ago	en	en	en
10257	G_PRP	I	en	en	en
10258	G_V	was	en	en	en
10259	PSP	on	en	en	en
10260	G_N	campus	en	en	univ
10261	G_X	,	univ	en	en
10262	G_V	was	en	univ	en
10263	DT	a	en	en	en
10264	G_J	super	en	en	en
10265	G_J	senior	en	en	en
10266	G_R	even	en	en	en
10267	G_N	back	en	en	en
10268	G_R	then	en	en	univ
10269	G_X	,	univ	en	en
10270	G_R	so	en	univ	en
10271	G_PRP	I	en	en	en
10272	G_V	knew	en	en	en
10273	DT	a	en	en	en
10274	DT	lot	en	en	en
10275	PSP	of	en	en	en
10276	G_X	campusites	en	en	univ
10277	G_X	...	univ	en	hi
10278	G_PRP	maybe	hi	univ	en
10279	G_PRP	we	en	hi	en
10280	G_R	even	en	en	en
10281	G_V	met	en	en	univ
10282	G_X	!	univ	en	univ
10283	G_X	~	univ	univ	ne
10284	G_N	Ed	ne	univ	
10285	G_PRP	Whoever	en		en
10286	G_V	posted	en	en	en
10287	G_PRP	this	en	en	univ
10288	G_X	,	univ	en	en
10289	G_V	have	en	univ	en
10290	G_PRP	you	en	en	en
10291	G_V	heard	en	en	en
10292	PSP	of	en	en	en
10293	DT	the	en	en	en
10294	G_V	saying	en	en	acro
10295	G_N	BHMB	acro	en	univ
10296	G_X	?	univ	acro	univ
10297	G_X	~	univ	univ	ne
10298	G_N	Jerry	ne	univ	
10299	G_PRT	To	hi		en
10300	G_PRP	whoever	en	hi	en
10301	G_V	posted	en	en	en
10302	G_PRP	this	en	en	univ
10303	G_X	,	univ	en	en
10304	G_PRP	we	en	univ	en
10305	G_V	got	en	en	en
10306	DT	your	en	en	en
10307	G_N	message	en	en	univ
10308	G_X	,	univ	en	acro
10309	G_N	PM	acro	univ	hi
10310	G_PRP	us	hi	acro	univ
10311	G_X	.	univ	hi	en
10312	G_R	Back	en	univ	en
10313	PSP	around	en	en	univ
10314	$	1999	univ	en	univ
10315	G_X	,	univ	univ	en
10316	G_PRP	we	en	univ	en
10317	G_V	have	en	en	en
10318	G_J	many	en	en	en
10319	G_N	swimmers	en	en	en
10320	PSP	in	en	en	en
10321	G_PRT	common	en	en	univ
10322	G_X	.	univ	en	univ
10323	G_X	~	univ	univ	ne
10324	G_N	Ed	ne	univ	
10325	#	#276	univ		univ
10326	G_X	:	univ	univ	en
10327	G_V	Can	en	univ	en
10328	G_N	someone	en	en	en
10329	G_V	tell	en	en	en
10330	G_PRP	me	en	en	en
10331	G_R	why	en	en	hi
10332	G_V	do	hi	en	ne
10333	G_N	Bongs	ne	hi	univ
10334	G_X	,	univ	ne	ne
10335	G_N	Tams	ne	univ	univ
10336	G_X	,	univ	ne	ne
10337	G_N	Mallus	ne	univ	univ
10338	G_X	,	univ	ne	ne
10339	G_N	Gultis	ne	univ	en
10340	CC	and	en	ne	ne
10341	G_N	Kannada	ne	en	hi
10342	G_N	junta	hi	ne	en
10343	G_V	stay	en	hi	en
10344	G_R	together	en	en	en
10345	PSP	in	en	en	en
10346	G_PRP	their	en	en	en
10347	G_J	tight-knit	en	en	en
10348	G_N	group	en	en	en
10349	G_R	rarely	en	en	en
10350	G_V	socialising	en	en	en
10351	PSP	with	en	en	en
10352	G_N	anyone	en	en	en
10353	CC	outside	en	en	en
10354	G_PRP	who	en	en	en
10355	G_V	don't	en	en	en
10356	G_V	share	en	en	en
10357	DT	the	en	en	en
10358	G_J	same	en	en	en
10359	G_N	state	en	en	univ
10360	G_X	?	univ	en	en
10361	G_PRP	I	en	univ	en
10362	G_V	see	en	en	ne
10363	G_N	Biharis	ne	en	univ
10364	G_X	,	univ	ne	hi
10365	G_N	Bhaiyas	hi	univ	univ
10366	G_X	,	univ	hi	ne
10367	G_N	Rajasthanis	ne	univ	univ
10368	G_X	,	univ	ne	ne
10369	G_N	Gujjus	ne	univ	univ
10370	G_X	,	univ	ne	ne
10371	G_N	Punjabis	ne	univ	en
10372	G_R	etc	en	ne	en
10373	G_V	mixing	en	en	en
10374	CC	and	en	en	en
10375	G_V	becoming	en	en	en
10376	G_N	friends	en	en	en
10377	G_R	easily	en	en	en
10378	PSP	with	en	en	en
10379	G_PRP	each	en	en	en
10380	G_J	other	en	en	en
10381	CC	but	en	en	en
10382	G_R	rarely	en	en	en
10383	DT	a	en	en	ne
10384	G_N	Bong	ne	en	en
10385	CC	outside	en	ne	en
10386	DT	a	en	en	ne
10387	G_J	Bongi	ne	en	en
10388	G_N	group	en	ne	univ
10389	G_X	.	univ	en	en
10390	G_R	Please	en	univ	en
10391	G_V	don't	en	en	hi
10392	PSP	say	hi	en	univ
10393	G_N	\	univ	hi	univ
10394	G_X	double_quotes	univ	univ	en
10395	G_PRT	yeah	en	univ	univ
10396	G_X	,	univ	en	en
10397	G_N	I'm	en	univ	en
10398	DT	a	en	en	ne
10399	G_N	Tam	ne	en	univ
10400	G_X	,	univ	ne	en
10401	G_PRP	I	en	univ	en
10402	G_V	have	en	en	en
10403	G_J	non-tam	en	en	en
10404	G_N	friends	en	en	univ
10405	G_X	.	univ	en	univ
10406	G_N	\	univ	univ	univ
10407	G_X	double_quotes	univ	univ	en
10408	G_N	Exceptions	en	univ	en
10409	G_V	exist	en	en	univ
10410	G_X	,	univ	en	en
10411	CC	but	en	univ	en
10412	G_PRP	they	en	en	hi
10413	PSP	are	hi	en	en
10414	G_R	really	en	hi	en
10415	G_N	exceptions	en	en	univ
10416	G_X	.	univ	en	en
10417	G_PRP	I	en	univ	en
10418	G_V	don't	en	en	en
10419	G_V	want	en	en	en
10420	G_N	counter-examples	en	en	univ
10421	G_X	,	univ	en	en
10422	G_PRP	I	en	univ	en
10423	G_V	want	en	en	en
10424	G_N	reason(s	en	en	univ
10425	G_X	)	univ	en	univ
10426	G_X	.	univ	univ	en
10427	G_PRP	I	en	univ	en
10428	G_V	am	en	en	en
10429	DT	a	en	en	ne
10430	G_N	Bong	ne	en	en
10431	PSP	by	en	ne	en
10432	DT	the	en	en	en
10433	G_N	way	en	en	univ
10434	G_X	(	univ	en	en
10435	CC	and	en	univ	en
10436	DT	an	en	en	en
10437	G_N	exception	en	en	univ
10438	G_X	)	univ	en	univ
10439	G_X	.	univ	univ	
10440	G_V	Language	en		en
10441	G_N	barriers	en	en	univ
10442	G_X	.	univ	en	en
10443	G_V	Any	en	univ	en
10444	G_V	species	en	en	en
10445	PSP	of	en	en	en
10446	DT	the	en	en	en
10447	PSP	above	en	en	en
10448	G_V	mentioned	en	en	en
10449	G_N	group	en	en	en
10450	G_PRP	who	en	en	en
10451	G_V	can	en	en	en
10452	G_V	speak	en	en	hi
10453	G_N	hindi	hi	en	en
10454	G_R	passably	en	hi	en
10455	G_J	well	en	en	en
10456	G_V	will	en	en	en
10457	G_V	have	en	en	en
10458	DT	a	en	en	en
10459	G_R	very	en	en	en
10460	G_J	diverse	en	en	en
10461	G_N	friend	en	en	en
10462	@	circle	en	en	univ
10463	@	@	univ	en	acro
10464	G_X	iitb	acro	univ	univ
10465	G_X	.	univ	acro	
10466	G_PRT	yea	en		univ
10467	G_X	..	univ	en	en
10468	G_PRP	i	en	univ	en
10469	G_V	can	en	en	en
10470	G_PRT	not	en	en	en
10471	G_V	disagree	en	en	en
10472	PSP	with	en	en	en
10473	DT	the	en	en	en
10474	G_N	confession	en	en	univ
10475	G_X	.....	univ	en	en
10476	CC	and	en	univ	hi
10477	G_PRT	yes	hi	en	univ
10478	G_X	...	univ	hi	en
10479	G_PRP	i	en	univ	en
10480	G_V	was	en	en	en
10481	PSP	among	en	en	en
10482	DT	the	en	en	en
10483	G_N	exceptions	en	en	univ
10484	G_X	..	univ	en	
10485	G_N	Birds	en		en
10486	PSP	of	en	en	en
10487	DT	a	en	en	en
10488	G_N	feather	en	en	en
10489	G_N	flock	en	en	en
10490	G_R	together	en	en	univ
10491	G_X	!	univ	en	
10492	#	#275	univ		univ
10493	G_X	:	univ	univ	en
10494	G_R	Reply	en	univ	en
10495	G_PRT	to	en	en	univ
10496	#	#258	univ	en	univ
10497	G_X	:	univ	univ	univ
10498	G_X	.	univ	univ	univ
10499	G_X	.	univ	univ	en
10500	G_PRP	I	en	univ	en
10501	G_V	am	en	en	en
10502	G_SYM	one	en	en	en
10503	PSP	of	en	en	en
10504	DT	the	en	en	en
10505	G_N	girls	en	en	en
10506	PSP	from	en	en	ne
10507	G_N	Sophia	ne	en	en
10508	PSP	in	en	ne	en
10509	G_PRP	this	en	en	en
10510	G_N	pic	en	en	univ
10511	G_X	,	univ	en	en
10512	G_R	very	en	univ	en
10513	G_R	pleasantly	en	en	en
10514	G_V	surprised	en	en	en
10515	G_PRT	to	en	en	en
10516	G_V	find	en	en	en
10517	G_PRP	it	en	en	en
10518	G_R	here	en	en	univ
10519	E	:)	univ	en	en
10520	G_PRP	we	en	univ	en
10521	G_V	had	en	en	en
10522	DT	a	en	en	en
10523	G_J	good	en	en	en
10524	G_N	time	en	en	univ
10525	G_X	,	univ	en	univ
10526	$	2	univ	univ	en
10527	PSP	of	en	univ	hi
10528	G_PRP	us	hi	en	en
10529	G_V	got	en	hi	en
10530	G_V	superdrunk	en	en	en
10531	CC	and	en	en	en
10532	G_PRP	we	en	en	en
10533	G_V	had	en	en	en
10534	DT	a	en	en	en
10535	G_J	good	en	en	en
10536	G_N	time	en	en	en
10537	PSP	at	en	en	en
10538	G_N	IIT	en	en	univ
10539	G_X	.	univ	en	en
10540	G_PRP	I	en	univ	en
10541	G_V	remember	en	en	en
10542	G_PRP	there	en	en	en
10543	G_V	was	en	en	en
10544	G_PRP	this	en	en	en
10545	G_N	bunch	en	en	en
10546	PSP	of	en	en	en
10547	G_N	stoners	en	en	en
10548	G_V	making	en	en	en
10549	G_N	joints	en	en	en
10550	CC	and	en	en	en
10551	G_V	lying	en	en	en
10552	G_J	flat	en	en	en
10553	PSP	on	en	en	en
10554	DT	the	en	en	en
10555	G_N	dance	en	en	en
10556	G_N	floor	en	en	univ
10557	G_X	.	univ	en	en
10558	DT	The	en	univ	en
10559	G_N	guy	en	en	en
10560	G_V	waving	en	en	univ
10561	G_X	,	univ	en	en
10562	G_N	anyone	en	univ	en
10563	G_V	has	en	en	en
10564	DT	any	en	en	en
10565	G_N	idea	en	en	en
10566	G_R	where	en	en	hi
10567	G_V	he	hi	en	en
10568	G_V	is	en	hi	en
10569	G_R	now	en	en	univ
10570	G_X	?	univ	en	
10571	G_PRT	Hell	en		hi
10572	CC	ya	hi	en	univ
10573	G_X	..	univ	hi	univ
10574	E	;)	univ	univ	
10575	G_V	He	hi		en
10576	G_V	lost	en	hi	en
10577	DT	the	en	en	en
10578	G_J	wrist	en	en	en
10579	G_V	watch	en	en	hi
10580	G_V	he	hi	en	en
10581	G_V	is	en	hi	en
10582	G_V	wearing	en	en	en
10583	PSP	in	en	en	en
10584	G_PRP	this	en	en	en
10585	G_N	pic	en	en	univ
10586	G_X	!....	univ	en	univ
10587	E	:D	univ	univ	
10588	#	#274	univ		univ
10589	G_X	:	univ	univ	en
10590	G_N	I'm	en	univ	en
10591	PSP	from	en	en	acro
10592	G_N	IITB	acro	en	en
10593	CC	and	en	acro	en
10594	PSP	in	en	en	en
10595	DT	the	en	en	en
10596	G_N	closet	en	en	en
10597	PSP	because	en	en	en
10598	G_N	nobody	en	en	en
10599	PSP	in	en	en	ne
10600	G_N	India	ne	en	en
10601	G_V	can	en	ne	en
10602	G_R	really	en	en	en
10603	G_V	understand	en	en	en
10604	G_PRP	what	en	en	en
10605	G_PRP	we	en	en	en
10606	G_V	go	en	en	en
10607	PSP	through	en	en	en
10608	PSP	in	en	en	en
10609	G_N	society	en	en	en
10610	PSP	if	en	en	en
10611	G_PRP	we	en	en	en
10612	G_V	come	en	en	en
10613	G_PRT	out	en	en	univ
10614	G_X	.	univ	en	en
10615	DT	The	en	univ	en
10616	G_J	plus	en	en	en
10617	G_N	point	en	en	en
10618	G_V	is	en	en	en
10619	G_PRP	there	en	en	hi
10620	PSP	are	hi	en	en
10621	G_R	so	en	hi	en
10622	G_J	many	en	en	en
10623	G_N	guys	en	en	en
10624	G_PRT	to	en	en	en
10625	G_V	fantasize	en	en	en
10626	PSP	about	en	en	univ
10627	G_X	,	univ	en	en
10628	G_PRP	I	en	univ	en
10629	G_R	really	en	en	en
10630	G_R	like	en	en	en
10631	DT	the	en	en	en
10632	G_J	unkempt	en	en	en
10633	G_J	unshaven	en	en	en
10634	G_N	look	en	en	en
10635	CC	but	en	en	en
10636	G_PRP	I	en	en	en
10637	G_V	wish	en	en	en
10638	DT	some	en	en	en
10639	PSP	of	en	en	en
10640	DT	the	en	en	en
10641	G_N	guys	en	en	en
10642	G_V	would	en	en	en
10643	G_V	take	en	en	en
10644	DT	a	en	en	en
10645	G_N	bath	en	en	en
10646	CC	and	en	en	en
10647	G_V	keep	en	en	en
10648	G_PRP	themselves	en	en	en
10649	G_J	clean	en	en	univ
10650	G_X	.	univ	en	en
10651	G_PRP	I	en	univ	en
10652	G_R	casually	en	en	en
10653	G_V	put	en	en	en
10654	DT	my	en	en	en
10655	G_N	arm	en	en	en
10656	PSP	around	en	en	en
10657	DT	my	en	en	en
10658	G_N	friends	en	en	en
10659	CC	and	en	en	en
10660	G_PRP	they	en	en	en
10661	G_V	don't	en	en	en
10662	G_R	even	en	en	en
10663	G_V	suspect	en	en	en
10664	DT	a	en	en	en
10665	G_N	thing	en	en	univ
10666	G_X	.	univ	en	
10667	G_PRT	Yikes	univ		en
10668	G_J	sexual	en	univ	en
10669	G_N	harassment	en	en	en
10670	G_R	right	en	en	en
10671	G_PRP	there	en	en	univ
10672	G_X	.	univ	en	univ
10673	E	:))	univ	univ	
10674	#	#273	univ		univ
10675	G_X	:	univ	univ	en
10676	G_PRP	I	en	univ	en
10677	G_V	am	en	en	en
10678	DT	a	en	en	ne
10679	G_PRP	sophie	ne	en	en
10680	PSP	from	en	ne	ne
10681	G_N	Delhi	ne	en	univ
10682	G_X	.	univ	ne	en
10683	DT	My	en	univ	en
10684	G_N	dad	en	en	en
10685	G_V	gives	en	en	en
10686	G_PRP	me	en	en	en
10687	G_R	enough	en	en	en
10688	G_N	pocket-money	en	en	en
10689	G_R	so	en	en	en
10690	G_PRP	I	en	en	en
10691	G_V	waste	en	en	en
10692	G_PRP	it	en	en	en
10693	DT	all	en	en	en
10694	PSP	around	en	en	en
10695	CC	and	en	en	en
10696	G_V	discover	en	en	univ
10697	G_R	whatever	univ	en	en
10698	G_R	possibly	en	univ	en
10699	G_PRP	I	en	en	en
10700	G_V	can	en	en	en
10701	PSP	with	en	en	en
10702	G_PRP	that	en	en	univ
10703	G_X	.	univ	en	en
10704	G_PRP	I	en	univ	en
10705	G_R	recently	en	en	en
10706	G_V	tried	en	en	en
10707	DT	a	en	en	en
10708	G_J	good	en	en	en
10709	G_N	quality	en	en	en
10710	G_N	escort	en	en	en
10711	G_V	service	en	en	en
10712	G_R	twice	en	en	en
10713	CC	and	en	en	en
10714	G_V	had	en	en	en
10715	DT	a	en	en	en
10716	G_J	good	en	en	en
10717	G_N	time	en	en	univ
10718	G_X	.	univ	en	en
10719	G_N	It's	en	univ	en
10720	G_R	so	en	en	en
10721	G_J	much	en	en	en
10722	G_J	better	en	en	en
10723	PSP	than	en	en	en
10724	G_V	wasting	en	en	en
10725	G_N	time	en	en	en
10726	G_V	taking	en	en	en
10727	G_N	girls	en	en	en
10728	G_PRT	out	en	en	en
10729	PSP	for	en	en	en
10730	G_J	expensive	en	en	en
10731	G_N	dinners	en	en	en
10732	CC	and	en	en	en
10733	G_R	then	en	en	en
10734	G_V	going	en	en	en
10735	PSP	for	en	en	en
10736	G_J	romantic	en	en	en
10737	G_N	walks	en	en	en
10738	CC	and	en	en	en
10739	G_R	then	en	en	en
10740	G_V	waiting	en	en	en
10741	PSP	for	en	en	en
10742	DT	the	en	en	en
10743	G_R	right	en	en	en
10744	G_N	moment	en	en	en
10745	G_PRT	to	en	en	en
10746	G_V	make	en	en	en
10747	DT	a	en	en	en
10748	G_V	move	en	en	en
10749	DT	which	en	en	en
10750	G_PRP	you	en	en	en
10751	G_V	don't	en	en	en
10752	G_V	know	en	en	en
10753	G_V	will	en	en	en
10754	G_V	be	en	en	en
10755	G_V	reciprocated	en	en	en
10756	CC	or	en	en	en
10757	G_PRT	not	en	en	univ
10758	G_X	.	univ	en	en
10759	CC	And	en	univ	en
10760	G_R	even	en	en	en
10761	G_R	then	en	en	en
10762	G_N	it's	en	en	en
10763	G_J	frustrating	en	en	en
10764	G_R	when	en	en	en
10765	G_PRP	they	en	en	en
10766	G_V	cockblock	en	en	en
10767	G_PRP	you	en	en	en
10768	PSP	from	en	en	en
10769	G_V	getting	en	en	en
10770	CC	past	en	en	en
10771	G_SYM	1st	en	en	en
10772	CC	or	en	en	univ
10773	G_SYM	2nd	univ	en	en
10774	G_N	base	en	univ	univ
10775	G_X	.	univ	en	en
10776	PSP	In	en	univ	en
10777	DT	the	en	en	en
10778	G_V	end	en	en	en
10779	G_PRP	you	en	en	en
10780	G_V	waste	en	en	en
10781	G_J	many	en	en	en
10782	G_N	days	en	en	en
10783	PSP	of	en	en	en
10784	DT	your	en	en	en
10785	G_N	time	en	en	en
10786	CC	and	en	en	en
10787	G_J	many	en	en	en
10788	G_N	thousands	en	en	en
10789	PSP	if	en	en	en
10790	G_X	Rs	en	en	en
10791	PSP	of	en	en	en
10792	DT	your	en	en	en
10793	G_J	dad's	en	en	en
10794	G_J	hard-earned	en	en	en
10795	G_N	money	en	en	en
10796	G_V	chasing	en	en	en
10797	G_N	pussy	en	en	en
10798	CC	and	en	en	en
10799	G_R	never	en	en	en
10800	G_V	getting	en	en	en
10801	DT	any	en	en	univ
10802	G_X	...	univ	en	en
10803	PSP	So	en	univ	en
10804	G_V	take	en	en	en
10805	DT	my	en	en	en
10806	G_N	advice	en	en	univ
10807	G_X	,	univ	en	en
10808	G_V	visit	en	univ	en
10809	DT	a	en	en	en
10810	G_J	good	en	en	en
10811	G_N	escort	en	en	en
10812	CC	and	en	en	en
10813	G_V	have	en	en	en
10814	DT	a	en	en	en
10815	G_J	good	en	en	en
10816	G_N	time	en	en	univ
10817	G_X	,	univ	en	en
10818	G_PRP	you	en	univ	en
10819	G_V	know	en	en	en
10820	G_PRP	what	en	en	en
10821	G_N	you're	en	en	en
10822	G_V	getting	en	en	en
10823	CC	and	en	en	en
10824	G_PRP	you	en	en	en
10825	G_V	don't	en	en	en
10826	G_V	have	en	en	en
10827	G_PRT	to	en	en	en
10828	G_V	waste	en	en	en
10829	G_N	time	en	en	en
10830	CC	and	en	en	en
10831	G_N	money	en	en	en
10832	PSP	in	en	en	en
10833	G_J	expensive	en	en	en
10834	G_N	dinners	en	en	en
10835	CC	or	en	en	en
10836	G_N	flowers	en	en	univ
10837	G_X	...	univ	en	en
10838	DT	The	en	univ	en
10839	G_N	action	en	en	univ
10840	G_X	(	univ	en	en
10841	G_R	really	en	univ	en
10842	G_J	good	en	en	en
10843	G_N	quality	en	en	en
10844	G_N	action	en	en	univ
10845	G_X	)	univ	en	en
10846	G_V	is	en	univ	en
10847	G_V	guaranteed	en	en	univ
10848	G_X	.	univ	en	en
10849	DT	The	en	univ	en
10850	G_N	moral	en	en	en
10851	PSP	of	en	en	en
10852	DT	the	en	en	en
