id	tag	word	label	prev_tag
10807	G_X	,	univ	G_N
10808	G_V	visit	en	G_X
10809	DT	a	en	G_V
10810	G_J	good	en	DT
10811	G_N	escort	en	G_J
10812	CC	and	en	G_N
10813	G_V	have	en	CC
10814	DT	a	en	G_V
10815	G_J	good	en	DT
10816	G_N	time	en	G_J
10817	G_X	,	univ	G_N
10818	G_PRP	you	en	G_X
10819	G_V	know	en	G_PRP
10820	G_PRP	what	en	G_V
10821	G_N	you're	en	G_PRP
10822	G_V	getting	en	G_N
10823	CC	and	en	G_V
10824	G_PRP	you	en	CC
10825	G_V	don't	en	G_PRP
10826	G_V	have	en	G_V
10827	G_PRT	to	en	G_V
10828	G_V	waste	en	G_PRT
10829	G_N	time	en	G_V
10830	CC	and	en	G_N
10831	G_N	money	en	CC
10832	PSP	in	en	G_N
10833	G_J	expensive	en	PSP
10834	G_N	dinners	en	G_J
10835	CC	or	en	G_N
10836	G_N	flowers	en	CC
10837	G_X	...	univ	G_N
10838	DT	The	en	G_X
10839	G_N	action	en	DT
10840	G_X	(	univ	G_N
10841	G_R	really	en	G_X
10842	G_J	good	en	G_R
10843	G_N	quality	en	G_J
10844	G_N	action	en	G_N
10845	G_X	)	univ	G_N
10846	G_V	is	en	G_X
10847	G_V	guaranteed	en	G_V
10848	G_X	.	univ	G_V
10849	DT	The	en	G_X
10850	G_N	moral	en	DT
10851	PSP	of	en	G_N
10852	DT	the	en	PSP
10853	G_N	story	en	DT
10854	G_V	is	en	G_N
10855	G_PRP	this	en	G_V
10856	G_X	:	univ	G_PRP
10857	DT	THE	en	G_X
10858	G_N	DIFFERENCE	en	DT
10859	PSP	BETWEEN	en	G_N
10860	G_N	SEX	en	PSP
10861	PSP	FOR	en	G_N
10862	G_N	MONEY	en	PSP
10863	CC	AND	en	G_N
10864	G_N	SEX	en	CC
10865	PSP	FOR	en	G_N
10866	G_J	FREE	en	PSP
10867	G_V	IS	en	G_J
10868	DT	THAT	en	G_V
10869	G_N	SEX	en	DT
10870	PSP	FOR	en	G_N
10871	G_N	MONEY	en	PSP
10872	G_V	IS	en	G_N
10873	G_R	ALWAYS	en	G_V
10874	G_J	CHEAPER	en	G_R
10875	G_X	.	univ	G_J
10876	G_N	Rishi	ne	
10877	G_N	Sharma	ne	G_N
10878	G_PRP	AAP	hi	G_N
10879	PSP	TO	hi	G_PRP
10880	G_N	DUDE	en	PSP
10881	G_V	NIKLE	hi	G_N
10882	E	:P	univ	G_V
10883	E	:D	univ	E
10884	G_PRP	Thats	en	
10885	DT	my	en	G_PRP
10886	G_N	boy	en	DT
10887	G_X	..	univ	G_N
10888	#	#272	univ	
10889	G_X	:	univ	#
10890	$	2010	univ	G_X
10891	G_N	batch	en	$
10892	G_X	.	univ	G_N
10893	G_N	H4	univ	G_X
10894	G_X	.	univ	G_N
10895	G_SYM	One	en	G_X
10896	PSP	of	en	G_SYM
10897	DT	my	en	PSP
10898	G_N	wingies	en	DT
10899	G_V	had	en	G_N
10900	DT	a	en	G_V
10901	G_J	hot	en	DT
10902	G_N	girlfriend	en	G_J
10903	PSP	from	en	G_N
10904	G_N	IDC	acro	PSP
10905	G_X	.	univ	G_N
10906	G_PRP	I	en	G_X
10907	G_V	was	en	G_PRP
10908	G_R	very	en	G_V
10909	G_J	jealous	en	G_R
10910	CC	and	en	G_J
10911	G_V	used	en	CC
10912	G_PRT	to	en	G_V
10913	G_V	envy	en	G_PRT
10914	G_PRP	this	en	G_V
10915	G_N	guy	en	G_PRP
10916	DT	a	en	G_N
10917	DT	lot	en	DT
10918	G_X	.	univ	DT
10919	G_PRP	They	en	G_X
10920	G_V	broke	en	G_PRP
10921	G_PRT	up	en	G_V
10922	G_R	sometime	en	G_PRT
10923	G_R	later	en	G_R
10924	G_X	.	univ	G_R
10925	CC	And	en	G_X
10926	G_PRP	I	en	CC
10927	G_V	was	en	G_PRP
10928	DT	the	en	G_V
10929	G_SYM	one	en	DT
10930	G_PRP	who	en	G_SYM
10931	G_V	created	en	G_PRP
10932	G_N	rift	en	G_V
10933	G_J	between	en	G_N
10934	G_PRP	them	en	G_J
10935	G_X	.	univ	G_PRP
10936	G_J	Tough	en	G_X
10937	G_N	luck	en	G_J
10938	PSP	if	en	G_N
10939	DT	your	en	PSP
10940	G_V	love	en	DT
10941	G_V	didn't	en	G_V
10942	G_J	last	en	G_V
10943	G_X	,	univ	G_J
10944	G_PRP	we	en	G_X
10945	G_V	enjoyed	en	G_PRP
10946	G_V	listening	en	G_V
10947	PSP	through	en	G_V
10948	DT	the	en	PSP
10949	G_N	door	en	DT
10950	G_SYM	every	en	G_N
10951	G_N	Sunday	en	G_SYM
10952	G_N	afternoon	en	G_N
10953	G_X	...	univ	G_N
10954	CC	Kyunki	hi	
10955	G_R	har	hi	CC
10956	G_SYM	ek	hi	G_R
10957	G_N	friend	en	G_SYM
10958	G_J	kameena	hi	G_N
10959	G_V	hota	hi	G_J
10960	G_V	hai	hi	G_V
10961	G_X	!	univ	G_V
10962	CC	but	en	
10963	G_R	how	en	CC
10964	G_X	?	univ	G_R
10965	G_PRT	Damnn	en	
10966	G_X	...	univ	G_PRT
10967	G_J	frustroo	en	G_X
10968	G_N	junta	hi	G_J
10969	#	#271	univ	
10970	G_X	:	univ	#
10971	G_PRP	I	en	G_X
10972	G_V	passed	en	G_PRP
10973	G_PRT	out	en	G_V
10974	DT	a	en	G_PRT
10975	G_J	few	en	DT
10976	G_N	years	en	G_J
10977	G_R	ago	en	G_N
10978	CC	and	en	G_R
10979	G_PRP	these	en	CC
10980	G_N	days	en	G_PRP
10981	PSP	at	en	G_N
10982	G_N	work	en	PSP
10983	G_PRP	I	en	G_N
10984	G_R	still	en	G_PRP
10985	G_V	spend	en	G_R
10986	DT	all	en	G_V
10987	DT	my	en	DT
10988	G_N	time	en	DT
10989	G_V	stalking	en	G_N
10990	G_N	IITB	acro	G_V
10991	G_N	girls	en	G_N
10992	G_N	pics	en	G_N
10993	CC	and	en	G_N
10994	G_V	fantasizing	en	CC
10995	PSP	about	en	G_V
10996	G_PRP	them	en	PSP
10997	G_X	,	univ	G_PRP
10998	G_PRP	I	en	G_X
10999	G_V	used	en	G_PRP
11000	G_PRT	to	en	G_V
11001	G_V	do	hi	G_PRT
11002	DT	the	en	G_V
11003	G_J	same	en	DT
11004	G_N	thing	en	G_J
11005	PSP	in	en	G_N
11006	G_N	IITB	acro	PSP
11007	PSP	as	en	G_N
11008	G_J	well	en	PSP
11009	G_X	.	univ	G_J
11010	G_PRT	Ahhhhh	univ	
11011	G_X	....	univ	G_PRT
11012	G_PRT	ahhhh	univ	G_X
11013	G_R	too	en	G_PRT
11014	G_X	....!!!	univ	G_R
11015	CC	and	en	
11016	G_PRT	fap	univ	CC
11017	G_PRT	fap	univ	G_PRT
11018	G_PRT	fap	univ	G_PRT
11019	G_R	also	en	G_PRT
11020	#	#270	univ	
11021	G_X	:	univ	#
11022	G_PRP	I	en	G_X
11023	G_N	need	en	G_PRP
11024	DT	some	en	G_N
11025	G_N	IITian	ne	DT
11026	G_N	frnds	en	G_N
11027	G_X	,	univ	G_N
11028	G_PRP	I	en	G_X
11029	G_V	don't	en	G_PRP
11030	G_N	mind	en	G_V
11031	G_N	boys	en	G_N
11032	CC	or	en	G_N
11033	G_N	girls	en	CC
11034	G_X	.	univ	G_N
11035	PSP	If	en	G_X
11036	G_J	interested	en	PSP
11037	G_J	add	hi	G_J
11038	G_PRP	me	en	G_J
11039	PSP	at	en	G_PRP
11040	G_PRP	this	en	PSP
11041	G_N	email	en	G_PRP
11042	G_N	ID	acro	G_N
11043	G_X	:	univ	G_N
11044	U	kaaqib@yahoo.in	univ	G_X
11045	G_V	Sorry	en	
11046	G_PRP	we	en	G_V
11047	PSP	are	hi	G_PRP
11048	G_PRT	not	en	PSP
11049	PSP	for	en	G_PRT
11050	G_PRT	sale	hi	PSP
11051	E	:D	univ	G_PRT
11052	G_V	he	hi	
11053	G_J	just	en	G_V
11054	G_V	wants	en	G_J
11055	DT	a	en	G_V
11056	G_N	frand	en	DT
11057	E	:P	univ	G_N
11058	#	#269	univ	
11059	G_X	:	univ	#
11060	G_PRP	I	en	G_X
11061	G_V	am	en	G_PRP
11062	DT	a	en	G_V
11063	G_N	girl	en	DT
11064	PSP	from	en	G_N
11065	G_N	Vasai	ne	PSP
11066	G_X	,	univ	G_N
11067	G_N	Mumbai	ne	G_X
11068	G_X	.	univ	G_N
11069	G_PRP	I	en	G_X
11070	G_V	have	en	G_PRP
11071	G_V	been	en	G_V
11072	G_V	searching	en	G_V
11073	PSP	for	en	G_V
11074	DT	a	en	PSP
11075	G_N	guy	en	DT
11076	G_V	named	en	G_N
11077	G_N	Ranjan	ne	G_V
11078	PSP	since	en	G_N
11079	DT	the	en	PSP
11080	CC	past	en	DT
11081	$	2	univ	CC
11082	G_N	years	en	$
11083	G_X	.	univ	G_N
11084	G_PRP	I	en	G_X
11085	G_V	don't	en	G_PRP
11086	G_V	know	en	G_V
11087	G_N	anything	en	G_V
11088	PSP	about	en	G_N
11089	G_PRP	him	en	PSP
11090	PSP	though	en	G_PRP
11091	G_PRP	we	en	PSP
11092	G_V	met	en	G_PRP
11093	G_J	just	en	G_V
11094	G_R	once	en	G_J
11095	G_X	.	univ	G_R
11096	G_V	He	hi	G_X
11097	G_V	is	en	G_V
11098	DT	a	en	G_V
11099	G_N	Bong	ne	DT
11100	CC	and	en	G_N
11101	G_V	he	hi	CC
11102	G_V	visited	en	G_V
11103	G_N	Vasai	ne	G_V
11104	PSP	in	en	G_N
11105	$	2011	univ	PSP
11106	G_X	.	univ	$
11107	PSP	If	en	G_X
11108	G_N	anyone	en	PSP
11109	G_V	knows	en	G_N
11110	G_PRP	him	en	G_V
11111	G_R	then	en	G_PRP
11112	G_R	please	en	G_R
11113	G_N	tag	en	G_R
11114	G_PRP	him	en	G_N
11115	G_X	!	univ	G_PRP
11116	G_V	He	hi	G_X
11117	PSP	may	hi	G_V
11118	G_V	be	en	PSP
11119	PSP	in	en	G_V
11120	DT	the	en	PSP
11121	G_J	last	en	DT
11122	G_N	year	en	G_J
11123	G_R	now	en	G_N
11124	G_X	,	univ	G_R
11125	G_N	I'm	en	G_X
11126	G_PRT	not	en	G_N
11127	G_J	sure	en	G_PRT
11128	CC	but	en	G_J
11129	G_PRP	I	en	CC
11130	G_R	really	en	G_PRP
11131	G_V	want	en	G_R
11132	G_PRT	to	en	G_V
11133	G_V	find	en	G_PRT
11134	G_PRP	him	en	G_V
11135	G_X	!	univ	G_PRP
11136	G_PRP	I	en	
11137	G_V	was	en	G_PRP
11138	G_N	Rajan	ne	G_V
11139	CC	but	en	G_N
11140	G_PRP	I	en	CC
11141	G_V	had	en	G_PRP
11142	G_PRT	to	en	G_V
11143	G_N	change	en	G_PRT
11144	DT	my	en	G_N
11145	G_N	identity	en	DT
11146	PSP	because	en	G_N
11147	G_PRP	I	en	PSP
11148	G_V	joined	en	G_PRP
11149	G_N	RAW	acro	G_V
11150	G_X	.	univ	G_N
11151	DT	My	en	G_X
11152	G_N	mission	en	DT
11153	G_V	is	en	G_N
11154	PSP	over	en	G_V
11155	G_R	so	en	PSP
11156	G_PRP	I	en	G_R
11157	G_V	am	en	G_PRP
11158	G_N	back	en	G_V
11159	G_PRT	to	en	G_N
11160	G_N	Rajan	ne	G_PRT
11161	E	;)	univ	G_N
11162	G_N	Ranjan	ne	
11163	G_N	Sahu	ne	G_N
11164	G_X	...	univ	G_N
11165	G_N	Awinash	ne	G_X
11166	G_N	Pandey	ne	G_N
11167	G_X	...	univ	G_N
11168	G_N	Nitin	ne	G_X
11169	G_N	Bansal	ne	G_N
11170	G_X	...	univ	G_N
11171	G_N	Rohit	ne	G_X
11172	G_N	Mangal	ne	G_N
11173	G_X	...	univ	G_N
11174	G_N	Saurabh	ne	G_X
11175	G_N	Sinha	ne	G_N
11176	G_X	...	univ	G_N
11177	G_PRP	yeh	hi	G_X
11178	G_PRP	kya	hi	G_PRP
11179	G_V	chal	hi	G_PRP
11180	G_V	raha	hi	G_V
11181	G_V	hai	hi	G_V
11182	G_X	...	univ	G_V
11183	CC	Aur	hi	
11184	G_N	bhai	hi	CC
11185	G_PRP	woh	hi	G_N
11186	G_R	already	en	G_PRP
11187	G_V	bik	hi	G_R
11188	G_N	chuka	hi	G_V
11189	G_V	hai	hi	G_N
11190	G_X	..	univ	G_V
11191	G_N	uske	hi	G_X
11192	G_N	ghar	hi	G_N
11193	PSP	pe	hi	G_N
11194	G_J	golden	en	PSP
11195	G_N	biscuits	en	G_J
11196	PSP	k	hi	G_N
11197	G_N	khajane	hi	PSP
11198	G_V	hain	hi	G_N
11199	G_X	..	univ	G_V
11200	CC	aur	hi	G_X
11201	G_N	bihari	hi	CC
11202	PSP	ko	hi	G_N
11203	G_N	uski	hi	PSP
11204	G_V	rakhwali	hi	G_N
11205	G_V	karne	hi	G_V
11206	PSP	k	hi	G_V
11207	PSP	liye	hi	PSP
11208	G_V	rakh	hi	PSP
11209	G_V	raha	hi	G_V
11210	G_V	hai	hi	G_V
11211	CC	plus	en	G_V
11212	G_N	beti	hi	CC
11213	G_N	bhi	hi	G_N
11214	G_V	de	hi	G_N
11215	G_V	rha	hi	G_V
11216	G_V	hai	hi	G_V
11217	G_PRP	apni	hi	G_V
11218	G_N	Ranjan	ne	
11219	G_N	Sarkar	ne	G_N
11220	G_PRP	u	en	G_N
11221	G_X	???	univ	G_PRP
11222	E	:o	univ	G_X
11223	G_N	Neend	hi	
11224	G_N	chura	hi	G_N
11225	PSP	ke	hi	G_N
11226	G_N	raaton	hi	PSP
11227	PSP	mein	hi	G_N
11228	G_X	,	univ	PSP
11229	G_PRP	tumne	hi	G_X
11230	G_N	baton	hi	G_PRP
11231	G_N	baaton	hi	G_N
11232	PSP	mein	hi	G_N
11233	G_X	,	univ	PSP
11234	G_V	dekho	hi	G_X
11235	G_V	baat	hi	G_V
11236	G_V	badal	hi	G_V
11237	G_V	di	hi	G_V
11238	G_V	hai	hi	G_V
11239	U	http://www.youtube.com/watch?v=mk1Eemh2jfM	univ	G_V
11240	G_PRT	To	hi	
11241	G_N	strangers	en	G_PRT
11242	G_X	:	univ	G_N
11243	G_V	Do	hi	G_X
11244	G_PRP	you	en	G_V
11245	G_V	know	en	G_PRP
11246	G_PRP	him	en	G_V
11247	G_X	?	univ	G_PRP
11248	G_V	Do	hi	G_X
11249	G_PRP	you	en	G_V
11250	G_V	know	en	G_PRP
11251	G_PRP	him	en	G_V
11252	G_X	?	univ	G_PRP
11253	G_R	Not	en	G_X
11254	G_PRP	you	en	G_R
11255	G_X	,	univ	G_PRP
11256	G_PRP	him	en	G_X
11257	E	:P	univ	G_PRP
11258	G_N	Sahu	ne	
11259	PSP	ki	hi	G_N
11260	G_PRT	to	en	PSP
11261	G_V	nikal	hi	G_PRT
11262	G_V	padi	hi	G_V
11263	G_X	....	univ	G_V
11264	G_J	faaltu	hi	G_X
11265	PSP	mein	hi	G_J
11266	G_V	rota	hi	PSP
11267	G_V	rehta	hi	G_V
11268	G_V	tha	hi	G_V
11269	G_X	....	univ	G_V
11270	G_N	Ranjan	ne	G_X
11271	G_N	Sahu	ne	G_N
11272	G_V	prakash	hi	G_N
11273	G_R	daalo	hi	G_V
11274	G_V	is	en	G_R
11275	G_N	mamle	hi	G_V
11276	PSP	per	hi	G_N
11277	G_X	...	univ	PSP
11278	G_N	Ranjan	ne	
11279	G_N	Sahu	ne	G_N
11280	E	:P	univ	G_N
11281	E	:P	univ	E
11282	E	:P	univ	E
11283	G_PRT	not	en	
11284	G_J	sure	en	G_PRT
11285	G_X	...	univ	G_J
11286	CC	but	en	G_X
11287	G_N	uski	hi	CC
11288	G_N	shadi	hi	G_N
11289	G_N	fix	en	G_N
11290	G_V	ho	hi	G_N
11291	G_V	gayi	hi	G_V
11292	G_V	hai	hi	G_V
11293	G_X	...	univ	G_V
11294	CC	aur	hi	G_X
11295	G_N	bandi	hi	CC
11296	G_N	nitish	ne	G_N
11297	G_N	kumar	ne	G_N
11298	PSP	ki	hi	G_N
11299	G_J	relative	en	PSP
11300	G_V	hai	hi	G_J
11301	G_X	......	univ	G_V
11302	G_N	Hitendra	ne	G_X
11303	G_N	Katiyar	ne	G_N
11304	G_N	Anant	ne	G_N
11305	G_N	Tiwari	ne	G_N
11306	G_J	delta	en	
11307	G_N	sa	acro	G_J
11308	G_N	abe	hi	
11309	G_N	pyaar	hi	G_N
11310	G_N	andha	hi	G_N
11311	G_V	hota	hi	G_N
11312	G_V	hai	hi	G_V
11313	G_X	..	univ	G_V
11314	CC	aur	hi	G_X
11315	G_R	waise	hi	CC
11316	G_N	bhi	hi	G_R
11317	G_N	bihari	ne	G_N
11318	G_N	bihari	ne	G_N
11319	G_J	kam	hi	G_N
11320	G_N	nepali	ne	G_J
11321	G_X	,	univ	G_N
11322	G_N	bengali	ne	G_X
11323	G_X	,	univ	G_N
11324	G_N	chinki	ne	G_X
11325	G_SYM	jyada	hi	G_N
11326	G_R	lagta	hi	G_SYM
11327	G_V	hai	hi	G_R
11328	G_X	..	univ	G_V
11329	E	:P	univ	G_X
11330	G_N	Hitendra	ne	
11331	G_N	Katiyar	ne	G_N
11332	G_N	Saharsha	ne	G_N
11333	G_N	Keshkar	ne	G_N
11334	G_N	Sanket	ne	G_N
11335	G_N	Rathi	ne	G_N
11336	G_N	Akhil	ne	G_N
11337	G_N	Sharma	ne	G_N
11338	G_N	Manish	ne	G_N
11339	G_N	Chalana	ne	G_N
11340	G_X	...	univ	G_N
11341	G_N	Bihari	ne	G_X
11342	G_N	Bengali	ne	G_N
11343	PSP	h	hi	G_N
11344	G_PRP	kya	hi	PSP
11345	G_X	?	univ	G_PRP
11346	G_N	Rohit	ne	
11347	G_N	Ranjan	ne	G_N
11348	G_PRT	lol	univ	
11349	G_X	#268	univ	
11350	G_X	:	univ	G_X
11351	DT	A	en	G_X
11352	G_N	chick	en	DT
11353	G_V	complimented	en	G_N
11354	G_PRP	me	en	G_V
11355	G_V	saying	en	G_PRP
11356	G_PRP	I	en	G_V
11357	G_V	look	en	G_PRP
11358	G_R	like	en	G_V
11359	DT	a	en	G_R
11360	G_N	pornstar	en	DT
11361	G_X	.	univ	G_N
11362	G_V	Does	en	G_X
11363	G_PRP	that	en	G_V
11364	G_V	mean	en	G_PRP
11365	G_PRP	she	en	G_V
11366	G_V	watches	en	G_PRP
11367	DT	a	en	G_V
11368	DT	lot	en	DT
11369	PSP	of	en	DT
11370	G_N	porn	en	PSP
11371	CC	or	en	G_N
11372	G_PRP	that	en	CC
11373	G_PRP	I	en	G_PRP
11374	G_V	have	en	G_PRP
11375	DT	a	en	G_V
11376	G_J	big	en	DT
11377	G_X	you-know-what	en	G_J
11378	G_X	?	univ	G_X
11379	G_N	Emp	ne	
11380	G_N	Ally	ne	G_N
11381	E	_/\\_	univ	G_N
11382	G_PRT	Damn	en	
11383	G_X	!!!	univ	G_PRT
11384	G_N	Haters	en	G_X
11385	G_V	will	en	G_N
11386	G_V	hate	en	G_V
11387	#	#267	univ	
11388	G_X	:	univ	#
11389	G_PRP	This	en	G_X
11390	G_SYM	one	en	G_PRP
11391	G_V	is	en	G_SYM
11392	PSP	for	en	G_V
11393	DT	a	en	PSP
11394	G_J	civil	en	DT
11395	G_N	grad	en	G_J
11396	G_PRP	who	en	G_N
11397	G_V	passed	en	G_PRP
11398	G_PRT	out	en	G_V
11399	G_R	recently	en	G_PRT
11400	G_X	.	univ	G_R
11401	G_PRP	This	en	G_X
11402	G_N	asshole	en	G_PRP
11403	G_V	played	en	G_N
11404	PSP	with	en	G_V
11405	DT	my	en	PSP
11406	G_N	life	en	DT
11407	G_X	.	univ	G_N
11408	G_PRP	I	en	G_X
11409	G_V	cracked	en	G_PRP
11410	G_N	JEE	acro	G_V
11411	G_J	just	en	G_N
11412	PSP	for	en	G_J
11413	G_PRP	him	en	PSP
11414	CC	and	en	G_PRP
11415	G_PRP	I	en	CC
11416	G_V	sacrificed	en	G_PRP
11417	DT	my	en	G_V
11418	G_J	fine	en	DT
11419	G_J	arts	en	G_J
11420	G_N	career	en	G_J
11421	G_J	just	en	G_N
11422	PSP	for	en	G_J
11423	G_PRP	him	en	PSP
11424	G_X	...	univ	G_PRP
11425	CC	and	en	G_X
11426	DT	the	en	CC
11427	G_N	scumbag	en	DT
11428	G_V	chose	en	G_N
11429	G_PRP	that	en	G_V
11430	G_N	bitch	en	G_PRP
11431	PSP	from	en	G_N
11432	G_PRP	his	en	PSP
11433	G_N	class	en	G_PRP
11434	PSP	over	en	G_N
11435	G_PRP	me	en	PSP
11436	G_X	.	univ	G_PRP
11437	G_PRP	I	en	G_X
11438	G_V	should	en	G_PRP
11439	G_V	have	en	G_V
11440	G_V	come	en	G_V
11441	G_PRP	there	en	G_V
11442	CC	and	en	G_PRP
11443	G_V	kicked	en	CC
11444	G_PRP	his	en	G_V
11445	G_V	ass	en	G_PRP
11446	G_R	right	en	G_V
11447	G_R	then	en	G_R
11448	G_X	.	univ	G_R
11449	PSP	For	en	G_X
11450	G_N	everything	en	PSP
11451	G_N	you've	en	G_N
11452	G_V	done	en	G_N
11453	G_X	,	univ	G_V
11454	G_PRP	you	en	G_X
11455	G_V	don't	en	G_PRP
11456	G_V	deserve	en	G_V
11457	DT	a	en	G_V
11458	G_N	person	en	DT
11459	G_R	like	en	G_N
11460	G_PRP	me	en	G_R
11461	PSP	in	en	G_PRP
11462	DT	your	en	PSP
11463	G_N	life	en	DT
11464	G_X	,	univ	G_N
11465	G_N	douchebag	en	G_X
11466	G_X	.	univ	G_N
11467	G_SYM	One	en	
11468	G_V	can	en	G_SYM
11469	PSP	say	hi	G_V
11470	G_PRP	that	en	PSP
11471	DT	the	en	G_PRP
11472	G_J	civil	en	DT
11473	G_N	grad	en	G_J
11474	G_V	was	en	G_N
11475	G_PRT	not	en	G_V
11476	G_R	very	en	G_PRT
11477	G_J	civil	en	G_R
11478	E	:p	univ	G_J
11479	G_X	High	en	
11480	G_N	time	en	G_X
11481	G_X	..	univ	G_N
11482	G_N	start	en	G_X
11483	G_V	living	en	G_N
11484	DT	yor	en	G_V
11485	G_N	life	en	DT
11486	G_R	rather	en	G_N
11487	PSP	dn	en	G_R
11488	G_PRP	his	en	PSP
11489	G_X	...!	univ	G_PRP
11490	G_PRP	koi	hi	
11491	G_PRT	naa	hi	G_PRP
11492	G_X	..	univ	G_PRT
11493	G_PRP	u	en	G_X
11494	G_V	can	en	G_PRP
11495	G_R	still	en	G_V
11496	G_V	pursue	en	G_R
11497	G_J	fine	en	G_V
11498	G_N	arts	en	G_J
11499	G_X	..	univ	G_N
11500	G_J	just	en	G_X
11501	G_V	dont	en	G_J
11502	G_V	let	en	G_V
11503	G_V	go	en	G_V
11504	PSP	of	en	G_V
11505	G_R	whatever	univ	PSP
11506	G_PRP	you	en	G_R
11507	G_V	learned	en	G_PRP
11508	PSP	in	en	G_V
11509	G_N	IIT	en	PSP
11510	G_PRP	It	en	
11511	G_V	is	en	G_PRP
11512	G_J	good	en	G_V
11513	G_PRP	that	en	G_J
11514	G_PRP	it	en	G_PRP
11515	G_V	happened	en	G_PRP
11516	G_R	now	en	G_V
11517	G_PRT	not	en	G_R
11518	G_R	too	en	G_PRT
11519	G_J	late	en	G_R
11520	G_X	.	univ	G_J
11521	G_N	Frustration	en	
11522	G_X	....	univ	G_N
11523	G_PRT	LOL	univ	G_X
11524	E	:)	univ	G_PRT
11525	G_PRT	OP	univ	
11526	G_X	:	univ	G_PRT
11527	G_PRP	I	en	G_X
11528	G_V	think	en	G_PRP
11529	G_V	he	hi	G_V
11530	G_V	will	en	G_V
11531	G_V	get	en	G_V
11532	G_N	someone	en	G_V
11533	G_V	he	hi	G_N
11534	G_V	deserves	en	G_V
11535	CC	and	en	G_V
11536	G_R	so	en	CC
11537	G_V	will	en	G_R
11538	G_PRP	you	en	G_V
11539	#	#266	univ	
11540	G_X	:	univ	#
11541	G_PRP	I	en	G_X
11542	G_V	was	en	G_PRP
11543	G_V	thinking	en	G_V
11544	PSP	of	en	G_V
11545	G_V	joining	en	PSP
11546	DT	the	en	G_V
11547	G_N	admins	en	DT
11548	PSP	at	en	G_N
11549	G_N	IIT	en	PSP
11550	G_N	Confessions	en	G_N
11551	CC	and	en	G_N
11552	G_R	actually	en	CC
11553	G_V	helping	en	G_R
11554	G_PRT	out	en	G_V
11555	G_X	.	univ	G_PRT
11556	G_R	Then	en	G_X
11557	G_PRP	I	en	G_R
11558	G_V	realized	en	G_PRP
11559	G_X	,	univ	G_V
11560	G_PRP	who	en	G_X
11561	G_V	am	en	G_PRP
11562	G_PRP	I	en	G_V
11563	G_V	kidding	en	G_PRP
11564	G_X	?	univ	G_V
11565	G_N	It's	en	G_X
11566	G_R	so	en	G_N
11567	G_J	much	en	G_R
11568	G_SYM	more	en	G_J
11569	G_J	fun	en	G_SYM
11570	G_V	laying	en	G_J
11571	G_N	back	en	G_V
11572	CC	and	en	G_N
11573	G_V	reading	en	CC
11574	G_N	someone	en	G_V
11575	G_R	else's	en	G_N
11576	G_J	hard	en	G_R
11577	G_N	work	en	G_J
11578	G_X	.	univ	G_N
11579	#	#265	univ	
11580	G_X	:	univ	#
11581	DT	My	en	G_X
11582	G_N	brother	en	DT
11583	CC	&	en	G_N
11584	G_PRP	I	en	CC
11585	G_X	,	univ	G_PRP
11586	G_PRP	we	en	G_X
11587	G_N	both	univ	G_PRP
11588	PSP	are	hi	G_N
11589	G_R	here	en	PSP
11590	PSP	in	en	G_R
11591	G_N	IITB	acro	PSP
11592	G_X	.	univ	G_N
11593	G_V	He	hi	G_X
11594	G_R	never	en	G_V
11595	G_V	tells	en	G_R
11596	G_PRP	me	en	G_V
11597	PSP	about	en	G_PRP
11598	G_PRP	his	en	PSP
11599	G_N	grades	en	G_PRP
11600	CC	and	en	G_N
11601	G_N	courses	en	CC
11602	CC	or	en	G_N
11603	G_R	how	en	CC
11604	G_J	many	en	G_R
11605	G_N	problems	en	G_J
11606	G_V	he	hi	G_N
11607	G_V	has	en	G_V
11608	G_V	faced	en	G_V
11609	PSP	in	en	G_V
11610	G_N	IITB	acro	PSP
11611	CC	but	en	G_N
11612	G_PRP	I	en	CC
11613	G_J	just	en	G_PRP
11614	G_V	want	en	G_J
11615	G_PRT	to	en	G_V
11616	G_V	tell	en	G_PRT
11617	G_PRP	him	en	G_V
11618	G_R	whatever	univ	G_PRP
11619	PSP	are	hi	G_R
11620	DT	your	en	PSP
11621	G_N	grades	en	DT
11622	G_X	...	univ	G_N
11623	G_J	better	en	G_X
11624	G_R	then	en	G_J
11625	G_N	mine	hi	G_R
11626	CC	or	en	G_N
11627	G_PRT	not	en	CC
11628	G_X	...	univ	G_PRT
11629	G_PRP	I	en	G_X
11630	G_V	will	en	G_PRP
11631	G_R	always	en	G_V
11632	G_V	respect	en	G_R
11633	G_PRP	you	en	G_V
11634	G_X	...	univ	G_PRP
11635	G_PRP	You	en	G_X
11636	PSP	are	hi	G_PRP
11637	DT	my	en	PSP
11638	G_N	inspiration	en	DT
11639	PSP	in	en	G_N
11640	G_N	life	en	PSP
11641	CC	and	en	G_N
11642	G_PRP	you	en	CC
11643	PSP	are	hi	G_PRP
11644	DT	the	en	PSP
11645	G_R	most	en	DT
11646	G_J	hardworking	en	G_R
11647	G_N	person	en	G_J
11648	G_N	I've	en	G_N
11649	G_R	ever	en	G_N
11650	G_V	seen	en	G_R
11651	PSP	in	en	G_V
11652	DT	my	en	PSP
11653	G_N	life	en	DT
11654	PSP	after	en	G_N
11655	DT	our	en	PSP
11656	G_N	father	en	DT
11657	G_X	..	univ	G_N
11658	E	:)	univ	G_X
11659	CC	toh	hi	
11660	G_R	seedhe	hi	CC
