word	prev_word	next_word	label	prev_label	next_label	prev_tag	tag
hai	fart	?	hi	en	univ	G_V	G_V
?	hai	####	univ	hi	####	G_V	G_X
####	?	#292	####	univ	univ	G_X	####
#292	####	:	univ	####	univ	####	#
:	#292	Sometimes	univ	univ	en	#	G_X
Sometimes	:	it's	en	univ	en	G_X	G_R
it's	Sometimes	better	en	en	en	G_R	G_N
better	it's	to	en	en	en	G_N	G_J
to	better	bunk	en	en	en	G_J	G_PRT
bunk	to	a	en	en	en	G_PRT	G_V
a	bunk	class	en	en	en	G_V	DT
class	a	and	en	en	en	DT	G_N
and	class	enjoy	en	en	en	G_N	CC
enjoy	and	with	en	en	en	CC	G_V
with	enjoy	friends	en	en	en	G_V	PSP
friends	with	,	en	en	univ	PSP	G_N
,	friends	today	univ	en	ne	G_N	G_X
today	,	when	ne	univ	en	G_X	G_N
when	today	I	en	ne	en	G_N	G_R
I	when	look	en	en	en	G_R	G_PRP
look	I	back	en	en	en	G_PRP	G_V
back	look	,	en	en	univ	G_V	G_N
,	back	marks	univ	en	en	G_N	G_X
marks	,	never	en	univ	en	G_X	G_N
never	marks	made	en	en	en	G_N	G_R
made	never	me	en	en	en	G_R	G_V
me	made	laugh	en	en	en	G_V	G_PRP
laugh	me	,	en	en	univ	G_PRP	G_V
,	laugh	but	univ	en	en	G_V	G_X
but	,	my	en	univ	en	G_X	CC
my	but	friends	en	en	en	CC	DT
friends	my	and	en	en	en	DT	G_N
and	friends	memories	en	en	en	G_N	CC
memories	and	always	en	en	en	CC	G_N
always	memories	do	en	en	hi	G_N	G_R
do	always	!	hi	en	univ	G_R	G_V
!	do	####	univ	hi	####	G_V	G_X
####	!	Marks	####	univ	en	G_X	####
Marks	####	make	en	####	en	####	G_N
make	Marks	me	en	en	en	G_N	G_V
me	make	laugh	en	en	en	G_V	G_PRP
laugh	me	..	en	en	univ	G_PRP	G_V
..	laugh	I	univ	en	en	G_V	G_X
I	..	look	en	univ	en	G_X	G_PRP
look	I	at	en	en	en	G_PRP	G_V
at	look	my	en	en	en	G_V	PSP
my	at	marks	en	en	en	PSP	DT
marks	my	and	en	en	en	DT	G_N
and	marks	I	en	en	en	G_N	CC
I	and	laugh	en	en	en	CC	G_PRP
laugh	I	..	en	en	univ	G_PRP	G_V
..	laugh	####	univ	en	####	G_V	G_X
####	..	[	####	univ	univ	G_X	####
[	####	Admin	univ	####	en	####	G_X
Admin	[	Note	en	univ	en	G_X	G_N
Note	Admin	]	en	en	univ	G_N	G_V
]	Note	Sorry	univ	en	en	G_V	G_X
Sorry	]	guys	en	univ	en	G_X	G_V
guys	Sorry	,	en	en	univ	G_V	G_N
,	guys	haven't	univ	en	en	G_N	G_X
haven't	,	updated	en	univ	en	G_X	G_V
updated	haven't	the	en	en	en	G_V	G_V
the	updated	page	en	en	en	G_V	DT
page	the	since	en	en	en	DT	G_N
since	page	the	en	en	en	G_N	PSP
the	since	past	en	en	en	PSP	DT
past	the	few	en	en	en	DT	CC
few	past	days	en	en	en	CC	G_J
days	few	,	en	en	univ	G_J	G_N
,	days	I've	univ	en	en	G_N	G_X
I've	,	been	en	univ	en	G_X	G_N
been	I've	very	en	en	en	G_N	G_V
very	been	sick	en	en	en	G_V	G_R
sick	very	since	en	en	en	G_R	G_J
since	sick	I	en	en	en	G_J	PSP
I	since	came	en	en	en	PSP	G_PRP
came	I	to	en	en	en	G_PRP	G_V
to	came	India	en	en	ne	G_V	G_PRT
India	to	...	ne	en	univ	G_PRT	G_N
...	India	will	univ	ne	en	G_N	G_X
will	...	start	en	univ	en	G_X	G_V
start	will	posting	en	en	en	G_V	G_N
posting	start	once	en	en	en	G_N	G_V
once	posting	I	en	en	en	G_V	G_R
I	once	get	en	en	en	G_R	G_PRP
get	I	better	en	en	en	G_PRP	G_V
better	get	!	en	en	univ	G_V	G_J
!	better	~	univ	en	univ	G_J	G_X
~	!	Ed	univ	univ	ne	G_X	G_X
Ed	~	####	ne	univ	####	G_X	G_N
####	Ed	#291	####	ne	univ	G_N	####
#291	####	:	univ	####	univ	####	#
:	#291	I	univ	univ	en	#	G_X
I	:	am	en	univ	en	G_X	G_PRP
am	I	really	en	en	en	G_PRP	G_V
really	am	thankful	en	en	en	G_V	G_R
thankful	really	to	en	en	en	G_R	G_J
to	thankful	guy	en	en	en	G_J	G_PRT
guy	to	name	en	en	en	G_PRT	G_N
name	guy	KISHORE	en	en	ne	G_N	G_N
KISHORE	name	who	ne	en	en	G_N	G_N
who	KISHORE	works	en	ne	en	G_N	G_PRP
works	who	in	en	en	en	G_PRP	G_V
in	works	Academic	en	en	en	G_V	PSP
Academic	in	Office	en	en	en	PSP	G_J
Office	Academic	0	en	en	univ	G_J	G_N
0	Office	I	univ	en	en	G_N	G_X
I	0	think	en	univ	en	G_X	G_PRP
think	I	most	en	en	en	G_PRP	G_V
most	think	of	en	en	en	G_V	G_R
of	most	you	en	en	en	G_R	PSP
you	of	must	en	en	en	PSP	G_PRP
must	you	be	en	en	en	G_PRP	G_V
be	must	aware	en	en	en	G_V	G_V
aware	be	of	en	en	en	G_V	G_N
of	aware	him	en	en	en	G_N	PSP
him	of	,	en	en	univ	PSP	G_PRP
,	him	the	univ	en	en	G_PRP	G_X
the	,	one	en	univ	en	G_X	DT
one	the	man	en	en	en	DT	G_SYM
man	one	army	en	en	en	G_SYM	G_N
army	man	,	en	en	univ	G_N	G_N
,	army	the	univ	en	en	G_N	G_X
the	,	unsung	en	univ	en	G_X	DT
unsung	the	hero	en	en	en	DT	G_J
hero	unsung	who	en	en	en	G_J	G_N
who	hero	must	en	en	en	G_N	G_PRP
must	who	have	en	en	en	G_PRP	G_V
have	must	helped	en	en	en	G_V	G_V
helped	have	majority	en	en	en	G_V	G_V
majority	helped	of	en	en	en	G_V	G_N
of	majority	junta	en	en	hi	G_N	PSP
junta	of	around	hi	en	en	PSP	G_N
around	junta	here	en	hi	en	G_N	PSP
here	around	...	en	en	univ	PSP	G_R
...	here	He	univ	en	hi	G_R	G_X
He	...	helped	hi	univ	en	G_X	G_V
helped	He	me	en	hi	en	G_V	G_V
me	helped	several	en	en	en	G_V	G_PRP
several	me	times	en	en	ne	G_PRP	G_SYM
times	several	with	ne	en	en	G_SYM	G_N
with	times	registration	en	ne	en	G_N	PSP
registration	with	pain	en	en	en	PSP	G_N
pain	registration	0	en	en	univ	G_N	G_N
0	pain	Here	univ	en	en	G_N	G_X
Here	0	is	en	univ	en	G_X	G_R
is	Here	someone	en	en	en	G_R	G_V
someone	is	who	en	en	en	G_V	G_N
who	someone	won't	en	en	en	G_N	G_PRP
won't	who	ignore	en	en	en	G_PRP	G_V
ignore	won't	you	en	en	en	G_V	G_V
you	ignore	and	en	en	en	G_V	G_PRP
and	you	send	en	en	en	G_PRP	CC
send	and	you	en	en	en	CC	G_V
you	send	to	en	en	en	G_V	G_PRP
to	you	somebody	en	en	en	G_PRP	G_PRT
somebody	to	else's	en	en	en	G_PRT	G_PRP
else's	somebody	door	en	en	en	G_PRP	G_PRP
door	else's	0	en	en	univ	G_PRP	G_N
0	door	He	univ	en	hi	G_N	G_X
He	0	knows	hi	univ	en	G_X	G_V
knows	He	more	en	hi	en	G_V	G_V
more	knows	rules	en	en	en	G_V	G_SYM
rules	more	and	en	en	en	G_SYM	G_N
and	rules	regulations	en	en	en	G_N	CC
regulations	and	then	en	en	en	CC	G_N
then	regulations	my	en	en	en	G_N	G_R
my	then	FACAD	en	en	ne	G_R	DT
FACAD	my	and	ne	en	en	DT	G_N
and	FACAD	HoD	en	ne	acro	G_N	CC
HoD	and	combined	acro	en	en	CC	G_N
combined	HoD	regarding	en	acro	en	G_N	G_V
regarding	combined	registrations	en	en	en	G_V	G_V
registrations	regarding	...	en	en	univ	G_V	G_N
...	registrations	####	univ	en	####	G_N	G_X
####	...	What's	####	univ	en	G_X	####
What's	####	unbelievable	en	####	en	####	G_PRP
unbelievable	What's	is	en	en	en	G_PRP	G_J
is	unbelievable	that	en	en	en	G_J	G_V
that	is	most	en	en	en	G_V	G_PRP
most	that	of	en	en	en	G_PRP	G_R
of	most	the	en	en	en	G_R	PSP
the	of	people	en	en	en	PSP	DT
people	the	liking	en	en	en	DT	G_N
liking	people	this	en	en	en	G_N	G_V
this	liking	re	en	en	hi	G_V	G_PRP
re	this	not	hi	en	en	G_PRP	G_V
not	re	even	en	hi	en	G_V	G_PRT
even	not	from	en	en	en	G_PRT	G_R
from	even	IITB	en	en	acro	G_R	PSP
IITB	from	...	acro	en	univ	PSP	G_N
...	IITB	####	univ	acro	####	G_N	G_X
####	...	he	####	univ	hi	G_X	####
he	####	is	hi	####	en	####	G_V
is	he	helping	en	hi	en	G_V	G_V
helping	is	us	en	en	hi	G_V	G_V
us	helping	all	hi	en	en	G_V	G_PRP
all	us	since	en	hi	en	G_PRP	DT
since	all	2nd	en	en	univ	DT	PSP
2nd	since	year	univ	en	en	PSP	G_SYM
year	2nd	..!!	en	univ	univ	G_SYM	G_N
..!!	year	####	univ	en	####	G_N	G_X
####	..!!	Anuj	####	univ	ne	G_X	####
Anuj	####	Sharma	ne	####	ne	####	G_N
Sharma	Anuj	####	ne	ne	####	G_N	G_N
####	Sharma	come	####	ne	en	G_N	####
come	####	on	en	####	en	####	G_V
on	come	people	en	en	en	G_V	PSP
people	on	,	en	en	univ	PSP	G_N
,	people	find	univ	en	en	G_N	G_X
find	,	this	en	univ	en	G_X	G_V
this	find	guy	en	en	en	G_V	G_PRP
guy	this	post	en	en	en	G_PRP	G_N
post	guy	a	en	en	en	G_N	G_N
a	post	photo	en	en	hi	G_N	DT
photo	a	here	hi	en	en	DT	G_J
here	photo	...	en	hi	univ	G_J	G_R
...	here	we	univ	en	en	G_R	G_X
we	...	need	en	univ	en	G_X	G_PRP
need	we	to	en	en	en	G_PRP	G_N
to	need	recognize	en	en	en	G_N	G_PRT
recognize	to	several	en	en	en	G_PRT	G_V
several	recognize	of	en	en	en	G_V	G_SYM
of	several	our	en	en	en	G_SYM	PSP
our	of	unsung	en	en	en	PSP	DT
unsung	our	heroes	en	en	en	DT	G_J
heroes	unsung	!	en	en	univ	G_J	G_N
!	heroes	Find	univ	en	en	G_N	G_X
Find	!	him	en	univ	en	G_X	G_V
him	Find	on	en	en	en	G_V	G_PRP
on	him	FB	en	en	acro	G_PRP	PSP
FB	on	and	acro	en	en	PSP	G_N
and	FB	even	en	acro	en	G_N	CC
even	and	tag	en	en	en	CC	G_R
tag	even	him	en	en	en	G_R	G_N
him	tag	if	en	en	en	G_N	G_PRP
if	him	you	en	en	en	G_PRP	PSP
you	if	can	en	en	en	PSP	G_PRP
can	you	!	en	en	univ	G_PRP	G_V
!	can	####	univ	en	####	G_V	G_X
####	!	yes	####	univ	hi	G_X	####
yes	####	,	hi	####	univ	####	G_PRT
,	yes	he	univ	hi	hi	G_PRT	G_X
he	,	is	hi	univ	en	G_X	G_V
is	he	helping	en	hi	en	G_V	G_V
helping	is	many	en	en	en	G_V	G_V
many	helping	students	en	en	en	G_V	G_J
students	many	0	en	en	univ	G_J	G_N
0	students	Anyways	univ	en	en	G_N	G_X
Anyways	0	,	en	univ	univ	G_X	G_PRT
,	Anyways	isn't	univ	en	en	G_PRT	G_X
isn't	,	he	en	univ	hi	G_X	G_V
he	isn't	suppose	hi	en	en	G_V	G_V
suppose	he	to	en	hi	en	G_V	G_V
to	suppose	know	en	en	en	G_V	G_PRT
know	to	more	en	en	en	G_PRT	G_V
more	know	rules	en	en	en	G_V	G_SYM
rules	more	and	en	en	en	G_SYM	G_N
and	rules	regulation	en	en	en	G_N	CC
regulation	and	regarding	en	en	en	CC	G_N
regarding	regulation	registration	en	en	en	G_N	G_V
registration	regarding	than	en	en	en	G_V	G_N
than	registration	FACAD	en	en	ne	G_N	PSP
FACAD	than	and	ne	en	en	PSP	G_N
and	FACAD	HOD	en	ne	acro	G_N	CC
HOD	and	combined	acro	en	en	CC	G_N
combined	HOD	?	en	acro	univ	G_N	G_V
?	combined	####	univ	en	####	G_V	G_X
####	?	He	####	univ	hi	G_X	####
He	####	is	hi	####	en	####	G_V
is	He	helping	en	hi	en	G_V	G_V
helping	is	me	en	en	en	G_V	G_V
me	helping	out	en	en	en	G_V	G_PRP
out	me	since	en	en	en	G_PRP	G_PRT
since	out	2nd	en	en	univ	G_PRT	PSP
2nd	since	sem	univ	en	en	PSP	G_SYM
sem	2nd	:D	en	univ	univ	G_SYM	G_N
:D	sem	0	univ	en	univ	G_N	E
0	:D	how	univ	univ	en	E	G_X
how	0	can	en	univ	en	G_X	G_R
can	how	i	en	en	en	G_R	G_V
i	can	forget	en	en	en	G_V	G_PRP
forget	i	to	en	en	en	G_PRP	G_V
to	forget	thank	en	en	en	G_V	G_PRT
thank	to	him	en	en	en	G_PRT	G_N
him	thank	11	en	en	univ	G_N	G_PRP
11	him	####	univ	en	####	G_PRP	$
####	11	Bharat	####	univ	ne	$	####
Bharat	####	Prabhakar	ne	####	ne	####	G_N
Prabhakar	Bharat	Sai	ne	ne	ne	G_N	G_N
Sai	Prabhakar	Karthik	ne	ne	ne	G_N	G_N
Karthik	Sai	####	ne	ne	####	G_N	G_N
####	Karthik	#290	####	ne	univ	G_N	####
#290	####	[\\m/]	univ	####	univ	####	#
[\\m/]	#290	:	univ	univ	univ	#	E
:	[\\m/]	I	univ	univ	en	E	G_X
I	:	used	en	univ	en	G_X	G_PRP
used	I	to	en	en	en	G_PRP	G_V
to	used	buy	en	en	en	G_V	G_PRT
buy	to	\	en	en	univ	G_PRT	G_V
\	buy	double_quotes	univ	en	univ	G_V	G_N
double_quotes	\	pussy\	univ	univ	en	G_N	G_X
pussy\	double_quotes	double_quotes	en	univ	univ	G_X	G_N
double_quotes	pussy\	cat	univ	en	en	G_N	G_X
cat	double_quotes	toffee	en	univ	en	G_X	G_N
toffee	cat	regularly	en	en	en	G_N	G_N
regularly	toffee	before	en	en	en	G_N	G_R
before	regularly	I	en	en	en	G_R	PSP
I	before	came	en	en	en	PSP	G_PRP
came	I	to	en	en	en	G_PRP	G_V
to	came	IIT	en	en	en	G_V	G_PRT
IIT	to	0	en	en	univ	G_PRT	G_N
0	IIT	Now	univ	en	en	G_N	G_X
Now	0	I	en	univ	en	G_X	G_R
I	Now	despise	en	en	en	G_R	G_PRP
despise	I	the	en	en	en	G_PRP	G_V
the	despise	stuff	en	en	en	G_V	DT
stuff	the	...	en	en	univ	DT	G_N
...	stuff	#DC	univ	en	univ	G_N	G_X
#DC	...	++	univ	univ	univ	G_X	#
++	#DC	changed	univ	univ	en	#	G_X
changed	++	my	en	univ	en	G_X	G_V
my	changed	life	en	en	en	G_V	DT
life	my	0	en	en	univ	DT	G_N
0	life	####	univ	en	####	G_N	G_X
####	0	#289	####	univ	univ	G_X	####
#289	####	:	univ	####	univ	####	#
:	#289	I	univ	univ	en	#	G_X
I	:	met	en	univ	en	G_X	G_PRP
met	I	my	en	en	en	G_PRP	G_V
my	met	bf	en	en	en	G_V	DT
bf	my	while	en	en	en	DT	G_N
while	bf	in	en	en	en	G_N	PSP
in	while	engg	en	en	en	PSP	PSP
engg	in	college	en	en	en	PSP	G_J
college	engg	and	en	en	en	G_J	G_N
and	college	we	en	en	en	G_N	CC
we	and	dated	en	en	en	CC	G_PRP
dated	we	for	en	en	en	G_PRP	G_V
for	dated	almost	en	en	en	G_V	PSP
almost	for	3	en	en	univ	PSP	G_R
3	almost	years	univ	en	en	G_R	$
years	3	0	en	univ	univ	$	G_N
0	years	Now	univ	en	en	G_N	G_X
Now	0	I'm	en	univ	en	G_X	G_R
I'm	Now	a	en	en	en	G_R	G_N
a	I'm	matki	en	en	hi	G_N	DT
matki	a	in	hi	en	en	DT	G_N
in	matki	IITB	en	hi	acro	G_N	PSP
IITB	in	and	acro	en	en	PSP	G_N
and	IITB	he	en	acro	hi	G_N	CC
he	and	is	hi	en	en	CC	G_V
is	he	doing	en	hi	en	G_V	G_V
doing	is	his	en	en	en	G_V	G_V
his	doing	masters	en	en	en	G_V	G_PRP
masters	his	in	en	en	en	G_PRP	G_N
in	masters	some	en	en	en	G_N	PSP
some	in	other	en	en	en	PSP	DT
other	some	college	en	en	en	DT	G_J
college	other	as	en	en	en	G_J	G_N
as	college	he	en	en	hi	G_N	PSP
he	as	wasn't	hi	en	en	PSP	G_V
wasn't	he	able	en	hi	en	G_V	G_V
able	wasn't	to	en	en	en	G_V	G_J
to	able	crack	en	en	en	G_J	G_PRT
crack	to	GATE	en	en	acro	G_PRT	G_V
GATE	crack	0	acro	en	univ	G_V	G_N
0	GATE	We	univ	acro	en	G_N	G_X
We	0	don't	en	univ	en	G_X	G_PRP
don't	We	meet	en	en	en	G_PRP	G_V
meet	don't	as	en	en	en	G_V	G_V
as	meet	often	en	en	en	G_V	PSP
often	as	and	en	en	en	PSP	CC
and	often	after	en	en	en	CC	CC
after	and	coming	en	en	en	CC	PSP
coming	after	to	en	en	en	PSP	G_V
to	coming	IITB	en	en	acro	G_V	G_PRT
IITB	to	I	acro	en	en	G_PRT	G_N
I	IITB	feel	en	acro	en	G_N	G_PRP
feel	I	even	en	en	en	G_PRP	G_V
even	feel	a	en	en	en	G_V	G_R
a	even	2nd	en	en	univ	G_R	DT
2nd	a	yearite	univ	en	en	DT	G_SYM
yearite	2nd	undergrad	en	univ	en	G_SYM	G_J
undergrad	yearite	has	en	en	en	G_J	G_N
has	undergrad	superior	en	en	en	G_N	G_V
superior	has	intellect	en	en	en	G_V	G_J
intellect	superior	and	en	en	en	G_J	G_N
and	intellect	I'm	en	en	en	G_N	CC
I'm	and	losing	en	en	en	CC	G_N
losing	I'm	respect	en	en	en	G_N	G_V
respect	losing	for	en	en	en	G_V	G_N
for	respect	him	en	en	en	G_N	PSP
him	for	...	en	en	univ	PSP	G_PRP
...	him	Truth	univ	en	hi	G_PRP	G_X
Truth	...	be	hi	univ	en	G_X	G_N
be	Truth	told	en	hi	en	G_N	G_V
told	be	I'm	en	en	en	G_V	G_V
I'm	told	actually	en	en	en	G_V	G_N
actually	I'm	attracted	en	en	en	G_N	G_R
attracted	actually	to	en	en	en	G_R	G_V
to	attracted	a	en	en	en	G_V	G_PRT
a	to	cool	en	en	en	G_PRT	DT
cool	a	Matka	en	en	hi	DT	G_J
Matka	cool	dude	hi	en	en	G_J	G_J
dude	Matka	in	en	hi	en	G_J	G_N
in	dude	my	en	en	en	G_N	PSP
my	in	class	en	en	en	PSP	DT
class	my	and	en	en	en	DT	G_N
and	class	I	en	en	en	G_N	CC
I	and	really	en	en	en	CC	G_PRP
really	I	need	en	en	en	G_PRP	G_R
need	really	to	en	en	en	G_R	G_N
to	need	find	en	en	en	G_N	G_PRT
find	to	a	en	en	en	G_PRT	G_V
a	find	way	en	en	en	G_V	DT
way	a	to	en	en	en	DT	G_N
to	way	break	en	en	en	G_N	G_PRT
break	to	up	en	en	en	G_PRT	G_V
up	break	with	en	en	en	G_V	G_PRT
with	up	my	en	en	en	G_PRT	PSP
my	with	bf	en	en	en	PSP	DT
bf	my	0	en	en	univ	DT	G_N
0	bf	Any	univ	en	en	G_N	G_X
Any	0	suggestions	en	univ	en	G_X	DT
suggestions	Any	?	en	en	univ	DT	G_N
?	suggestions	####	univ	en	####	G_N	G_X
####	?	Ya	####	univ	hi	G_X	####
Ya	####	..	hi	####	univ	####	CC
..	Ya	just	univ	hi	en	CC	G_X
just	..	do	en	univ	hi	G_X	G_J
do	just	it	hi	en	en	G_J	G_V
it	do	..	en	hi	univ	G_V	G_PRP
..	it	And	univ	en	en	G_PRP	G_X
And	..	I	en	univ	en	G_X	CC
I	And	hope	en	en	en	CC	G_PRP
hope	I	this	en	en	en	G_PRP	G_V
this	hope	guy	en	en	en	G_V	G_PRP
guy	this	do	en	en	hi	G_PRP	G_N
do	guy	the	hi	en	en	G_N	G_V
the	do	same	en	hi	en	G_V	DT
same	the	with	en	en	en	DT	G_J
with	same	you	en	en	en	G_J	PSP
you	with	after	en	en	en	PSP	G_PRP
after	you	3	en	en	univ	G_PRP	PSP
3	after	years	univ	en	en	PSP	$
years	3	when	en	univ	en	$	G_N
when	years	he	en	en	hi	G_N	G_R
he	when	will	hi	en	en	G_R	G_V
will	he	find	en	hi	en	G_V	G_V
find	will	some	en	en	en	G_V	G_V
some	find	one	en	en	en	G_V	DT
one	some	smarter	en	en	en	DT	G_SYM
smarter	one	than	en	en	en	G_SYM	G_R
than	smarter	you	en	en	en	G_R	PSP
you	than	in	en	en	en	PSP	G_PRP
in	you	his	en	en	en	G_PRP	PSP
his	in	workplace	en	en	en	PSP	G_PRP
workplace	his	:)	en	en	univ	G_PRP	G_N
:)	workplace	####	univ	en	####	G_N	E
####	:)	cuz	####	univ	en	E	####
cuz	####	that's	en	####	en	####	PSP
that's	cuz	what	en	en	en	PSP	G_N
what	that's	women	en	en	en	G_N	G_PRP
women	what	like	en	en	en	G_PRP	G_N
like	women	to	en	en	en	G_N	G_R
to	like	do	en	en	hi	G_R	G_PRT
do	to	####	hi	en	####	G_PRT	G_V
####	do	Bitches	####	hi	en	G_V	####
Bitches	####	are	en	####	hi	####	G_N
are	Bitches	so	hi	en	en	G_N	PSP
so	are	evil	en	hi	en	PSP	G_R
evil	so	:))	en	en	univ	G_R	G_J
:))	evil	####	univ	en	####	G_J	E
####	:))	sleep	####	univ	en	E	####
sleep	####	with	en	####	en	####	G_V
with	sleep	matka	en	en	hi	G_V	PSP
matka	with	,	hi	en	univ	PSP	G_N
,	matka	confess	univ	hi	en	G_N	G_X
confess	,	to	en	univ	en	G_X	G_V
to	confess	ur	en	en	en	G_V	G_PRT
ur	to	bf	en	en	en	G_PRT	G_PRP
bf	ur	instead	en	en	en	G_PRP	G_N
instead	bf	of	en	en	en	G_N	G_R
of	instead	conf	en	en	en	G_R	PSP
conf	of	pages	en	en	en	PSP	G_J
pages	conf	and	en	en	en	G_J	G_N
and	pages	ur	en	en	en	G_N	CC
ur	and	done	en	en	en	CC	G_PRP
done	ur	####	en	en	####	G_PRP	G_V
####	done	How	####	en	en	G_V	####
How	####	immature	en	####	en	####	G_R
immature	How	..!!	en	en	univ	G_R	G_J
..!!	immature	bitch	univ	en	en	G_J	G_X
bitch	..!!	grw	en	univ	en	G_X	G_N
grw	bitch	up	en	en	en	G_N	G_V
up	grw	!	en	en	univ	G_V	G_PRT
!	up	:	univ	en	univ	G_PRT	G_X
:	!	@	univ	univ	univ	G_X	G_X
@	:	####	univ	univ	####	G_X	@
####	@	say	####	univ	hi	@	####
say	####	truth	hi	####	en	####	PSP
truth	say	2	en	hi	univ	PSP	G_N
2	truth	ur	univ	en	en	G_N	$
ur	2	bf	en	univ	en	$	G_PRP
bf	ur	......	en	en	univ	G_PRP	G_N
......	bf	####	univ	en	####	G_N	G_X
####	......	Seek	####	univ	en	G_X	####
Seek	####	out	en	####	en	####	G_V
out	Seek	the	en	en	en	G_V	G_PRT
the	out	local	en	en	en	G_PRT	DT
local	the	Chanakya	en	en	ne	DT	G_J
Chanakya	local	,	ne	en	univ	G_J	G_N
,	Chanakya	i.e.	univ	ne	acro	G_N	G_X
i.e.	,	,	acro	univ	univ	G_X	G_N
,	i.e.	#272	univ	acro	univ	G_N	G_X
#272	,	!	univ	univ	univ	G_X	#
!	#272	####	univ	univ	####	#	G_X
####	!	tell	####	univ	en	G_X	####
tell	####	him	en	####	en	####	G_V
him	tell	u	en	en	en	G_V	G_PRP
u	him	got	en	en	en	G_PRP	G_PRP
got	u	screwed	en	en	en	G_PRP	G_V
screwed	got	while	en	en	en	G_V	G_V
while	screwed	being	en	en	en	G_V	PSP
being	while	drunk	en	en	en	PSP	G_V
drunk	being	!	en	en	univ	G_V	G_J
!	drunk	and	univ	en	en	G_J	G_X
and	!	leave	en	univ	en	G_X	CC
leave	and	the	en	en	en	CC	G_V
the	leave	rest	en	en	en	G_V	DT
rest	the	to	en	en	en	DT	G_N
to	rest	him	en	en	en	G_N	G_PRT
him	to	0	en	en	univ	G_PRT	G_PRP
0	him	####	univ	en	####	G_PRP	G_X
####	0	you	####	univ	en	G_X	####
you	####	should	en	####	en	####	G_PRP
should	you	do	en	en	hi	G_PRP	G_V
do	should	like	hi	en	en	G_V	G_V
like	do	that	en	hi	en	G_V	G_R
that	like	....	en	en	univ	G_R	G_PRP
....	that	####	univ	en	####	G_PRP	G_X
####	....	tell	####	univ	en	G_X	####
tell	####	the	en	####	en	####	G_V
the	tell	truth	en	en	en	G_V	DT
truth	the	!!	en	en	univ	DT	G_N
!!	truth	####	univ	en	####	G_N	G_X
####	!!	:)	####	univ	univ	G_X	####
:)	####	####	univ	####	####	####	E
####	:)	to	####	univ	en	E	####
to	####	confesser	en	####	en	####	G_PRT
confesser	to	,	en	en	univ	G_PRT	G_N
,	confesser	brace	univ	en	en	G_N	G_X
brace	,	ur	en	univ	en	G_X	G_V
ur	brace	self	en	en	en	G_V	G_PRP
self	ur	,	en	en	univ	G_PRP	G_N
,	self	cheat	univ	en	en	G_N	G_X
cheat	,	on	en	univ	en	G_X	G_V
on	cheat	bf	en	en	en	G_V	PSP
bf	on	,	en	en	univ	PSP	G_N
,	bf	sleep	univ	en	en	G_N	G_X
sleep	,	with	en	univ	en	G_X	G_V
with	sleep	matka	en	en	hi	G_V	PSP
matka	with	comments	hi	en	en	PSP	G_N
comments	matka	are	en	hi	hi	G_N	G_N
are	comments	coming	hi	en	en	G_N	PSP
coming	are	####	en	hi	####	PSP	G_V
####	coming	#288	####	en	univ	G_V	####
#288	####	:	univ	####	univ	####	#
:	#288	I	univ	univ	en	#	G_X
I	:	studied	en	univ	en	G_X	G_PRP
studied	I	at	en	en	en	G_PRP	G_V
at	studied	PACE	en	en	acro	G_V	PSP
PACE	at	and	acro	en	en	PSP	G_N
and	PACE	we	en	acro	en	G_N	CC
we	and	were	en	en	en	CC	G_PRP
were	we	taught	en	en	en	G_PRP	G_V
taught	were	by	en	en	en	G_V	G_V
by	taught	this	en	en	en	G_V	PSP
this	by	vernacular	en	en	en	PSP	G_PRP
vernacular	this	genius	en	en	en	G_PRP	G_J
genius	vernacular	who	en	en	en	G_J	G_N
who	genius	said	en	en	en	G_N	G_PRP
said	who	that	en	en	en	G_PRP	G_V
that	said	he	en	en	hi	G_V	G_PRP
he	that	taught	hi	en	en	G_PRP	G_V
taught	he	Priyank	en	hi	ne	G_V	G_V
Priyank	taught	and	ne	en	en	G_V	G_N
and	Priyank	that	en	ne	en	G_N	CC
that	and	he	en	en	hi	CC	G_PRP
he	that	was	hi	en	en	G_PRP	G_V
was	he	his	en	hi	en	G_V	G_V
his	was	favorite	en	en	en	G_V	G_PRP
favorite	his	0	en	en	univ	G_PRP	G_N
0	favorite	Then	univ	en	en	G_N	G_X
Then	0	he	en	univ	hi	G_X	G_R
he	Then	started	hi	en	en	G_R	G_V
started	he	talking	en	hi	en	G_V	G_V
talking	started	about	en	en	en	G_V	G_V
about	talking	how	en	en	en	G_V	PSP
how	about	Priyanks	en	en	ne	PSP	G_R
Priyanks	how	are	ne	en	hi	G_R	G_N
are	Priyanks	used	hi	ne	en	G_N	PSP
used	are	to	en	hi	en	PSP	G_V
to	used	remove	en	en	en	G_V	G_PRT
remove	to	caffeine	en	en	en	G_PRT	G_V
caffeine	remove	from	en	en	en	G_V	G_N
from	caffeine	coffee	en	en	en	G_N	PSP
coffee	from	beans	en	en	en	PSP	G_N
beans	coffee	0	en	en	univ	G_N	G_N
0	beans	And	univ	en	en	G_N	G_X
And	0	everybody	en	univ	en	G_X	CC
everybody	And	is	en	en	en	CC	G_PRP
is	everybody	being	en	en	en	G_PRP	G_V
being	is	really	en	en	en	G_V	G_V
really	being	dumb	en	en	en	G_V	G_R
dumb	really	and	en	en	en	G_R	G_J
and	dumb	thinking	en	en	en	G_J	CC
thinking	and	that	en	en	en	CC	G_V
