index	tag	word	label
10442	G_X	.	univ
10443	G_V	Any	en
10444	G_V	species	en
10445	PSP	of	en
10446	DT	the	en
10447	PSP	above	en
10448	G_V	mentioned	en
10449	G_N	group	en
10450	G_PRP	who	en
10451	G_V	can	en
10452	G_V	speak	en
10453	G_N	hindi	hi
10454	G_R	passably	en
10455	G_J	well	en
10456	G_V	will	en
10457	G_V	have	en
10458	DT	a	en
10459	G_R	very	en
10460	G_J	diverse	en
10461	G_N	friend	en
10462	@	circle	en
10463	@	@	univ
10464	G_X	iitb	acro
10465	G_X	.	univ
10466	G_PRT	yea	en
10467	G_X	..	univ
10468	G_PRP	i	en
10469	G_V	can	en
10470	G_PRT	not	en
10471	G_V	disagree	en
10472	PSP	with	en
10473	DT	the	en
10474	G_N	confession	en
10475	G_X	.....	univ
10476	CC	and	en
10477	G_PRT	yes	hi
10478	G_X	...	univ
10479	G_PRP	i	en
10480	G_V	was	en
10481	PSP	among	en
10482	DT	the	en
10483	G_N	exceptions	en
10484	G_X	..	univ
10485	G_N	Birds	en
10486	PSP	of	en
10487	DT	a	en
10488	G_N	feather	en
10489	G_N	flock	en
10490	G_R	together	en
10491	G_X	!	univ
10492	#	#275	univ
10493	G_X	:	univ
10494	G_R	Reply	en
10495	G_PRT	to	en
10496	#	#258	univ
10497	G_X	:	univ
10498	G_X	.	univ
10499	G_X	.	univ
10500	G_PRP	I	en
10501	G_V	am	en
10502	G_SYM	one	en
10503	PSP	of	en
10504	DT	the	en
10505	G_N	girls	en
10506	PSP	from	en
10507	G_N	Sophia	ne
10508	PSP	in	en
10509	G_PRP	this	en
10510	G_N	pic	en
10511	G_X	,	univ
10512	G_R	very	en
10513	G_R	pleasantly	en
10514	G_V	surprised	en
10515	G_PRT	to	en
10516	G_V	find	en
10517	G_PRP	it	en
10518	G_R	here	en
10519	E	:)	univ
10520	G_PRP	we	en
10521	G_V	had	en
10522	DT	a	en
10523	G_J	good	en
10524	G_N	time	en
10525	G_X	,	univ
10526	$	2	univ
10527	PSP	of	en
10528	G_PRP	us	hi
10529	G_V	got	en
10530	G_V	superdrunk	en
10531	CC	and	en
10532	G_PRP	we	en
10533	G_V	had	en
10534	DT	a	en
10535	G_J	good	en
10536	G_N	time	en
10537	PSP	at	en
10538	G_N	IIT	en
10539	G_X	.	univ
10540	G_PRP	I	en
10541	G_V	remember	en
10542	G_PRP	there	en
10543	G_V	was	en
10544	G_PRP	this	en
10545	G_N	bunch	en
10546	PSP	of	en
10547	G_N	stoners	en
10548	G_V	making	en
10549	G_N	joints	en
10550	CC	and	en
10551	G_V	lying	en
10552	G_J	flat	en
10553	PSP	on	en
10554	DT	the	en
10555	G_N	dance	en
10556	G_N	floor	en
10557	G_X	.	univ
10558	DT	The	en
10559	G_N	guy	en
10560	G_V	waving	en
10561	G_X	,	univ
10562	G_N	anyone	en
10563	G_V	has	en
10564	DT	any	en
10565	G_N	idea	en
10566	G_R	where	en
10567	G_V	he	hi
10568	G_V	is	en
10569	G_R	now	en
10570	G_X	?	univ
10571	G_PRT	Hell	en
10572	CC	ya	hi
10573	G_X	..	univ
10574	E	;)	univ
10575	G_V	He	hi
10576	G_V	lost	en
10577	DT	the	en
10578	G_J	wrist	en
10579	G_V	watch	en
10580	G_V	he	hi
10581	G_V	is	en
10582	G_V	wearing	en
10583	PSP	in	en
10584	G_PRP	this	en
10585	G_N	pic	en
10586	G_X	!....	univ
10587	E	:D	univ
10588	#	#274	univ
10589	G_X	:	univ
10590	G_N	I'm	en
10591	PSP	from	en
10592	G_N	IITB	acro
10593	CC	and	en
10594	PSP	in	en
10595	DT	the	en
10596	G_N	closet	en
10597	PSP	because	en
10598	G_N	nobody	en
10599	PSP	in	en
10600	G_N	India	ne
10601	G_V	can	en
10602	G_R	really	en
10603	G_V	understand	en
10604	G_PRP	what	en
10605	G_PRP	we	en
10606	G_V	go	en
10607	PSP	through	en
10608	PSP	in	en
10609	G_N	society	en
10610	PSP	if	en
10611	G_PRP	we	en
10612	G_V	come	en
10613	G_PRT	out	en
10614	G_X	.	univ
10615	DT	The	en
10616	G_J	plus	en
10617	G_N	point	en
10618	G_V	is	en
10619	G_PRP	there	en
10620	PSP	are	hi
10621	G_R	so	en
10622	G_J	many	en
10623	G_N	guys	en
10624	G_PRT	to	en
10625	G_V	fantasize	en
10626	PSP	about	en
10627	G_X	,	univ
10628	G_PRP	I	en
10629	G_R	really	en
10630	G_R	like	en
10631	DT	the	en
10632	G_J	unkempt	en
10633	G_J	unshaven	en
10634	G_N	look	en
10635	CC	but	en
10636	G_PRP	I	en
10637	G_V	wish	en
10638	DT	some	en
10639	PSP	of	en
10640	DT	the	en
10641	G_N	guys	en
10642	G_V	would	en
10643	G_V	take	en
10644	DT	a	en
10645	G_N	bath	en
10646	CC	and	en
10647	G_V	keep	en
10648	G_PRP	themselves	en
10649	G_J	clean	en
10650	G_X	.	univ
10651	G_PRP	I	en
10652	G_R	casually	en
10653	G_V	put	en
10654	DT	my	en
10655	G_N	arm	en
10656	PSP	around	en
10657	DT	my	en
10658	G_N	friends	en
10659	CC	and	en
10660	G_PRP	they	en
10661	G_V	don't	en
10662	G_R	even	en
10663	G_V	suspect	en
10664	DT	a	en
10665	G_N	thing	en
10666	G_X	.	univ
10667	G_PRT	Yikes	univ
10668	G_J	sexual	en
10669	G_N	harassment	en
10670	G_R	right	en
10671	G_PRP	there	en
10672	G_X	.	univ
10673	E	:))	univ
10674	#	#273	univ
10675	G_X	:	univ
10676	G_PRP	I	en
10677	G_V	am	en
10678	DT	a	en
10679	G_PRP	sophie	ne
10680	PSP	from	en
10681	G_N	Delhi	ne
10682	G_X	.	univ
10683	DT	My	en
10684	G_N	dad	en
10685	G_V	gives	en
10686	G_PRP	me	en
10687	G_R	enough	en
10688	G_N	pocket-money	en
10689	G_R	so	en
10690	G_PRP	I	en
10691	G_V	waste	en
10692	G_PRP	it	en
10693	DT	all	en
10694	PSP	around	en
10695	CC	and	en
10696	G_V	discover	en
10697	G_R	whatever	univ
10698	G_R	possibly	en
10699	G_PRP	I	en
10700	G_V	can	en
10701	PSP	with	en
10702	G_PRP	that	en
10703	G_X	.	univ
10704	G_PRP	I	en
10705	G_R	recently	en
10706	G_V	tried	en
10707	DT	a	en
10708	G_J	good	en
10709	G_N	quality	en
10710	G_N	escort	en
10711	G_V	service	en
10712	G_R	twice	en
10713	CC	and	en
10714	G_V	had	en
10715	DT	a	en
10716	G_J	good	en
10717	G_N	time	en
10718	G_X	.	univ
10719	G_N	It's	en
10720	G_R	so	en
10721	G_J	much	en
10722	G_J	better	en
10723	PSP	than	en
10724	G_V	wasting	en
10725	G_N	time	en
10726	G_V	taking	en
10727	G_N	girls	en
10728	G_PRT	out	en
10729	PSP	for	en
10730	G_J	expensive	en
10731	G_N	dinners	en
10732	CC	and	en
10733	G_R	then	en
10734	G_V	going	en
10735	PSP	for	en
10736	G_J	romantic	en
10737	G_N	walks	en
10738	CC	and	en
10739	G_R	then	en
10740	G_V	waiting	en
10741	PSP	for	en
10742	DT	the	en
10743	G_R	right	en
10744	G_N	moment	en
10745	G_PRT	to	en
10746	G_V	make	en
10747	DT	a	en
10748	G_V	move	en
10749	DT	which	en
10750	G_PRP	you	en
10751	G_V	don't	en
10752	G_V	know	en
10753	G_V	will	en
10754	G_V	be	en
10755	G_V	reciprocated	en
10756	CC	or	en
10757	G_PRT	not	en
10758	G_X	.	univ
10759	CC	And	en
10760	G_R	even	en
10761	G_R	then	en
10762	G_N	it's	en
10763	G_J	frustrating	en
10764	G_R	when	en
10765	G_PRP	they	en
10766	G_V	cockblock	en
10767	G_PRP	you	en
10768	PSP	from	en
10769	G_V	getting	en
10770	CC	past	en
10771	G_SYM	1st	en
10772	CC	or	en
10773	G_SYM	2nd	univ
10774	G_N	base	en
10775	G_X	.	univ
10776	PSP	In	en
10777	DT	the	en
10778	G_V	end	en
10779	G_PRP	you	en
10780	G_V	waste	en
10781	G_J	many	en
10782	G_N	days	en
10783	PSP	of	en
10784	DT	your	en
10785	G_N	time	en
10786	CC	and	en
10787	G_J	many	en
10788	G_N	thousands	en
10789	PSP	if	en
10790	G_X	Rs	en
10791	PSP	of	en
10792	DT	your	en
10793	G_J	dad's	en
10794	G_J	hard-earned	en
10795	G_N	money	en
10796	G_V	chasing	en
10797	G_N	pussy	en
10798	CC	and	en
10799	G_R	never	en
10800	G_V	getting	en
10801	DT	any	en
10802	G_X	...	univ
10803	PSP	So	en
10804	G_V	take	en
10805	DT	my	en
10806	G_N	advice	en
10807	G_X	,	univ
10808	G_V	visit	en
10809	DT	a	en
10810	G_J	good	en
10811	G_N	escort	en
10812	CC	and	en
10813	G_V	have	en
10814	DT	a	en
10815	G_J	good	en
10816	G_N	time	en
10817	G_X	,	univ
10818	G_PRP	you	en
10819	G_V	know	en
10820	G_PRP	what	en
10821	G_N	you're	en
10822	G_V	getting	en
10823	CC	and	en
10824	G_PRP	you	en
10825	G_V	don't	en
10826	G_V	have	en
10827	G_PRT	to	en
10828	G_V	waste	en
10829	G_N	time	en
10830	CC	and	en
10831	G_N	money	en
10832	PSP	in	en
10833	G_J	expensive	en
10834	G_N	dinners	en
10835	CC	or	en
10836	G_N	flowers	en
10837	G_X	...	univ
10838	DT	The	en
10839	G_N	action	en
10840	G_X	(	univ
10841	G_R	really	en
10842	G_J	good	en
10843	G_N	quality	en
10844	G_N	action	en
10845	G_X	)	univ
10846	G_V	is	en
10847	G_V	guaranteed	en
10848	G_X	.	univ
10849	DT	The	en
10850	G_N	moral	en
10851	PSP	of	en
10852	DT	the	en
10853	G_N	story	en
10854	G_V	is	en
10855	G_PRP	this	en
10856	G_X	:	univ
10857	DT	THE	en
10858	G_N	DIFFERENCE	en
10859	PSP	BETWEEN	en
10860	G_N	SEX	en
10861	PSP	FOR	en
10862	G_N	MONEY	en
10863	CC	AND	en
10864	G_N	SEX	en
10865	PSP	FOR	en
10866	G_J	FREE	en
10867	G_V	IS	en
10868	DT	THAT	en
10869	G_N	SEX	en
10870	PSP	FOR	en
10871	G_N	MONEY	en
10872	G_V	IS	en
10873	G_R	ALWAYS	en
10874	G_J	CHEAPER	en
10875	G_X	.	univ
10876	G_N	Rishi	ne
10877	G_N	Sharma	ne
10878	G_PRP	AAP	hi
10879	PSP	TO	hi
10880	G_N	DUDE	en
10881	G_V	NIKLE	hi
10882	E	:P	univ
10883	E	:D	univ
10884	G_PRP	Thats	en
10885	DT	my	en
10886	G_N	boy	en
10887	G_X	..	univ
10888	#	#272	univ
10889	G_X	:	univ
10890	$	2010	univ
10891	G_N	batch	en
10892	G_X	.	univ
10893	G_N	H4	univ
10894	G_X	.	univ
10895	G_SYM	One	en
10896	PSP	of	en
10897	DT	my	en
10898	G_N	wingies	en
10899	G_V	had	en
10900	DT	a	en
10901	G_J	hot	en
10902	G_N	girlfriend	en
10903	PSP	from	en
10904	G_N	IDC	acro
10905	G_X	.	univ
10906	G_PRP	I	en
10907	G_V	was	en
10908	G_R	very	en
10909	G_J	jealous	en
10910	CC	and	en
10911	G_V	used	en
10912	G_PRT	to	en
10913	G_V	envy	en
10914	G_PRP	this	en
10915	G_N	guy	en
10916	DT	a	en
10917	DT	lot	en
10918	G_X	.	univ
10919	G_PRP	They	en
10920	G_V	broke	en
10921	G_PRT	up	en
10922	G_R	sometime	en
10923	G_R	later	en
10924	G_X	.	univ
10925	CC	And	en
10926	G_PRP	I	en
10927	G_V	was	en
10928	DT	the	en
10929	G_SYM	one	en
10930	G_PRP	who	en
10931	G_V	created	en
10932	G_N	rift	en
10933	G_J	between	en
10934	G_PRP	them	en
10935	G_X	.	univ
10936	G_J	Tough	en
10937	G_N	luck	en
10938	PSP	if	en
10939	DT	your	en
10940	G_V	love	en
10941	G_V	didn't	en
10942	G_J	last	en
10943	G_X	,	univ
10944	G_PRP	we	en
10945	G_V	enjoyed	en
10946	G_V	listening	en
10947	PSP	through	en
10948	DT	the	en
10949	G_N	door	en
10950	G_SYM	every	en
10951	G_N	Sunday	en
10952	G_N	afternoon	en
10953	G_X	...	univ
10954	CC	Kyunki	hi
10955	G_R	har	hi
10956	G_SYM	ek	hi
10957	G_N	friend	en
10958	G_J	kameena	hi
10959	G_V	hota	hi
10960	G_V	hai	hi
10961	G_X	!	univ
10962	CC	but	en
10963	G_R	how	en
10964	G_X	?	univ
10965	G_PRT	Damnn	en
10966	G_X	...	univ
10967	G_J	frustroo	en
10968	G_N	junta	hi
10969	#	#271	univ
10970	G_X	:	univ
10971	G_PRP	I	en
10972	G_V	passed	en
10973	G_PRT	out	en
10974	DT	a	en
10975	G_J	few	en
10976	G_N	years	en
10977	G_R	ago	en
10978	CC	and	en
10979	G_PRP	these	en
10980	G_N	days	en
10981	PSP	at	en
10982	G_N	work	en
10983	G_PRP	I	en
10984	G_R	still	en
10985	G_V	spend	en
10986	DT	all	en
10987	DT	my	en
10988	G_N	time	en
10989	G_V	stalking	en
10990	G_N	IITB	acro
10991	G_N	girls	en
10992	G_N	pics	en
10993	CC	and	en
10994	G_V	fantasizing	en
10995	PSP	about	en
10996	G_PRP	them	en
10997	G_X	,	univ
10998	G_PRP	I	en
10999	G_V	used	en
11000	G_PRT	to	en
11001	G_V	do	hi
11002	DT	the	en
11003	G_J	same	en
11004	G_N	thing	en
11005	PSP	in	en
11006	G_N	IITB	acro
11007	PSP	as	en
11008	G_J	well	en
11009	G_X	.	univ
11010	G_PRT	Ahhhhh	univ
11011	G_X	....	univ
11012	G_PRT	ahhhh	univ
11013	G_R	too	en
11014	G_X	....!!!	univ
11015	CC	and	en
11016	G_PRT	fap	univ
11017	G_PRT	fap	univ
11018	G_PRT	fap	univ
11019	G_R	also	en
11020	#	#270	univ
11021	G_X	:	univ
11022	G_PRP	I	en
11023	G_N	need	en
11024	DT	some	en
11025	G_N	IITian	ne
11026	G_N	frnds	en
11027	G_X	,	univ
11028	G_PRP	I	en
11029	G_V	don't	en
11030	G_N	mind	en
11031	G_N	boys	en
11032	CC	or	en
11033	G_N	girls	en
11034	G_X	.	univ
11035	PSP	If	en
11036	G_J	interested	en
11037	G_J	add	hi
11038	G_PRP	me	en
11039	PSP	at	en
11040	G_PRP	this	en
11041	G_N	email	en
11042	G_N	ID	acro
11043	G_X	:	univ
11044	U	kaaqib@yahoo.in	univ
11045	G_V	Sorry	en
11046	G_PRP	we	en
11047	PSP	are	hi
11048	G_PRT	not	en
11049	PSP	for	en
11050	G_PRT	sale	hi
11051	E	:D	univ
11052	G_V	he	hi
11053	G_J	just	en
11054	G_V	wants	en
11055	DT	a	en
11056	G_N	frand	en
11057	E	:P	univ
11058	#	#269	univ
11059	G_X	:	univ
11060	G_PRP	I	en
11061	G_V	am	en
11062	DT	a	en
11063	G_N	girl	en
11064	PSP	from	en
11065	G_N	Vasai	ne
11066	G_X	,	univ
11067	G_N	Mumbai	ne
11068	G_X	.	univ
11069	G_PRP	I	en
11070	G_V	have	en
11071	G_V	been	en
11072	G_V	searching	en
11073	PSP	for	en
11074	DT	a	en
11075	G_N	guy	en
11076	G_V	named	en
11077	G_N	Ranjan	ne
11078	PSP	since	en
11079	DT	the	en
11080	CC	past	en
11081	$	2	univ
11082	G_N	years	en
11083	G_X	.	univ
11084	G_PRP	I	en
11085	G_V	don't	en
11086	G_V	know	en
11087	G_N	anything	en
11088	PSP	about	en
11089	G_PRP	him	en
11090	PSP	though	en
11091	G_PRP	we	en
11092	G_V	met	en
11093	G_J	just	en
11094	G_R	once	en
11095	G_X	.	univ
11096	G_V	He	hi
11097	G_V	is	en
11098	DT	a	en
11099	G_N	Bong	ne
11100	CC	and	en
11101	G_V	he	hi
11102	G_V	visited	en
11103	G_N	Vasai	ne
11104	PSP	in	en
11105	$	2011	univ
11106	G_X	.	univ
11107	PSP	If	en
11108	G_N	anyone	en
11109	G_V	knows	en
11110	G_PRP	him	en
11111	G_R	then	en
11112	G_R	please	en
11113	G_N	tag	en
11114	G_PRP	him	en
11115	G_X	!	univ
11116	G_V	He	hi
11117	PSP	may	hi
11118	G_V	be	en
11119	PSP	in	en
11120	DT	the	en
11121	G_J	last	en
11122	G_N	year	en
11123	G_R	now	en
11124	G_X	,	univ
11125	G_N	I'm	en
11126	G_PRT	not	en
11127	G_J	sure	en
11128	CC	but	en
11129	G_PRP	I	en
11130	G_R	really	en
11131	G_V	want	en
11132	G_PRT	to	en
11133	G_V	find	en
11134	G_PRP	him	en
11135	G_X	!	univ
11136	G_PRP	I	en
11137	G_V	was	en
11138	G_N	Rajan	ne
11139	CC	but	en
11140	G_PRP	I	en
11141	G_V	had	en
11142	G_PRT	to	en
11143	G_N	change	en
11144	DT	my	en
11145	G_N	identity	en
11146	PSP	because	en
11147	G_PRP	I	en
11148	G_V	joined	en
11149	G_N	RAW	acro
11150	G_X	.	univ
11151	DT	My	en
11152	G_N	mission	en
11153	G_V	is	en
11154	PSP	over	en
11155	G_R	so	en
11156	G_PRP	I	en
11157	G_V	am	en
11158	G_N	back	en
11159	G_PRT	to	en
11160	G_N	Rajan	ne
11161	E	;)	univ
11162	G_N	Ranjan	ne
11163	G_N	Sahu	ne
11164	G_X	...	univ
11165	G_N	Awinash	ne
11166	G_N	Pandey	ne
11167	G_X	...	univ
11168	G_N	Nitin	ne
11169	G_N	Bansal	ne
11170	G_X	...	univ
11171	G_N	Rohit	ne
11172	G_N	Mangal	ne
11173	G_X	...	univ
11174	G_N	Saurabh	ne
11175	G_N	Sinha	ne
11176	G_X	...	univ
11177	G_PRP	yeh	hi
11178	G_PRP	kya	hi
11179	G_V	chal	hi
11180	G_V	raha	hi
11181	G_V	hai	hi
11182	G_X	...	univ
11183	CC	Aur	hi
11184	G_N	bhai	hi
11185	G_PRP	woh	hi
11186	G_R	already	en
11187	G_V	bik	hi
11188	G_N	chuka	hi
11189	G_V	hai	hi
11190	G_X	..	univ
11191	G_N	uske	hi
11192	G_N	ghar	hi
11193	PSP	pe	hi
11194	G_J	golden	en
11195	G_N	biscuits	en
11196	PSP	k	hi
11197	G_N	khajane	hi
11198	G_V	hain	hi
11199	G_X	..	univ
11200	CC	aur	hi
11201	G_N	bihari	hi
11202	PSP	ko	hi
11203	G_N	uski	hi
11204	G_V	rakhwali	hi
11205	G_V	karne	hi
11206	PSP	k	hi
11207	PSP	liye	hi
11208	G_V	rakh	hi
11209	G_V	raha	hi
11210	G_V	hai	hi
11211	CC	plus	en
11212	G_N	beti	hi
11213	G_N	bhi	hi
11214	G_V	de	hi
11215	G_V	rha	hi
11216	G_V	hai	hi
11217	G_PRP	apni	hi
11218	G_N	Ranjan	ne
11219	G_N	Sarkar	ne
11220	G_PRP	u	en
11221	G_X	???	univ
11222	E	:o	univ
11223	G_N	Neend	hi
11224	G_N	chura	hi
11225	PSP	ke	hi
11226	G_N	raaton	hi
11227	PSP	mein	hi
11228	G_X	,	univ
11229	G_PRP	tumne	hi
11230	G_N	baton	hi
11231	G_N	baaton	hi
11232	PSP	mein	hi
11233	G_X	,	univ
11234	G_V	dekho	hi
11235	G_V	baat	hi
11236	G_V	badal	hi
11237	G_V	di	hi
11238	G_V	hai	hi
11239	U	http://www.youtube.com/watch?v=mk1Eemh2jfM	univ
11240	G_PRT	To	hi
11241	G_N	strangers	en
11242	G_X	:	univ
11243	G_V	Do	hi
11244	G_PRP	you	en
11245	G_V	know	en
11246	G_PRP	him	en
11247	G_X	?	univ
11248	G_V	Do	hi
11249	G_PRP	you	en
11250	G_V	know	en
11251	G_PRP	him	en
11252	G_X	?	univ
11253	G_R	Not	en
11254	G_PRP	you	en
11255	G_X	,	univ
11256	G_PRP	him	en
11257	E	:P	univ
11258	G_N	Sahu	ne
11259	PSP	ki	hi
11260	G_PRT	to	en
11261	G_V	nikal	hi
11262	G_V	padi	hi
11263	G_X	....	univ
11264	G_J	faaltu	hi
11265	PSP	mein	hi
11266	G_V	rota	hi
11267	G_V	rehta	hi
11268	G_V	tha	hi
11269	G_X	....	univ
11270	G_N	Ranjan	ne
11271	G_N	Sahu	ne
11272	G_V	prakash	hi
11273	G_R	daalo	hi
11274	G_V	is	en
11275	G_N	mamle	hi
11276	PSP	per	hi
11277	G_X	...	univ
11278	G_N	Ranjan	ne
11279	G_N	Sahu	ne
11280	E	:P	univ
11281	E	:P	univ
11282	E	:P	univ
11283	G_PRT	not	en
11284	G_J	sure	en
11285	G_X	...	univ
11286	CC	but	en
11287	G_N	uski	hi
11288	G_N	shadi	hi
11289	G_N	fix	en
11290	G_V	ho	hi
11291	G_V	gayi	hi
11292	G_V	hai	hi
11293	G_X	...	univ
11294	CC	aur	hi
11295	G_N	bandi	hi
11296	G_N	nitish	ne
11297	G_N	kumar	ne
11298	PSP	ki	hi
11299	G_J	relative	en
11300	G_V	hai	hi
11301	G_X	......	univ
11302	G_N	Hitendra	ne
11303	G_N	Katiyar	ne
11304	G_N	Anant	ne
11305	G_N	Tiwari	ne
11306	G_J	delta	en
11307	G_N	sa	acro
11308	G_N	abe	hi
11309	G_N	pyaar	hi
11310	G_N	andha	hi
11311	G_V	hota	hi
11312	G_V	hai	hi
11313	G_X	..	univ
11314	CC	aur	hi
11315	G_R	waise	hi
11316	G_N	bhi	hi
11317	G_N	bihari	ne
11318	G_N	bihari	ne
11319	G_J	kam	hi
11320	G_N	nepali	ne
11321	G_X	,	univ
11322	G_N	bengali	ne
11323	G_X	,	univ
11324	G_N	chinki	ne
11325	G_SYM	jyada	hi
11326	G_R	lagta	hi
11327	G_V	hai	hi
11328	G_X	..	univ
11329	E	:P	univ
11330	G_N	Hitendra	ne
11331	G_N	Katiyar	ne
11332	G_N	Saharsha	ne
11333	G_N	Keshkar	ne
11334	G_N	Sanket	ne
11335	G_N	Rathi	ne
11336	G_N	Akhil	ne
11337	G_N	Sharma	ne
11338	G_N	Manish	ne
11339	G_N	Chalana	ne
11340	G_X	...	univ
11341	G_N	Bihari	ne
11342	G_N	Bengali	ne
11343	PSP	h	hi
11344	G_PRP	kya	hi
11345	G_X	?	univ
11346	G_N	Rohit	ne
11347	G_N	Ranjan	ne
11348	G_PRT	lol	univ
11349	G_X	#268	univ
11350	G_X	:	univ
11351	DT	A	en
11352	G_N	chick	en
11353	G_V	complimented	en
11354	G_PRP	me	en
11355	G_V	saying	en
11356	G_PRP	I	en
11357	G_V	look	en
11358	G_R	like	en
11359	DT	a	en
11360	G_N	pornstar	en
11361	G_X	.	univ
11362	G_V	Does	en
11363	G_PRP	that	en
11364	G_V	mean	en
11365	G_PRP	she	en
11366	G_V	watches	en
11367	DT	a	en
11368	DT	lot	en
11369	PSP	of	en
11370	G_N	porn	en
11371	CC	or	en
11372	G_PRP	that	en
11373	G_PRP	I	en
11374	G_V	have	en
11375	DT	a	en
11376	G_J	big	en
11377	G_X	you-know-what	en
11378	G_X	?	univ
11379	G_N	Emp	ne
11380	G_N	Ally	ne
11381	E	_/\\_	univ
11382	G_PRT	Damn	en
11383	G_X	!!!	univ
11384	G_N	Haters	en
11385	G_V	will	en
11386	G_V	hate	en
11387	#	#267	univ
11388	G_X	:	univ
11389	G_PRP	This	en
11390	G_SYM	one	en
11391	G_V	is	en
11392	PSP	for	en
11393	DT	a	en
11394	G_J	civil	en
11395	G_N	grad	en
11396	G_PRP	who	en
11397	G_V	passed	en
11398	G_PRT	out	en
11399	G_R	recently	en
11400	G_X	.	univ
11401	G_PRP	This	en
11402	G_N	asshole	en
11403	G_V	played	en
11404	PSP	with	en
11405	DT	my	en
11406	G_N	life	en
11407	G_X	.	univ
11408	G_PRP	I	en
11409	G_V	cracked	en
11410	G_N	JEE	acro
11411	G_J	just	en
11412	PSP	for	en
11413	G_PRP	him	en
11414	CC	and	en
11415	G_PRP	I	en
11416	G_V	sacrificed	en
11417	DT	my	en
11418	G_J	fine	en
11419	G_J	arts	en
11420	G_N	career	en
11421	G_J	just	en
11422	PSP	for	en
11423	G_PRP	him	en
11424	G_X	...	univ
11425	CC	and	en
11426	DT	the	en
11427	G_N	scumbag	en
11428	G_V	chose	en
11429	G_PRP	that	en
11430	G_N	bitch	en
11431	PSP	from	en
11432	G_PRP	his	en
11433	G_N	class	en
11434	PSP	over	en
11435	G_PRP	me	en
11436	G_X	.	univ
11437	G_PRP	I	en
11438	G_V	should	en
11439	G_V	have	en
11440	G_V	come	en
11441	G_PRP	there	en
11442	CC	and	en
11443	G_V	kicked	en
11444	G_PRP	his	en
11445	G_V	ass	en
11446	G_R	right	en
11447	G_R	then	en
11448	G_X	.	univ
11449	PSP	For	en
11450	G_N	everything	en
11451	G_N	you've	en
11452	G_V	done	en
11453	G_X	,	univ
11454	G_PRP	you	en
11455	G_V	don't	en
11456	G_V	deserve	en
11457	DT	a	en
11458	G_N	person	en
11459	G_R	like	en
11460	G_PRP	me	en
11461	PSP	in	en
11462	DT	your	en
11463	G_N	life	en
11464	G_X	,	univ
11465	G_N	douchebag	en
11466	G_X	.	univ
11467	G_SYM	One	en
11468	G_V	can	en
11469	PSP	say	hi
11470	G_PRP	that	en
11471	DT	the	en
11472	G_J	civil	en
11473	G_N	grad	en
11474	G_V	was	en
11475	G_PRT	not	en
11476	G_R	very	en
11477	G_J	civil	en
11478	E	:p	univ
11479	G_X	High	en
11480	G_N	time	en
11481	G_X	..	univ
11482	G_N	start	en
11483	G_V	living	en
11484	DT	yor	en
11485	G_N	life	en
11486	G_R	rather	en
11487	PSP	dn	en
11488	G_PRP	his	en
11489	G_X	...!	univ
11490	G_PRP	koi	hi
11491	G_PRT	naa	hi
11492	G_X	..	univ
11493	G_PRP	u	en
11494	G_V	can	en
11495	G_R	still	en
11496	G_V	pursue	en
11497	G_J	fine	en
11498	G_N	arts	en
11499	G_X	..	univ
11500	G_J	just	en
11501	G_V	dont	en
11502	G_V	let	en
11503	G_V	go	en
11504	PSP	of	en
11505	G_R	whatever	univ
11506	G_PRP	you	en
11507	G_V	learned	en
11508	PSP	in	en
11509	G_N	IIT	en
11510	G_PRP	It	en
11511	G_V	is	en
11512	G_J	good	en
11513	G_PRP	that	en
11514	G_PRP	it	en
11515	G_V	happened	en
11516	G_R	now	en
11517	G_PRT	not	en
11518	G_R	too	en
11519	G_J	late	en
11520	G_X	.	univ
11521	G_N	Frustration	en
11522	G_X	....	univ
11523	G_PRT	LOL	univ
11524	E	:)	univ
11525	G_PRT	OP	univ
11526	G_X	:	univ
11527	G_PRP	I	en
11528	G_V	think	en
11529	G_V	he	hi
11530	G_V	will	en
11531	G_V	get	en
11532	G_N	someone	en
11533	G_V	he	hi
11534	G_V	deserves	en
11535	CC	and	en
11536	G_R	so	en
11537	G_V	will	en
11538	G_PRP	you	en
11539	#	#266	univ
11540	G_X	:	univ
11541	G_PRP	I	en
11542	G_V	was	en
11543	G_V	thinking	en
11544	PSP	of	en
11545	G_V	joining	en
11546	DT	the	en
11547	G_N	admins	en
11548	PSP	at	en
11549	G_N	IIT	en
11550	G_N	Confessions	en
11551	CC	and	en
11552	G_R	actually	en
11553	G_V	helping	en
11554	G_PRT	out	en
11555	G_X	.	univ
11556	G_R	Then	en
11557	G_PRP	I	en
11558	G_V	realized	en
11559	G_X	,	univ
11560	G_PRP	who	en
11561	G_V	am	en
11562	G_PRP	I	en
11563	G_V	kidding	en
11564	G_X	?	univ
11565	G_N	It's	en
11566	G_R	so	en
11567	G_J	much	en
11568	G_SYM	more	en
11569	G_J	fun	en
11570	G_V	laying	en
11571	G_N	back	en
11572	CC	and	en
11573	G_V	reading	en
11574	G_N	someone	en
11575	G_R	else's	en
11576	G_J	hard	en
11577	G_N	work	en
11578	G_X	.	univ
11579	#	#265	univ
11580	G_X	:	univ
11581	DT	My	en
11582	G_N	brother	en
11583	CC	&	en
11584	G_PRP	I	en
11585	G_X	,	univ
11586	G_PRP	we	en
11587	G_N	both	univ
11588	PSP	are	hi
11589	G_R	here	en
