id	tag	word	prev_word	next_word	label
11019	G_R	also	fap		en
11020	#	#270		:	univ
11021	G_X	:	#270	I	univ
11022	G_PRP	I	:	need	en
11023	G_N	need	I	some	en
11024	DT	some	need	IITian	en
11025	G_N	IITian	some	frnds	ne
11026	G_N	frnds	IITian	,	en
11027	G_X	,	frnds	I	univ
11028	G_PRP	I	,	don't	en
11029	G_V	don't	I	mind	en
11030	G_N	mind	don't	boys	en
11031	G_N	boys	mind	or	en
11032	CC	or	boys	girls	en
11033	G_N	girls	or	0	en
11034	G_X	0	girls	If	univ
11035	PSP	If	0	interested	en
11036	G_J	interested	If	add	en
11037	G_J	add	interested	me	hi
11038	G_PRP	me	add	at	en
11039	PSP	at	me	this	en
11040	G_PRP	this	at	email	en
11041	G_N	email	this	ID	en
11042	G_N	ID	email	:	acro
11043	G_X	:	ID	kaaqib@yahoo.in	univ
11044	U	kaaqib@yahoo.in	:		univ
11045	G_V	Sorry		we	en
11046	G_PRP	we	Sorry	are	en
11047	PSP	are	we	not	hi
11048	G_PRT	not	are	for	en
11049	PSP	for	not	sale	en
11050	G_PRT	sale	for	:D	hi
11051	E	:D	sale		univ
11052	G_V	he		just	hi
11053	G_J	just	he	wants	en
11054	G_V	wants	just	a	en
11055	DT	a	wants	frand	en
11056	G_N	frand	a	:P	en
11057	E	:P	frand		univ
11058	#	#269		:	univ
11059	G_X	:	#269	I	univ
11060	G_PRP	I	:	am	en
11061	G_V	am	I	a	en
11062	DT	a	am	girl	en
11063	G_N	girl	a	from	en
11064	PSP	from	girl	Vasai	en
11065	G_N	Vasai	from	,	ne
11066	G_X	,	Vasai	Mumbai	univ
11067	G_N	Mumbai	,	0	ne
11068	G_X	0	Mumbai	I	univ
11069	G_PRP	I	0	have	en
11070	G_V	have	I	been	en
11071	G_V	been	have	searching	en
11072	G_V	searching	been	for	en
11073	PSP	for	searching	a	en
11074	DT	a	for	guy	en
11075	G_N	guy	a	named	en
11076	G_V	named	guy	Ranjan	en
11077	G_N	Ranjan	named	since	ne
11078	PSP	since	Ranjan	the	en
11079	DT	the	since	past	en
11080	CC	past	the	2	en
11081	$	2	past	years	univ
11082	G_N	years	2	0	en
11083	G_X	0	years	I	univ
11084	G_PRP	I	0	don't	en
11085	G_V	don't	I	know	en
11086	G_V	know	don't	anything	en
11087	G_N	anything	know	about	en
11088	PSP	about	anything	him	en
11089	G_PRP	him	about	though	en
11090	PSP	though	him	we	en
11091	G_PRP	we	though	met	en
11092	G_V	met	we	just	en
11093	G_J	just	met	once	en
11094	G_R	once	just	0	en
11095	G_X	0	once	He	univ
11096	G_V	He	0	is	hi
11097	G_V	is	He	a	en
11098	DT	a	is	Bong	en
11099	G_N	Bong	a	and	ne
11100	CC	and	Bong	he	en
11101	G_V	he	and	visited	hi
11102	G_V	visited	he	Vasai	en
11103	G_N	Vasai	visited	in	ne
11104	PSP	in	Vasai	2011	en
11105	$	2011	in	0	univ
11106	G_X	0	2011	If	univ
11107	PSP	If	0	anyone	en
11108	G_N	anyone	If	knows	en
11109	G_V	knows	anyone	him	en
11110	G_PRP	him	knows	then	en
11111	G_R	then	him	please	en
11112	G_R	please	then	tag	en
11113	G_N	tag	please	him	en
11114	G_PRP	him	tag	!	en
11115	G_X	!	him	He	univ
11116	G_V	He	!	may	hi
11117	PSP	may	He	be	hi
11118	G_V	be	may	in	en
11119	PSP	in	be	the	en
11120	DT	the	in	last	en
11121	G_J	last	the	year	en
11122	G_N	year	last	now	en
11123	G_R	now	year	,	en
11124	G_X	,	now	I'm	univ
11125	G_N	I'm	,	not	en
11126	G_PRT	not	I'm	sure	en
11127	G_J	sure	not	but	en
11128	CC	but	sure	I	en
11129	G_PRP	I	but	really	en
11130	G_R	really	I	want	en
11131	G_V	want	really	to	en
11132	G_PRT	to	want	find	en
11133	G_V	find	to	him	en
11134	G_PRP	him	find	!	en
11135	G_X	!	him		univ
11136	G_PRP	I		was	en
11137	G_V	was	I	Rajan	en
11138	G_N	Rajan	was	but	ne
11139	CC	but	Rajan	I	en
11140	G_PRP	I	but	had	en
11141	G_V	had	I	to	en
11142	G_PRT	to	had	change	en
11143	G_N	change	to	my	en
11144	DT	my	change	identity	en
11145	G_N	identity	my	because	en
11146	PSP	because	identity	I	en
11147	G_PRP	I	because	joined	en
11148	G_V	joined	I	RAW	en
11149	G_N	RAW	joined	0	acro
11150	G_X	0	RAW	My	univ
11151	DT	My	0	mission	en
11152	G_N	mission	My	is	en
11153	G_V	is	mission	over	en
11154	PSP	over	is	so	en
11155	G_R	so	over	I	en
11156	G_PRP	I	so	am	en
11157	G_V	am	I	back	en
11158	G_N	back	am	to	en
11159	G_PRT	to	back	Rajan	en
11160	G_N	Rajan	to	;)	ne
11161	E	;)	Rajan		univ
11162	G_N	Ranjan		Sahu	ne
11163	G_N	Sahu	Ranjan	...	ne
11164	G_X	...	Sahu	Awinash	univ
11165	G_N	Awinash	...	Pandey	ne
11166	G_N	Pandey	Awinash	...	ne
11167	G_X	...	Pandey	Nitin	univ
11168	G_N	Nitin	...	Bansal	ne
11169	G_N	Bansal	Nitin	...	ne
11170	G_X	...	Bansal	Rohit	univ
11171	G_N	Rohit	...	Mangal	ne
11172	G_N	Mangal	Rohit	...	ne
11173	G_X	...	Mangal	Saurabh	univ
11174	G_N	Saurabh	...	Sinha	ne
11175	G_N	Sinha	Saurabh	...	ne
11176	G_X	...	Sinha	yeh	univ
11177	G_PRP	yeh	...	kya	hi
11178	G_PRP	kya	yeh	chal	hi
11179	G_V	chal	kya	raha	hi
11180	G_V	raha	chal	hai	hi
11181	G_V	hai	raha	...	hi
11182	G_X	...	hai		univ
11183	CC	Aur		bhai	hi
11184	G_N	bhai	Aur	woh	hi
11185	G_PRP	woh	bhai	already	hi
11186	G_R	already	woh	bik	en
11187	G_V	bik	already	chuka	hi
11188	G_N	chuka	bik	hai	hi
11189	G_V	hai	chuka	..	hi
11190	G_X	..	hai	uske	univ
11191	G_N	uske	..	ghar	hi
11192	G_N	ghar	uske	pe	hi
11193	PSP	pe	ghar	golden	hi
11194	G_J	golden	pe	biscuits	en
11195	G_N	biscuits	golden	k	en
11196	PSP	k	biscuits	khajane	hi
11197	G_N	khajane	k	hain	hi
11198	G_V	hain	khajane	..	hi
11199	G_X	..	hain	aur	univ
11200	CC	aur	..	bihari	hi
11201	G_N	bihari	aur	ko	hi
11202	PSP	ko	bihari	uski	hi
11203	G_N	uski	ko	rakhwali	hi
11204	G_V	rakhwali	uski	karne	hi
11205	G_V	karne	rakhwali	k	hi
11206	PSP	k	karne	liye	hi
11207	PSP	liye	k	rakh	hi
11208	G_V	rakh	liye	raha	hi
11209	G_V	raha	rakh	hai	hi
11210	G_V	hai	raha	plus	hi
11211	CC	plus	hai	beti	en
11212	G_N	beti	plus	bhi	hi
11213	G_N	bhi	beti	de	hi
11214	G_V	de	bhi	rha	hi
11215	G_V	rha	de	hai	hi
11216	G_V	hai	rha	apni	hi
11217	G_PRP	apni	hai		hi
11218	G_N	Ranjan		Sarkar	ne
11219	G_N	Sarkar	Ranjan	u	ne
11220	G_PRP	u	Sarkar	???	en
11221	G_X	???	u	:o	univ
11222	E	:o	???		univ
11223	G_N	Neend		chura	hi
11224	G_N	chura	Neend	ke	hi
11225	PSP	ke	chura	raaton	hi
11226	G_N	raaton	ke	mein	hi
11227	PSP	mein	raaton	,	hi
11228	G_X	,	mein	tumne	univ
11229	G_PRP	tumne	,	baton	hi
11230	G_N	baton	tumne	baaton	hi
11231	G_N	baaton	baton	mein	hi
11232	PSP	mein	baaton	,	hi
11233	G_X	,	mein	dekho	univ
11234	G_V	dekho	,	baat	hi
11235	G_V	baat	dekho	badal	hi
11236	G_V	badal	baat	di	hi
11237	G_V	di	badal	hai	hi
11238	G_V	hai	di	http://www.youtube.com/watch?v=mk1Eemh2jfM	hi
11239	U	http://www.youtube.com/watch?v=mk1Eemh2jfM	hai		univ
11240	G_PRT	To		strangers	hi
11241	G_N	strangers	To	:	en
11242	G_X	:	strangers	Do	univ
11243	G_V	Do	:	you	hi
11244	G_PRP	you	Do	know	en
11245	G_V	know	you	him	en
11246	G_PRP	him	know	?	en
11247	G_X	?	him	Do	univ
11248	G_V	Do	?	you	hi
11249	G_PRP	you	Do	know	en
11250	G_V	know	you	him	en
11251	G_PRP	him	know	?	en
11252	G_X	?	him	Not	univ
11253	G_R	Not	?	you	en
11254	G_PRP	you	Not	,	en
11255	G_X	,	you	him	univ
11256	G_PRP	him	,	:P	en
11257	E	:P	him		univ
11258	G_N	Sahu		ki	ne
11259	PSP	ki	Sahu	to	hi
11260	G_PRT	to	ki	nikal	en
11261	G_V	nikal	to	padi	hi
11262	G_V	padi	nikal	....	hi
11263	G_X	....	padi	faaltu	univ
11264	G_J	faaltu	....	mein	hi
11265	PSP	mein	faaltu	rota	hi
11266	G_V	rota	mein	rehta	hi
11267	G_V	rehta	rota	tha	hi
11268	G_V	tha	rehta	....	hi
11269	G_X	....	tha	Ranjan	univ
11270	G_N	Ranjan	....	Sahu	ne
11271	G_N	Sahu	Ranjan	prakash	ne
11272	G_V	prakash	Sahu	daalo	hi
11273	G_R	daalo	prakash	is	hi
11274	G_V	is	daalo	mamle	en
11275	G_N	mamle	is	per	hi
11276	PSP	per	mamle	...	hi
11277	G_X	...	per		univ
11278	G_N	Ranjan		Sahu	ne
11279	G_N	Sahu	Ranjan	:P	ne
11280	E	:P	Sahu	:P	univ
11281	E	:P	:P	:P	univ
11282	E	:P	:P		univ
11283	G_PRT	not		sure	en
11284	G_J	sure	not	...	en
11285	G_X	...	sure	but	univ
11286	CC	but	...	uski	en
11287	G_N	uski	but	shadi	hi
11288	G_N	shadi	uski	fix	hi
11289	G_N	fix	shadi	ho	en
11290	G_V	ho	fix	gayi	hi
11291	G_V	gayi	ho	hai	hi
11292	G_V	hai	gayi	...	hi
11293	G_X	...	hai	aur	univ
11294	CC	aur	...	bandi	hi
11295	G_N	bandi	aur	nitish	hi
11296	G_N	nitish	bandi	kumar	ne
11297	G_N	kumar	nitish	ki	ne
11298	PSP	ki	kumar	relative	hi
11299	G_J	relative	ki	hai	en
11300	G_V	hai	relative	......	hi
11301	G_X	......	hai	Hitendra	univ
11302	G_N	Hitendra	......	Katiyar	ne
11303	G_N	Katiyar	Hitendra	Anant	ne
11304	G_N	Anant	Katiyar	Tiwari	ne
11305	G_N	Tiwari	Anant		ne
11306	G_J	delta		sa	en
11307	G_N	sa	delta		acro
11308	G_N	abe		pyaar	hi
11309	G_N	pyaar	abe	andha	hi
11310	G_N	andha	pyaar	hota	hi
11311	G_V	hota	andha	hai	hi
11312	G_V	hai	hota	..	hi
11313	G_X	..	hai	aur	univ
11314	CC	aur	..	waise	hi
11315	G_R	waise	aur	bhi	hi
11316	G_N	bhi	waise	bihari	hi
11317	G_N	bihari	bhi	bihari	ne
11318	G_N	bihari	bihari	kam	ne
11319	G_J	kam	bihari	nepali	hi
11320	G_N	nepali	kam	,	ne
11321	G_X	,	nepali	bengali	univ
11322	G_N	bengali	,	,	ne
11323	G_X	,	bengali	chinki	univ
11324	G_N	chinki	,	jyada	ne
11325	G_SYM	jyada	chinki	lagta	hi
11326	G_R	lagta	jyada	hai	hi
11327	G_V	hai	lagta	..	hi
11328	G_X	..	hai	:P	univ
11329	E	:P	..		univ
11330	G_N	Hitendra		Katiyar	ne
11331	G_N	Katiyar	Hitendra	Saharsha	ne
11332	G_N	Saharsha	Katiyar	Keshkar	ne
11333	G_N	Keshkar	Saharsha	Sanket	ne
11334	G_N	Sanket	Keshkar	Rathi	ne
11335	G_N	Rathi	Sanket	Akhil	ne
11336	G_N	Akhil	Rathi	Sharma	ne
11337	G_N	Sharma	Akhil	Manish	ne
11338	G_N	Manish	Sharma	Chalana	ne
11339	G_N	Chalana	Manish	...	ne
11340	G_X	...	Chalana	Bihari	univ
11341	G_N	Bihari	...	Bengali	ne
11342	G_N	Bengali	Bihari	h	ne
11343	PSP	h	Bengali	kya	hi
11344	G_PRP	kya	h	?	hi
11345	G_X	?	kya		univ
11346	G_N	Rohit		Ranjan	ne
11347	G_N	Ranjan	Rohit		ne
11348	G_PRT	lol			univ
11349	G_X	#268		:	univ
11350	G_X	:	#268	A	univ
11351	DT	A	:	chick	en
11352	G_N	chick	A	complimented	en
11353	G_V	complimented	chick	me	en
11354	G_PRP	me	complimented	saying	en
11355	G_V	saying	me	I	en
11356	G_PRP	I	saying	look	en
11357	G_V	look	I	like	en
11358	G_R	like	look	a	en
11359	DT	a	like	pornstar	en
11360	G_N	pornstar	a	0	en
11361	G_X	0	pornstar	Does	univ
11362	G_V	Does	0	that	en
11363	G_PRP	that	Does	mean	en
11364	G_V	mean	that	she	en
11365	G_PRP	she	mean	watches	en
11366	G_V	watches	she	a	en
11367	DT	a	watches	lot	en
11368	DT	lot	a	of	en
11369	PSP	of	lot	porn	en
11370	G_N	porn	of	or	en
11371	CC	or	porn	that	en
11372	G_PRP	that	or	I	en
11373	G_PRP	I	that	have	en
11374	G_V	have	I	a	en
11375	DT	a	have	big	en
11376	G_J	big	a	you-know-what	en
11377	G_X	you-know-what	big	?	en
11378	G_X	?	you-know-what		univ
11379	G_N	Emp		Ally	ne
11380	G_N	Ally	Emp	_/\\_	ne
11381	E	_/\\_	Ally		univ
11382	G_PRT	Damn		!!!	en
11383	G_X	!!!	Damn	Haters	univ
11384	G_N	Haters	!!!	will	en
11385	G_V	will	Haters	hate	en
11386	G_V	hate	will		en
11387	#	#267		:	univ
11388	G_X	:	#267	This	univ
11389	G_PRP	This	:	one	en
11390	G_SYM	one	This	is	en
11391	G_V	is	one	for	en
11392	PSP	for	is	a	en
11393	DT	a	for	civil	en
11394	G_J	civil	a	grad	en
11395	G_N	grad	civil	who	en
11396	G_PRP	who	grad	passed	en
11397	G_V	passed	who	out	en
11398	G_PRT	out	passed	recently	en
11399	G_R	recently	out	0	en
11400	G_X	0	recently	This	univ
11401	G_PRP	This	0	asshole	en
11402	G_N	asshole	This	played	en
11403	G_V	played	asshole	with	en
11404	PSP	with	played	my	en
11405	DT	my	with	life	en
11406	G_N	life	my	0	en
11407	G_X	0	life	I	univ
11408	G_PRP	I	0	cracked	en
11409	G_V	cracked	I	JEE	en
11410	G_N	JEE	cracked	just	acro
11411	G_J	just	JEE	for	en
11412	PSP	for	just	him	en
11413	G_PRP	him	for	and	en
11414	CC	and	him	I	en
11415	G_PRP	I	and	sacrificed	en
11416	G_V	sacrificed	I	my	en
11417	DT	my	sacrificed	fine	en
11418	G_J	fine	my	arts	en
11419	G_J	arts	fine	career	en
11420	G_N	career	arts	just	en
11421	G_J	just	career	for	en
11422	PSP	for	just	him	en
11423	G_PRP	him	for	...	en
11424	G_X	...	him	and	univ
11425	CC	and	...	the	en
11426	DT	the	and	scumbag	en
11427	G_N	scumbag	the	chose	en
11428	G_V	chose	scumbag	that	en
11429	G_PRP	that	chose	bitch	en
11430	G_N	bitch	that	from	en
11431	PSP	from	bitch	his	en
11432	G_PRP	his	from	class	en
11433	G_N	class	his	over	en
11434	PSP	over	class	me	en
11435	G_PRP	me	over	0	en
11436	G_X	0	me	I	univ
11437	G_PRP	I	0	should	en
11438	G_V	should	I	have	en
11439	G_V	have	should	come	en
11440	G_V	come	have	there	en
11441	G_PRP	there	come	and	en
11442	CC	and	there	kicked	en
11443	G_V	kicked	and	his	en
11444	G_PRP	his	kicked	ass	en
11445	G_V	ass	his	right	en
11446	G_R	right	ass	then	en
11447	G_R	then	right	0	en
11448	G_X	0	then	For	univ
11449	PSP	For	0	everything	en
11450	G_N	everything	For	you've	en
11451	G_N	you've	everything	done	en
11452	G_V	done	you've	,	en
11453	G_X	,	done	you	univ
11454	G_PRP	you	,	don't	en
11455	G_V	don't	you	deserve	en
11456	G_V	deserve	don't	a	en
11457	DT	a	deserve	person	en
11458	G_N	person	a	like	en
11459	G_R	like	person	me	en
11460	G_PRP	me	like	in	en
11461	PSP	in	me	your	en
11462	DT	your	in	life	en
11463	G_N	life	your	,	en
11464	G_X	,	life	douchebag	univ
11465	G_N	douchebag	,	0	en
11466	G_X	0	douchebag		univ
11467	G_SYM	One		can	en
11468	G_V	can	One	say	en
11469	PSP	say	can	that	hi
11470	G_PRP	that	say	the	en
11471	DT	the	that	civil	en
11472	G_J	civil	the	grad	en
11473	G_N	grad	civil	was	en
11474	G_V	was	grad	not	en
11475	G_PRT	not	was	very	en
11476	G_R	very	not	civil	en
11477	G_J	civil	very	:p	en
11478	E	:p	civil		univ
11479	G_X	High		time	en
11480	G_N	time	High	..	en
11481	G_X	..	time	start	univ
11482	G_N	start	..	living	en
11483	G_V	living	start	yor	en
11484	DT	yor	living	life	en
11485	G_N	life	yor	rather	en
11486	G_R	rather	life	dn	en
11487	PSP	dn	rather	his	en
11488	G_PRP	his	dn	...!	en
11489	G_X	...!	his		univ
11490	G_PRP	koi		naa	hi
11491	G_PRT	naa	koi	..	hi
11492	G_X	..	naa	u	univ
11493	G_PRP	u	..	can	en
11494	G_V	can	u	still	en
11495	G_R	still	can	pursue	en
11496	G_V	pursue	still	fine	en
11497	G_J	fine	pursue	arts	en
11498	G_N	arts	fine	..	en
11499	G_X	..	arts	just	univ
11500	G_J	just	..	dont	en
11501	G_V	dont	just	let	en
11502	G_V	let	dont	go	en
11503	G_V	go	let	of	en
11504	PSP	of	go	whatever	en
11505	G_R	whatever	of	you	univ
11506	G_PRP	you	whatever	learned	en
11507	G_V	learned	you	in	en
11508	PSP	in	learned	IIT	en
11509	G_N	IIT	in		en
11510	G_PRP	It		is	en
11511	G_V	is	It	good	en
11512	G_J	good	is	that	en
11513	G_PRP	that	good	it	en
11514	G_PRP	it	that	happened	en
11515	G_V	happened	it	now	en
11516	G_R	now	happened	not	en
11517	G_PRT	not	now	too	en
11518	G_R	too	not	late	en
11519	G_J	late	too	0	en
11520	G_X	0	late		univ
11521	G_N	Frustration		....	en
11522	G_X	....	Frustration	LOL	univ
11523	G_PRT	LOL	....	:)	univ
11524	E	:)	LOL		univ
11525	G_PRT	OP		:	univ
11526	G_X	:	OP	I	univ
11527	G_PRP	I	:	think	en
11528	G_V	think	I	he	en
11529	G_V	he	think	will	hi
11530	G_V	will	he	get	en
11531	G_V	get	will	someone	en
11532	G_N	someone	get	he	en
11533	G_V	he	someone	deserves	hi
11534	G_V	deserves	he	and	en
11535	CC	and	deserves	so	en
11536	G_R	so	and	will	en
11537	G_V	will	so	you	en
11538	G_PRP	you	will		en
11539	#	#266		:	univ
11540	G_X	:	#266	I	univ
11541	G_PRP	I	:	was	en
11542	G_V	was	I	thinking	en
11543	G_V	thinking	was	of	en
11544	PSP	of	thinking	joining	en
11545	G_V	joining	of	the	en
11546	DT	the	joining	admins	en
11547	G_N	admins	the	at	en
11548	PSP	at	admins	IIT	en
11549	G_N	IIT	at	Confessions	en
11550	G_N	Confessions	IIT	and	en
11551	CC	and	Confessions	actually	en
11552	G_R	actually	and	helping	en
11553	G_V	helping	actually	out	en
11554	G_PRT	out	helping	0	en
11555	G_X	0	out	Then	univ
11556	G_R	Then	0	I	en
11557	G_PRP	I	Then	realized	en
11558	G_V	realized	I	,	en
11559	G_X	,	realized	who	univ
11560	G_PRP	who	,	am	en
11561	G_V	am	who	I	en
11562	G_PRP	I	am	kidding	en
11563	G_V	kidding	I	?	en
11564	G_X	?	kidding	It's	univ
11565	G_N	It's	?	so	en
11566	G_R	so	It's	much	en
11567	G_J	much	so	more	en
11568	G_SYM	more	much	fun	en
11569	G_J	fun	more	laying	en
11570	G_V	laying	fun	back	en
11571	G_N	back	laying	and	en
11572	CC	and	back	reading	en
11573	G_V	reading	and	someone	en
11574	G_N	someone	reading	else's	en
11575	G_R	else's	someone	hard	en
11576	G_J	hard	else's	work	en
11577	G_N	work	hard	0	en
11578	G_X	0	work		univ
11579	#	#265		:	univ
11580	G_X	:	#265	My	univ
11581	DT	My	:	brother	en
11582	G_N	brother	My	&	en
11583	CC	&	brother	I	en
11584	G_PRP	I	&	,	en
11585	G_X	,	I	we	univ
11586	G_PRP	we	,	both	en
11587	G_N	both	we	are	univ
11588	PSP	are	both	here	hi
11589	G_R	here	are	in	en
11590	PSP	in	here	IITB	en
11591	G_N	IITB	in	0	acro
11592	G_X	0	IITB	He	univ
11593	G_V	He	0	never	hi
11594	G_R	never	He	tells	en
11595	G_V	tells	never	me	en
11596	G_PRP	me	tells	about	en
11597	PSP	about	me	his	en
11598	G_PRP	his	about	grades	en
11599	G_N	grades	his	and	en
11600	CC	and	grades	courses	en
11601	G_N	courses	and	or	en
11602	CC	or	courses	how	en
11603	G_R	how	or	many	en
11604	G_J	many	how	problems	en
11605	G_N	problems	many	he	en
11606	G_V	he	problems	has	hi
11607	G_V	has	he	faced	en
11608	G_V	faced	has	in	en
11609	PSP	in	faced	IITB	en
11610	G_N	IITB	in	but	acro
11611	CC	but	IITB	I	en
11612	G_PRP	I	but	just	en
11613	G_J	just	I	want	en
11614	G_V	want	just	to	en
11615	G_PRT	to	want	tell	en
11616	G_V	tell	to	him	en
11617	G_PRP	him	tell	whatever	en
11618	G_R	whatever	him	are	univ
11619	PSP	are	whatever	your	hi
11620	DT	your	are	grades	en
11621	G_N	grades	your	...	en
11622	G_X	...	grades	better	univ
11623	G_J	better	...	then	en
11624	G_R	then	better	mine	en
11625	G_N	mine	then	or	hi
11626	CC	or	mine	not	en
11627	G_PRT	not	or	...	en
11628	G_X	...	not	I	univ
11629	G_PRP	I	...	will	en
11630	G_V	will	I	always	en
11631	G_R	always	will	respect	en
11632	G_V	respect	always	you	en
11633	G_PRP	you	respect	...	en
11634	G_X	...	you	You	univ
11635	G_PRP	You	...	are	en
11636	PSP	are	You	my	hi
11637	DT	my	are	inspiration	en
11638	G_N	inspiration	my	in	en
11639	PSP	in	inspiration	life	en
11640	G_N	life	in	and	en
11641	CC	and	life	you	en
11642	G_PRP	you	and	are	en
11643	PSP	are	you	the	hi
11644	DT	the	are	most	en
11645	G_R	most	the	hardworking	en
11646	G_J	hardworking	most	person	en
11647	G_N	person	hardworking	I've	en
11648	G_N	I've	person	ever	en
11649	G_R	ever	I've	seen	en
11650	G_V	seen	ever	in	en
11651	PSP	in	seen	my	en
11652	DT	my	in	life	en
11653	G_N	life	my	after	en
11654	PSP	after	life	our	en
11655	DT	our	after	father	en
11656	G_N	father	our	..	en
11657	G_X	..	father	:)	univ
11658	E	:)	..		univ
11659	CC	toh		seedhe	hi
11660	G_R	seedhe	toh	bol	hi
11661	G_V	bol	seedhe	de	hi
11662	G_V	de	bol	yaar	hi
11663	G_N	yaar	de	usko	hi
11664	G_PRP	usko	yaar	..	hi
11665	G_X	..	usko	achha	univ
11666	G_J	achha	..	lagega	hi
11667	G_V	lagega	achha	use	hi
11668	G_V	use	lagega	..	en
11669	G_X	..	use	confess	univ
11670	G_N	confess	..	karne	en
11671	G_V	karne	confess	ki	hi
11672	PSP	ki	karne	alag	hi
11673	G_J	alag	ki	hi	hi
11674	G_PRT	hi	alag	chul	hi
11675	G_N	chul	hi	machi	hi
11676	G_V	machi	chul	hoti	hi
11677	G_V	hoti	machi	hain	hi
11678	G_V	hain	hoti	sala	hi
11679	G_N	sala	hain		hi
11680	#	#264		:	univ
11681	G_X	:	#264	Got	univ
11682	G_V	Got	:	placed	en
11683	G_V	placed	Got	in	en
11684	PSP	in	placed	Schlum	en
11685	G_N	Schlum	in	but	ne
11686	CC	but	Schlum	had	en
11687	G_V	had	but	two	en
11688	$	two	had	backlogs	univ
11689	G_N	backlogs	two	to	en
11690	G_PRT	to	backlogs	clear	en
11691	G_V	clear	to	0	en
11692	G_X	0	clear	Dad	univ
11693	G_N	Dad	0	struck	en
11694	G_V	struck	Dad	a	en
11695	DT	a	struck	deal	en
11696	G_N	deal	a	with	en
11697	PSP	with	deal	Prof	en
11698	G_N	Prof	with	0	en
11699	G_X	0	Prof	Only	univ
11700	G_R	Only	0	had	en
11701	G_V	had	Only	to	en
11702	G_PRT	to	had	come	en
11703	G_V	come	to	back	en
11704	G_N	back	come	end	en
11705	G_V	end	back	of	en
11706	PSP	of	end	next	en
11707	G_R	next	of	sem	en
11708	G_N	sem	next	,	en
11709	G_X	,	sem	take	univ
11710	G_V	take	,	two	en
11711	$	two	take	mock	univ
11712	G_J	mock	two	tests	en
11713	G_N	tests	mock	0	en
11714	G_X	0	tests	Cleared	univ
11715	G_V	Cleared	0	both	en
11716	G_N	both	Cleared	courses	univ
11717	G_N	courses	both	0	en
11718	G_X	0	courses	#Aero	univ
11719	#	#Aero	0	rocks	univ
11720	G_N	rocks	#Aero	!	en
11721	G_X	!	rocks		univ
11722	G_PRT	Yes		Aero	en
11723	G_N	Aero	Yes	totally	ne
11724	G_R	totally	Aero	rocks	en
11725	G_N	rocks	totally	;)	en
11726	E	;)	rocks	~	univ
11727	G_X	~	;)	Ed	univ
11728	G_N	Ed	~		ne
11729	G_PRT	heeheh			univ
11730	G_N	Aero-09		!!.	univ
11731	G_X	!!.	Aero-09	Pawan	univ
11732	G_N	Pawan	!!.	Tez	ne
11733	G_R	Tez	Pawan	dekh	ne
11734	G_V	dekh	Tez	pehle	hi
11735	G_N	pehle	dekh	kya	hi
11736	G_PRP	kya	pehle	kya	hi
11737	G_PRP	kya	kya	hota	hi
11738	G_V	hota	kya	tha	hi
11739	G_V	tha	hota	aero	hi
11740	G_N	aero	tha	m	ne
11741	G_N	m	aero	:P	en
11742	E	:P	m		univ
11743	#	#263		:	univ
11744	G_X	:	#263	I	univ
11745	G_PRP	I	:	got	en
11746	G_V	got	I	the	en
11747	DT	the	got	CC	en
11748	G_N	CC	the	to	acro
11749	G_PRT	to	CC	shut	en
11750	G_V	shut	to	down	en
11751	G_R	down	shut	Planetromeo	en
11752	G_N	Planetromeo	down	!	en
11753	G_X	!	Planetromeo	And	univ
11754	CC	And	!	you	en
11755	G_PRP	you	And	cant	en
11756	G_V	cant	you	even	en
11757	G_R	even	cant	imagine	en
11758	G_V	imagine	even	who	en
11759	G_PRP	who	imagine	I	en
11760	G_PRP	I	who	am	en
11761	G_V	am	I	0	en
11762	G_X	0	am	#MoodICG2k13	univ
11763	#	#MoodICG2k13	0		univ
11764	#	#262		:	univ
11765	G_X	:	#262	I	univ
11766	G_PRP	I	:	once	en
11767	G_R	once	I	borrowed	en
11768	G_V	borrowed	once	a	en
11769	DT	a	borrowed	ruler	en
11770	G_N	ruler	a	from	en
11771	PSP	from	ruler	a	en
11772	DT	a	from	girl	en
11773	G_N	girl	a	in	en
11774	PSP	in	girl	my	en
11775	DT	my	in	class	en
11776	G_N	class	my	,	en
11777	G_X	,	class	used	univ
11778	G_V	used	,	it	en
11779	G_PRP	it	used	to	en
11780	G_PRT	to	it	measure	en
11781	G_V	measure	to	my	en
11782	DT	my	measure	penis	en
11783	G_N	penis	my	and	en
11784	CC	and	penis	returned	en
11785	G_V	returned	and	it	en
11786	G_PRP	it	returned	back	en
11787	G_N	back	it	to	en
11788	G_PRT	to	back	her	en
11789	G_PRP	her	to	0	en
11790	G_X	0	her		univ
11791	G_PRP	You		should	en
11792	G_V	should	You	have	en
11793	G_V	have	should	borrowed	en
11794	G_V	borrowed	have	\	en
11795	G_N	\	borrowed	double_quotes	univ
11796	G_X	double_quotes	\	Vernier	univ
11797	G_N	Vernier	double_quotes	Callipers\	ne
11798	G_N	Callipers\	Vernier	double_quotes	ne
11799	G_X	double_quotes	Callipers\	from	univ
11800	PSP	from	double_quotes	the	en
11801	DT	the	from	lab	en
11802	G_N	lab	the	...!!	en
11803	G_X	...!!	lab	:P	univ
11804	E	:P	...!!		univ
11805	G_N	dost		borrow	hi
11806	G_V	borrow	dost	her	en
11807	G_PRP	her	borrow	water	en
11808	G_N	water	her	bottle	en
11809	G_N	bottle	water	:D	en
11810	E	:D	bottle		univ
