id	tag	word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
12151	G_N	tears	en	en	en	G_J	0	0
12152	G_V	will	en	en	en	G_N	0	0
12153	G_V	be	en	en	en	G_V	0	0
12154	G_V	running	en	en	en	G_V	0	0
12155	G_PRT	down	en	en	en	G_V	0	0
12156	DT	your	en	en	en	G_PRT	0	0
12157	G_N	face	en	en	univ	DT	0	0
12158	G_X	,	univ	en	en	G_N	0	0
12159	G_PRP	this	en	univ	en	G_X	0	0
12160	G_V	is	en	en	en	G_PRP	0	0
12161	G_R	when	en	en	en	G_V	0	0
12162	G_PRP	you	en	en	en	G_R	0	0
12163	G_V	lean	en	en	en	G_PRP	0	0
12164	CC	on	en	en	en	G_V	0	0
12165	G_PRP	his	en	en	en	CC	0	0
12166	G_N	desk	en	en	en	G_PRP	0	0
12167	PSP	and	en	en	en	G_N	0	0
12168	G_R	pathetically	en	en	en	PSP	0	0
12169	G_V	tell	en	en	en	G_R	0	0
12170	DT	the	en	en	en	G_V	0	0
12171	G_N	prof	en	en	en	DT	0	0
12172	G_PRP	you	en	en	en	G_N	0	0
12173	G_V	have	en	en	en	G_PRP	0	0
12174	G_J	acute	en	en	en	G_V	0	0
12175	G_J	contagious	en	en	en	G_J	0	0
12176	G_J	viral	en	en	en	G_J	0	0
12177	G_N	conjunctivitis	en	en	en	G_J	0	0
12178	PSP	and	en	en	en	G_N	0	0
12179	G_PRP	you	en	en	en	PSP	0	0
12180	G_V	are	en	en	en	G_PRP	0	0
12181	G_R	very	en	en	en	G_V	0	0
12182	G_J	sorry	en	en	en	G_R	0	0
12183	G_PRP	that	en	en	en	G_J	0	0
12184	G_PRP	you	en	en	en	G_PRP	0	0
12185	G_V	couldn't	en	en	en	G_PRP	0	0
12186	G_V	attend	en	en	en	G_V	0	0
12187	DT	the	en	en	en	G_V	0	0
12188	G_N	endsem	en	en	univ	DT	0	0
12189	G_X	.	univ	en	en	G_N	0	0
12190	PSP	By	en	univ	en	G_X	0	0
12191	G_PRP	this	en	en	en	PSP	0	0
12192	G_N	time	en	en	en	G_PRP	0	0
12193	DT	your	en	en	en	G_N	0	0
12194	G_N	eyes	en	en	en	DT	0	0
12195	G_V	will	en	en	en	G_N	0	0
12196	G_V	be	en	en	en	G_V	0	0
12197	G_J	blood	en	en	en	G_V	0	0
12198	G_J	red	en	en	en	G_J	0	0
12199	G_V	burning	en	en	en	G_J	0	0
12200	PSP	and	en	en	en	G_V	0	0
12201	G_N	tears	en	en	en	PSP	0	0
12202	G_V	will	en	en	en	G_N	0	0
12203	G_V	be	en	en	en	G_V	0	0
12204	G_V	streaming	en	en	en	G_V	0	0
12205	CC	onto	en	en	en	G_V	0	0
12206	DT	the	en	en	en	CC	0	0
12207	G_N	prof's	en	en	en	DT	0	0
12208	G_N	desk	en	en	univ	G_N	0	0
12209	G_X	,	univ	en	en	G_N	0	0
12210	G_PRP	he	en	univ	en	G_X	0	0
12211	G_V	will	en	en	en	G_PRP	0	0
12212	G_V	jump	en	en	en	G_V	0	0
12213	G_R	back	en	en	en	G_V	0	0
12214	PSP	in	en	en	en	G_R	0	0
12215	G_N	fear	en	en	en	PSP	0	0
12216	CC	of	en	en	en	G_N	0	0
12217	G_N	contamination	en	en	en	CC	0	0
12218	PSP	and	en	en	en	G_N	0	0
12219	G_V	scream	en	en	en	PSP	0	0
12220	CC	at	en	en	en	G_V	0	0
12221	G_PRP	you	en	en	en	CC	0	0
12222	CC	to	en	en	en	G_PRP	0	0
12223	G_V	get	en	en	en	CC	0	0
12224	DT	the	en	en	en	G_V	0	0
12225	G_N	fuck	en	en	en	DT	0	0
12226	PSP	out	en	en	en	G_N	0	0
12227	CC	of	en	en	en	PSP	0	0
12228	G_PRP	his	en	en	en	CC	0	0
12229	G_N	office	en	en	univ	G_PRP	0	0
12230	G_X	.	univ	en	en	G_N	0	0
12231	PSP	Of	en	univ	en	G_X	0	0
12232	G_N	course	en	en	en	PSP	0	0
12233	G_PRP	you	en	en	en	G_N	0	0
12234	G_V	need	en	en	en	G_PRP	0	0
12235	CC	to	en	en	en	G_V	0	0
12236	G_V	do	en	en	en	CC	0	0
12237	DT	all	en	en	en	G_V	0	0
12238	G_PRP	this	en	en	en	DT	0	0
12239	PSP	in	en	en	en	G_PRP	0	0
12240	G_J	less	en	en	en	PSP	0	0
12241	PSP	than	en	en	univ	G_J	0	0
12242	$	30	univ	en	en	PSP	0	1
12243	G_N	seconds	en	univ	univ	$	0	0
12244	G_X	,	univ	en	en	G_N	0	0
12245	PSP	because	en	univ	en	G_X	0	0
12246	G_V	that's	en	en	en	PSP	0	0
12247	G_R	when	en	en	en	G_V	0	0
12248	DT	the	en	en	en	G_R	0	0
12249	G_N	eye	en	en	en	DT	0	0
12250	G_N	drops	en	en	en	G_N	0	0
12251	G_V	have	en	en	en	G_N	0	0
12252	G_V	finished	en	en	en	G_V	0	0
12253	DT	their	en	en	en	G_V	0	0
12254	G_J	initial	en	en	en	DT	0	0
12255	G_V	burning	en	en	en	G_J	0	0
12256	G_N	effect	en	en	en	G_V	0	0
12257	PSP	and	en	en	en	G_N	0	0
12258	DT	your	en	en	en	PSP	0	0
12259	G_N	eyes	en	en	en	DT	0	0
12260	G_R	now	en	en	en	G_N	0	0
12261	G_V	feel	en	en	en	G_R	0	0
12262	G_J	cool	en	en	en	G_V	0	0
12263	PSP	and	en	en	en	G_J	0	0
12264	G_J	heavenly	en	en	en	PSP	0	0
12265	G_J	peaceful	en	en	univ	G_J	0	0
12266	G_X	(	univ	en	en	G_J	0	0
12267	G_J	careful	en	univ	en	G_X	0	0
12268	DT	the	en	en	en	G_J	0	0
12269	G_J	fucking	en	en	en	DT	0	0
12270	G_N	drops	en	en	en	G_J	0	0
12271	G_V	are	en	en	en	G_N	0	0
12272	G_J	addictive	en	en	univ	G_V	0	0
12273	G_X	)	univ	en	en	G_J	0	0
12274	PSP	and	en	univ	en	G_X	0	0
12275	DT	the	en	en	en	PSP	0	0
12276	G_J	redness	en	en	en	DT	0	0
12277	G_V	goes	en	en	en	G_J	0	0
12278	G_R	away	en	en	univ	G_V	0	0
12279	G_X	.	univ	en	en	G_R	0	0
12280	G_PRP	I	en	univ	en	G_X	0	0
12281	G_V	have	en	en	en	G_PRP	0	0
12282	G_V	conned	en	en	en	G_V	0	0
12283	G_X	profs	en	en	univ	G_V	0	0
12284	$	4	univ	en	en	G_X	0	1
12285	G_N	times	en	univ	en	$	0	0
12286	CC	with	en	en	en	G_N	0	0
12287	G_PRP	this	en	en	en	CC	0	0
12288	G_N	tactic	en	en	univ	G_PRP	0	0
12289	G_X	,	univ	en	en	G_N	0	0
12290	G_R	successfully	en	univ	en	G_X	0	0
12291	G_V	getting	en	en	en	G_R	0	0
12292	G_N	II	en	en	en	G_V	0	0
12293	G_R	instead	en	en	en	G_N	0	0
12294	CC	of	en	en	acro	G_R	0	0
12295	G_X	XX	acro	en	en	CC	0	0
12296	PSP	and	en	acro	en	G_X	0	0
12297	G_V	getting	en	en	en	PSP	0	0
12298	CC	an	en	en	en	G_V	0	0
12299	G_J	entire	en	en	en	CC	0	0
12300	G_N	summer/winter	en	en	en	G_J	0	0
12301	CC	to	en	en	en	G_N	0	0
12302	G_N	mug	en	en	en	CC	0	0
12303	CC	at	en	en	en	G_N	0	0
12304	G_N	leisure	en	en	univ	CC	0	0
12305	G_X	.	univ	en		G_N	0	0
12306	G_J	Awesome	en		en		0	0
12307	G_R	even	en	en	en	G_J	0	0
12308	PSP	if	en	en	en	G_R	0	0
12309	G_J	fake	en	en	en	PSP	0	0
12310	G_V	sounding	en	en		G_J	0	0
12311	G_N	II	en		en		0	0
12312	G_V	does	en	en	en	G_N	0	0
12313	G_R	not	en	en	en	G_V	0	0
12314	G_V	warrant	en	en	en	G_R	0	0
12315	G_PRP	you	en	en	en	G_V	0	0
12316	DT	a	en	en	en	G_PRP	0	0
12317	G_N	re-exam	en	en	univ	DT	0	0
12318	G_X	.	univ	en	acro	G_N	0	0
12319	G_N	DUGC	acro	univ	en	G_X	0	0
12320	G_V	takes	en	acro	univ	G_N	0	0
12321	G_X	(	univ	en	en	G_V	0	0
12322	G_PRT	up	en	univ	univ	G_X	0	0
12323	G_X	)	univ	en	en	G_PRT	0	0
12324	DT	your	en	univ	en	G_X	0	0
12325	G_N	case	en	en	en	DT	0	0
12326	PSP	and	en	en	en	G_N	0	0
12327	G_R	then	en	en	en	PSP	0	0
12328	G_V	decides	en	en	en	G_R	0	0
12329	PSP	whether	en	en	en	G_V	0	0
12330	PSP	or	en	en	en	PSP	0	0
12331	G_R	not	en	en	en	PSP	0	0
12332	G_PRP	you	en	en	en	G_R	0	0
12333	G_V	deserve	en	en	en	G_PRP	0	0
12334	$	one	en	en	univ	G_V	0	1
12335	G_X	.	univ	en		$	0	0
12336	G_PRP	I	en		en		0	0
12337	G_V	did	en	en	en	G_PRP	0	0
12338	G_PRP	this	en	en	en	G_V	0	0
12339	G_SYM	twice	en	en	univ	G_PRP	0	0
12340	G_X	,	univ	en	en	G_SYM	0	0
12341	PSP	by	en	univ	en	G_X	0	0
12342	G_V	getting	en	en	en	PSP	0	0
12343	DT	a	en	en	univ	G_V	0	0
12344	G_X	'	univ	en	en	DT	0	0
12345	G_J	pink	en	univ	univ	G_X	0	0
12346	G_X	'	univ	en	en	G_J	0	0
12347	G_N	slip	en	univ	en	G_X	0	0
12348	PSP	after	en	en	en	G_N	0	0
12349	G_V	convincing	en	en	en	PSP	0	0
12350	DT	the	en	en	en	G_V	0	0
12351	G_N	doc	en	en	en	DT	0	0
12352	G_PRP	that	en	en	en	G_N	0	0
12353	G_PRP	I	en	en	univ	G_PRP	0	0
12354	G_X	'	univ	en	en	G_PRP	0	0
12355	G_V	fainted	en	univ	univ	G_X	0	0
12356	G_X	'	univ	en		G_V	0	0
12357	$	#258	univ		univ		0	1
12358	G_X	[	univ	univ	acro	$	0	0
12359	G_X	M2K	acro	univ	univ	G_X	0	0
12360	G_X	]:	univ	acro	en	G_X	0	0
12361	G_R	back	en	univ	en	G_X	0	0
12362	PSP	in	en	en	en	G_R	0	0
12363	DT	the	en	en	univ	PSP	0	0
12364	G_X	'	univ	en	univ	DT	0	0
12365	$	90s	univ	univ	univ	G_X	0	1
12366	$	H9	univ	univ	en	$	0	1
12367	G_V	used	en	univ	en	$	0	0
12368	CC	to	en	en	en	G_V	0	0
12369	G_V	organize	en	en	univ	CC	0	0
12370	G_X	\	univ	en	univ	G_V	0	0
12371	G_X	double_quotes	univ	univ	en	G_X	0	0
12372	G_N	socials\	en	univ	univ	G_X	0	0
12373	G_X	double_quotes	univ	en	en	G_N	0	0
12374	CC	with	en	univ	ne	G_X	0	0
12375	G_N	Sophia	ne	en	en	CC	0	0
12376	G_N	college	en	ne	univ	G_N	0	0
12377	G_X	.	univ	en	en	G_N	0	0
12378	G_R	Essentially	en	univ	en	G_X	0	0
12379	G_PRP	we	en	en	en	G_R	0	0
12380	G_V	would	en	en	en	G_PRP	0	0
12381	G_V	arrange	en	en	en	G_V	0	0
12382	G_J	mega	en	en	en	G_V	0	0
12383	G_N	booze	en	en	univ	G_J	0	0
12384	G_X	,	univ	en	en	G_N	0	0
12385	G_N	weed	en	univ	en	G_X	0	0
12386	G_X	etc	en	en	univ	G_N	0	0
12387	G_X	,	univ	en	en	G_X	0	0
12388	G_V	hire	en	univ	en	G_X	0	0
12389	DT	a	en	en	en	G_V	0	0
12390	G_N	bus	en	en	en	DT	0	0
12391	PSP	and	en	en	en	G_N	0	0
12392	G_V	send	en	en	en	PSP	0	0
12393	DT	it	en	en	en	G_V	0	0
12394	CC	to	en	en	ne	DT	0	0
12395	G_N	Sophia	ne	en	univ	CC	0	0
12396	G_X	,	univ	ne	en	G_N	0	0
12397	G_PRP	they	en	univ	en	G_X	0	0
12398	G_V	would	en	en	en	G_PRP	0	0
12399	G_V	fill	en	en	en	G_V	0	0
12400	DT	it	en	en	en	G_V	0	0
12401	CC	with	en	en	en	DT	0	0
12402	DT	all	en	en	en	CC	0	0
12403	G_X	sorts	en	en	en	DT	0	0
12404	CC	of	en	en	en	G_X	0	0
12405	G_N	girls	en	en	univ	CC	0	0
12406	G_X	,	univ	en	en	G_N	0	0
12407	G_N	bus	en	univ	en	G_X	0	0
12408	G_V	comes	en	en	en	G_N	0	0
12409	G_R	back	en	en	en	G_V	0	0
12410	CC	to	en	en	univ	G_R	0	0
12411	$	H9	univ	en	univ	CC	0	1
12412	G_X	,	univ	univ	en	$	0	0
12413	G_N	party	en	univ	en	G_X	0	0
12414	G_V	happens	en	en	en	G_N	0	0
12415	PSP	in	en	en	en	G_V	0	0
12416	DT	the	en	en	en	PSP	0	0
12417	G_N	party	en	en	en	DT	0	0
12418	G_N	hall	en	en	en	G_N	0	0
12419	CC	on	en	en	en	G_N	0	0
12420	G_J	top	en	en	en	CC	0	0
12421	CC	on	en	en	en	G_J	0	0
12422	DT	the	en	en	en	CC	0	0
12423	G_N	mess	en	en	en	DT	0	0
12424	G_N	hall	en	en	univ	G_N	0	0
12425	G_X	...	univ	en	en	G_N	0	0
12426	G_X	Everyone	en	univ	en	G_X	0	0
12427	G_V	would	en	en	en	G_X	0	0
12428	G_V	be	en	en	en	G_V	0	0
12429	G_J	drunk	en	en	en	G_V	0	0
12430	PSP	and	en	en	en	G_J	0	0
12431	G_V	wasted	en	en	univ	PSP	0	0
12432	G_X	,	univ	en	en	G_V	0	0
12433	PSP	and	en	univ	en	G_X	0	0
12434	G_N	boys	en	en	en	PSP	0	0
12435	PSP	&	en	en	en	G_N	0	0
12436	G_N	girls	en	en	en	PSP	0	0
12437	DT	all	en	en	en	G_N	0	0
12438	G_V	had	en	en	en	DT	0	0
12439	G_N	fun	en	en	univ	G_V	0	0
12440	E	;)	univ	en	en	G_N	0	0
12441	G_R	Then	en	univ	en	E	0	0
12442	PSP	in	en	en	univ	G_R	0	0
12443	$	1997	univ	en	en	PSP	0	1
12444	DT	some	en	univ	en	$	0	0
12445	G_N	moron	en	en	en	DT	0	0
12446	G_V	OD'd	en	en	en	G_N	0	0
12447	PSP	and	en	en	en	G_V	0	0
12448	G_V	created	en	en	en	PSP	0	0
12449	DT	a	en	en	en	G_V	0	0
12450	G_J	public	en	en	en	DT	0	0
12451	G_N	nuisance	en	en	univ	G_J	0	0
12452	G_X	,	univ	en	en	G_N	0	0
12453	PSP	and	en	univ	en	G_X	0	0
12454	DT	all	en	en	en	PSP	0	0
12455	G_N	socials	en	en	en	DT	0	0
12456	G_V	got	en	en	en	G_N	0	0
12457	G_V	banned	en	en	univ	G_V	0	0
12458	G_X	.	univ	en	en	G_V	0	0
12459	G_R	No	en	univ	en	G_X	0	0
12460	G_J	more	en	en	ne	G_R	0	0
12461	G_N	Sophia	ne	en	en	G_J	0	0
12462	G_N	socials	en	ne	en	G_N	0	0
12463	PSP	after	en	en	en	G_N	0	0
12464	G_PRP	that	en	en	univ	PSP	0	0
12465	E	:(	univ	en	univ	G_PRP	0	0
12466	G_X	.	univ	univ	univ	E	0	0
12467	G_X	.	univ	univ	univ	G_X	0	0
12468	G_X	.	univ	univ	univ	G_X	0	0
12469	G_X	.	univ	univ	en	G_X	0	0
12470	G_R	Here	en	univ	en	G_X	0	0
12471	G_V	is	en	en	en	G_R	0	0
12472	DT	a	en	en	en	G_V	0	0
12473	G_N	photo	en	en	en	DT	0	0
12474	CC	of	en	en	en	G_N	0	0
12475	DT	the	en	en	en	CC	0	0
12476	G_J	last	en	en	en	DT	0	0
12477	G_N	social	en	en	en	G_J	0	0
12478	G_V	held	en	en	en	G_N	0	0
12479	CC	at	en	en	univ	G_V	0	0
12480	G_X	H9	univ	en	en	CC	0	0
12481	G_X	terrace	en	univ	en	G_X	0	0
12482	CC	on	en	en	en	G_X	0	0
12483	PSP	4	en	en	en	CC	0	0
12484	G_X	Feb	en	en	univ	PSP	0	0
12485	$	1997	univ	en	univ	G_X	0	1
12486	G_X	.	univ	univ	en	$	0	0
12487	G_PRP	I	en	univ	en	G_X	0	0
12488	G_V	am	en	en	en	G_PRP	0	0
12489	$	one	en	en	en	G_V	0	1
12490	CC	of	en	en	en	$	0	0
12491	DT	the	en	en	en	CC	0	0
12492	G_N	people	en	en	en	DT	0	0
12493	PSP	in	en	en	en	G_N	0	0
12494	DT	it	en	en	univ	PSP	0	0
12495	G_X	!	univ	en		DT	0	0
12496	G_N	Eddie	ne		univ		0	0
12497	G_X	,	univ	ne	en	G_N	0	0
12498	G_PRP	You	en	univ	en	G_X	0	0
12499	G_V	are	en	en	en	G_PRP	0	0
12500	DT	a	en	en	en	G_V	0	0
12501	G_N	guy(provable	en	en	univ	DT	0	0
12502	G_X	!	univ	en	univ	G_N	0	0
12503	G_X	)	univ	univ	univ	G_X	0	0
12504	G_X	.	univ	univ	en	G_X	0	0
12505	DT	My	en	univ	en	G_X	0	0
12506	G_N	observations	en	en	en	DT	0	0
12507	CC	on	en	en	en	G_N	0	0
12508	DT	your	en	en	en	CC	0	0
12509	G_V	commenting	en	en	en	DT	0	0
12510	G_N	style	en	en	en	G_V	0	0
12511	PSP	and	en	en	en	G_N	0	0
12512	DT	a	en	en	en	PSP	0	0
12513	G_J	comparative	en	en	en	DT	0	0
12514	G_N	observation	en	en	en	G_J	0	0
12515	CC	on	en	en	en	G_N	0	0
12516	DT	the	en	en	en	CC	0	0
12517	G_N	guys	en	en	en	DT	0	0
12518	PSP	in	en	en	en	G_N	0	0
12519	DT	that	en	en	en	PSP	0	0
12520	G_N	photo	en	en	univ	DT	0	0
12521	G_X	,	univ	en	en	G_N	0	0
12522	G_PRP	you	en	univ	en	G_X	0	0
12523	G_V	must	en	en	en	G_PRP	0	0
12524	G_V	be	en	en	en	G_V	0	0
12525	DT	the	en	en	en	G_V	0	0
12526	G_N	guy	en	en	en	DT	0	0
12527	G_V	raising	en	en	en	G_N	0	0
12528	G_PRP	his	en	en	en	G_V	0	0
12529	G_J	left	en	en	en	G_PRP	0	0
12530	G_N	hand	en	en	en	G_J	0	0
12531	PSP	or	en	en	en	G_N	0	0
12532	DT	the	en	en	en	PSP	0	0
12533	G_N	guy	en	en	en	DT	0	0
12534	PSP	in	en	en	en	G_N	0	0
12535	DT	the	en	en	en	PSP	0	0
12536	G_J	yellow	en	en	en	DT	0	0
12537	G_N	shirt	en	en	univ	G_J	0	0
12538	G_X	.	univ	en	en	G_N	0	0
12539	G_PRP	That	en	univ	en	G_X	0	0
12540	G_V	s	en	en	en	G_PRP	0	0
12541	DT	all	en	en	en	G_V	0	0
12542	DT	your	en	en	en	DT	0	0
12543	G_N	honor	en	en	univ	DT	0	0
12544	G_X	!!!	univ	en	univ	G_N	0	0
12545	E	;)	univ	univ		G_X	0	0
12546	G_PRP	I	en		en		0	0
12547	G_V	Wonder	en	en	en	G_PRP	0	0
12548	G_PRP	who	en	en	en	G_V	0	0
12549	DT	it	en	en	en	G_PRP	0	0
12550	G_V	is	en	en	univ	DT	0	0
12551	G_X	?	univ	en	univ	G_V	0	0
12552	E	:-P	univ	univ	en	G_X	0	0
12553	G_V	do	en	univ	en	E	0	0
12554	G_PRP	i	en	en	en	G_V	0	0
12555	G_V	get	en	en	en	G_PRP	0	0
12556	G_N	beer	en	en	en	G_V	0	0
12557	PSP	and	en	en	en	G_N	0	0
12558	G_N	pizza	en	en	en	PSP	0	0
12559	PSP	as	en	en	en	G_N	0	0
12560	G_V	well	en	en	ne	PSP	0	0
12561	G_X	m2k	ne	en	univ	G_V	0	0
12562	G_X	?	univ	ne		G_X	0	0
12563	G_N	Valfi	ne		hi		0	0
12564	PSP	ki	hi	ne	en	G_N	0	0
12565	G_N	photo	en	hi	hi	PSP	0	0
12566	G_N	lag	hi	en	hi	G_N	0	0
12567	G_V	rahi	hi	hi	hi	G_N	0	0
12568	G_PRT	hai	hi	hi	univ	G_V	0	0
12569	G_X	.	univ	hi		G_PRT	0	0
12570	G_X	\	univ		univ		0	0
12571	G_X	double_quotes	univ	univ	en	G_X	0	0
12572	G_V	fill	en	univ	en	G_X	0	0
12573	DT	it	en	en	en	G_V	0	0
12574	PSP	with	en	en	en	DT	0	0
12575	DT	all	en	en	en	PSP	0	0
12576	G_N	sorts	en	en	en	DT	0	0
12577	PSP	of	en	en	en	G_N	0	0
12578	G_N	girls\	en	en	univ	PSP	0	0
12579	G_X	double_quotes	univ	en	univ	G_N	0	0
12580	G_X	.	univ	univ	univ	G_X	0	0
12581	G_X	.	univ	univ	acro	G_X	0	0
12582	G_PRT	WTF	acro	univ	univ	G_X	0	0
12583	G_X	?	univ	acro		G_PRT	0	0
12584	G_PRT	hiiii	en				0	0
12585	DT	An	en		en		0	0
12586	G_J	open	en	en	en	DT	0	0
12587	G_N	invitation	en	en	en	G_J	0	0
12588	CC	to	en	en	en	G_N	0	0
12589	G_V	guess	en	en	en	CC	0	0
12590	G_PRP	which	en	en	en	G_V	0	0
12591	$	one	en	en	en	G_PRP	0	1
12592	CC	of	en	en	en	$	0	0
12593	DT	these	en	en	en	CC	0	0
12594	G_V	is	en	en	en	DT	0	0
12595	G_PRP	me	en	en	univ	G_V	0	0
12596	E	;)	univ	en	hi	G_PRP	0	0
12597	G_N	daaru	hi	univ	en	E	0	0
12598	PSP	and	en	hi	en	G_N	0	0
12599	G_N	pizza	en	en	en	PSP	0	0
12600	G_V	will	en	en	en	G_N	0	0
12601	G_V	flow	en	en	en	G_V	0	0
12602	PSP	without	en	en	en	G_V	0	0
12603	G_V	stopping	en	en	en	PSP	0	0
12604	G_R	when	en	en	en	G_V	0	0
12605	G_PRP	I	en	en	univ	G_R	0	0
12606	G_X	;	univ	en	en	G_PRP	0	0
12607	G_V	m	en	univ	en	G_X	0	0
12608	G_J	next	en	en	en	G_V	0	0
12609	CC	on	en	en	en	G_J	0	0
12610	G_N	campus	en	en	ne	CC	0	0
12611	G_X	(	ne	en	en	G_N	0	0
12612	CC	for	en	ne	en	G_X	0	0
12613	DT	a	en	en	en	CC	0	0
12614	G_J	few	en	en	en	DT	0	0
12615	G_N	hours	en	en	en	G_J	0	0
12616	CC	at	en	en	en	G_N	0	0
12617	G_J	least	en	en	univ	CC	0	0
12618	G_X	)	univ	en	univ	G_J	0	0
12619	G_X	~	univ	univ	ne	G_X	0	0
12620	G_X	Ed	ne	univ	univ	G_X	0	0
12621	G_X	[	univ	ne	en	G_X	0	0
12622	G_X	PS	en	univ	univ	G_X	0	0
12623	G_X	:	univ	en	en	G_X	0	0
12624	G_PRP	I	en	univ	en	G_X	0	0
12625	G_V	have	en	en	en	G_PRP	0	0
12626	G_R	never	en	en	en	G_V	0	0
12627	G_V	mentioned	en	en	en	G_R	0	0
12628	PSP	whether	en	en	en	G_V	0	0
12629	G_PRP	I	en	en	en	PSP	0	0
12630	G_V	was	en	en	en	G_PRP	0	0
12631	DT	a	en	en	en	G_V	0	0
12632	G_N	girl	en	en	en	DT	0	0
12633	PSP	or	en	en	en	G_N	0	0
12634	DT	a	en	en	en	PSP	0	0
12635	G_N	guy	en	en	univ	DT	0	0
12636	G_X	,	univ	en	en	G_N	0	0
12637	G_R	so	en	univ	en	G_X	0	0
12638	G_J	happy	en	en	en	G_R	0	0
12639	G_V	guessing	en	en	univ	G_J	0	0
12640	G_X	]	univ	en		G_V	0	0
12641	G_J	Dear	en		en		0	0
12642	G_N	confessor	en	en	univ	G_J	0	0
12643	G_X	.	univ	en	en	G_N	0	0
12644	G_PRT	Well	en	univ	en	G_X	0	0
12645	DT	its	en	en	en	G_PRT	0	0
12646	G_R	still	en	en	en	DT	0	0
12647	G_R	on	en	en	en	G_R	0	0
12648	PSP	and	en	en	en	G_R	0	0
12649	DT	these	en	en	en	PSP	0	0
12650	G_N	days	en	en	en	DT	0	0
12651	DT	the	en	en	en	G_N	0	0
12652	G_N	kids	en	en	en	DT	0	0
12653	G_V	call	en	en	en	G_N	0	0
12654	DT	it	en	en	univ	G_V	0	0
12655	G_X	\	univ	en	univ	DT	0	0
12656	G_X	double_quotes	univ	univ	en	G_X	0	0
12657	G_X	mi	en	univ	univ	G_X	0	0
12658	G_X	\	univ	en	univ	G_X	0	0
12659	G_X	double_quotes	univ	univ		G_X	0	0
12660	G_R	Now	en		en		0	0
12661	G_PRP	I	en	en	en	G_R	0	0
12662	G_V	know	en	en	ne	G_PRP	0	0
12663	G_J	American	ne	en	en	G_V	0	0
12664	G_N	pie	en	ne	en	G_J	0	0
12665	G_V	was	en	en	en	G_N	0	0
12666	G_V	based	en	en	en	G_V	0	0
12667	PSP	on	en	en	en	G_V	0	0
12668	G_J	real	en	en	en	PSP	0	0
12669	G_N	life	en	en	en	G_J	0	0
12670	G_N	incident	en	en	univ	G_N	0	0
12671	G_X	.	univ	en		G_N	0	0
12672	G_N	bhaiya	hi		en		0	0
12673	G_R	where	en	hi	hi	G_N	0	0
12674	G_V	r	hi	en	en	G_R	0	0
12675	G_PRP	u	en	hi	univ	G_V	0	0
12676	G_X	.	univ	en	en	G_PRP	0	0
12677	G_PRP	i	en	univ	en	G_X	0	0
12678	G_V	can't	en	en	en	G_PRP	0	0
12679	G_V	spot	en	en	en	G_V	0	0
12680	G_PRP	u	en	en	univ	G_V	0	0
12681	G_X	.......	univ	en		G_PRP	0	0
12682	G_N	vapas	hi		hi		0	0
12683	G_V	chalu	hi	hi	hi	G_N	0	0
12684	G_V	karwaaoo	hi	hi	hi	G_V	0	0
12685	G_N	yaar	hi	hi		G_V	0	0
12686	G_PRP	What	en		en		0	0
12687	DT	a	en	en	en	G_PRP	0	0
12688	G_N	loss	en	en	univ	DT	0	0
12689	G_X	!!!	univ	en	univ	G_N	0	0
12690	E	:(	univ	univ		G_X	0	0
12691	E	o.O	univ		univ		0	0
12692	E	:(	univ	univ		E	0	0
12693	G_J	holy	en		en		0	0
12694	G_N	shit	en	en	univ	G_J	0	0
12695	G_X	:	univ	en	univ	G_N	0	0
12696	G_X	*	univ	univ		G_X	0	0
12697	$	#258	univ		univ		0	1
12698	G_X	:	univ	univ	en	$	0	0
12699	PSP	For	en	univ	en	G_X	0	0
12700	DT	all	en	en	en	PSP	0	0
12701	G_PRP	you	en	en	hi	DT	0	0
12702	G_J	tharki	hi	en	hi	G_PRP	0	0
12703	G_N	junta	hi	hi	en	G_J	0	0
12704	PSP	out	en	hi	en	G_N	0	0
12705	G_R	there	en	en	univ	PSP	0	0
12706	G_X	...	univ	en		G_R	0	0
12707	G_N	studdd	en		univ		0	0
12708	G_X	!!!!!!!!!!!!!!	univ	en		G_N	0	0
12709	$	#257	univ		univ		0	1
12710	G_X	:	univ	univ	en	$	0	0
12711	DT	A	en	univ	en	G_X	0	0
12712	G_J	beautiful	en	en	en	DT	0	0
12713	G_N	girl	en	en	univ	G_J	0	0
12714	G_X	,	univ	en	en	G_N	0	0
12715	G_PRP	who	en	univ	en	G_X	0	0
12716	G_V	is	en	en	en	G_PRP	0	0
12717	DT	my	en	en	en	G_V	0	0
12718	G_X	FB-friend	en	en	en	DT	0	0
12719	PSP	since	en	en	univ	G_X	0	0
12720	$	2011	univ	en	univ	PSP	0	1
12721	G_X	,	univ	univ	en	$	0	0
12722	G_V	liked	en	univ	en	G_X	0	0
12723	DT	my	en	en	en	G_V	0	0
12724	G_N	status	en	en	ne	DT	0	0
12725	G_N	today	ne	en	en	G_N	0	0
12726	PSP	for	en	ne	en	G_N	0	0
12727	DT	the	en	en	en	PSP	0	0
12728	G_J	first	en	en	en	DT	0	0
12729	G_N	time	en	en	en	G_J	0	0
12730	G_R	ever	en	en	univ	G_N	0	0
12731	G_X	.	univ	en	en	G_R	0	0
12732	G_PRP	I	en	univ	en	G_X	0	0
12733	G_V	am	en	en	en	G_PRP	0	0
12734	G_PRP	very^infinity	en	en	en	G_V	0	0
