 0 1 2
10836 ..... univ G_X
10837 and en CC
10838 yes hi G_PRT
10839 ... univ G_X
10840 i en G_PRP
10841 was en G_V
10842 among en PSP
10843 the en DT
10844 exceptions en G_N
10845 .. univ G_X
10846 #### #### ####
10847 Birds en G_N
10848 of en PSP
10849 a en DT
10850 feather en G_N
10851 flock en G_N
10852 together en G_R
10853 ! univ G_X
10854 #### #### ####
10855 #275 univ #
10856 : univ G_X
10857 Reply en G_R
10858 to en G_PRT
10859 #258 univ #
10860 : univ G_X
10861 . univ G_X
10862 . univ G_X
10863 I en G_PRP
10864 am en G_V
10865 one en G_SYM
10866 of en PSP
10867 the en DT
10868 girls en G_N
10869 from en PSP
10870 Sophia ne G_N
10871 in en PSP
10872 this en G_PRP
10873 pic en G_N
10874 , univ G_X
10875 very en G_R
10876 pleasantly en G_R
10877 surprised en G_V
10878 to en G_PRT
10879 find en G_V
10880 it en G_PRP
10881 here en G_R
10882 :) univ E
10883 we en G_PRP
10884 had en G_V
10885 a en DT
10886 good en G_J
10887 time en G_N
10888 , univ G_X
10889 2 univ $
10890 of en PSP
10891 us hi G_PRP
10892 got en G_V
10893 superdrunk en G_V
10894 and en CC
10895 we en G_PRP
10896 had en G_V
10897 a en DT
10898 good en G_J
10899 time en G_N
10900 at en PSP
10901 IIT en G_N
10902 . univ G_X
10903 I en G_PRP
10904 remember en G_V
10905 there en G_PRP
10906 was en G_V
10907 this en G_PRP
10908 bunch en G_N
10909 of en PSP
10910 stoners en G_N
10911 making en G_V
10912 joints en G_N
10913 and en CC
10914 lying en G_V
10915 flat en G_J
10916 on en PSP
10917 the en DT
10918 dance en G_N
10919 floor en G_N
10920 . univ G_X
10921 The en DT
10922 guy en G_N
10923 waving en G_V
10924 , univ G_X
10925 anyone en G_N
10926 has en G_V
10927 any en DT
10928 idea en G_N
10929 where en G_R
10930 he hi G_V
10931 is en G_V
10932 now en G_R
10933 ? univ G_X
10934 #### #### ####
10935 Hell en G_PRT
10936 ya hi CC
10937 .. univ G_X
10938 ;) univ E
10939 #### #### ####
10940 He hi G_V
10941 lost en G_V
10942 the en DT
10943 wrist en G_J
10944 watch en G_V
10945 he hi G_V
10946 is en G_V
10947 wearing en G_V
10948 in en PSP
10949 this en G_PRP
10950 pic en G_N
10951 !.... univ G_X
10952 :D univ E
10953 #### #### ####
10954 #274 univ #
10955 : univ G_X
10956 I'm en G_N
10957 from en PSP
10958 IITB acro G_N
10959 and en CC
10960 in en PSP
10961 the en DT
10962 closet en G_N
10963 because en PSP
10964 nobody en G_N
10965 in en PSP
10966 India ne G_N
10967 can en G_V
10968 really en G_R
10969 understand en G_V
10970 what en G_PRP
10971 we en G_PRP
10972 go en G_V
10973 through en PSP
10974 in en PSP
10975 society en G_N
10976 if en PSP
10977 we en G_PRP
10978 come en G_V
10979 out en G_PRT
10980 . univ G_X
10981 The en DT
10982 plus en G_J
10983 point en G_N
10984 is en G_V
10985 there en G_PRP
10986 are hi PSP
10987 so en G_R
10988 many en G_J
10989 guys en G_N
10990 to en G_PRT
10991 fantasize en G_V
10992 about en PSP
10993 , univ G_X
10994 I en G_PRP
10995 really en G_R
10996 like en G_R
10997 the en DT
10998 unkempt en G_J
10999 unshaven en G_J
11000 look en G_N
11001 but en CC
11002 I en G_PRP
11003 wish en G_V
11004 some en DT
11005 of en PSP
11006 the en DT
11007 guys en G_N
11008 would en G_V
11009 take en G_V
11010 a en DT
11011 bath en G_N
11012 and en CC
11013 keep en G_V
11014 themselves en G_PRP
11015 clean en G_J
11016 . univ G_X
11017 I en G_PRP
11018 casually en G_R
11019 put en G_V
11020 my en DT
11021 arm en G_N
11022 around en PSP
11023 my en DT
11024 friends en G_N
11025 and en CC
11026 they en G_PRP
11027 don't en G_V
11028 even en G_R
11029 suspect en G_V
11030 a en DT
11031 thing en G_N
11032 . univ G_X
11033 #### #### ####
11034 Yikes univ G_PRT
11035 sexual en G_J
11036 harassment en G_N
11037 right en G_R
11038 there en G_PRP
11039 . univ G_X
11040 :)) univ E
11041 #### #### ####
11042 #273 univ #
11043 : univ G_X
11044 I en G_PRP
11045 am en G_V
11046 a en DT
11047 sophie ne G_PRP
11048 from en PSP
11049 Delhi ne G_N
11050 . univ G_X
11051 My en DT
11052 dad en G_N
11053 gives en G_V
11054 me en G_PRP
11055 enough en G_R
11056 pocket-money en G_N
11057 so en G_R
11058 I en G_PRP
11059 waste en G_V
11060 it en G_PRP
11061 all en DT
11062 around en PSP
11063 and en CC
11064 discover en G_V
11065 whatever univ G_R
11066 possibly en G_R
11067 I en G_PRP
11068 can en G_V
11069 with en PSP
11070 that en G_PRP
11071 . univ G_X
11072 I en G_PRP
11073 recently en G_R
11074 tried en G_V
11075 a en DT
11076 good en G_J
11077 quality en G_N
11078 escort en G_N
11079 service en G_V
11080 twice en G_R
11081 and en CC
11082 had en G_V
11083 a en DT
11084 good en G_J
11085 time en G_N
11086 . univ G_X
11087 It's en G_N
11088 so en G_R
11089 much en G_J
11090 better en G_J
11091 than en PSP
11092 wasting en G_V
11093 time en G_N
11094 taking en G_V
11095 girls en G_N
11096 out en G_PRT
11097 for en PSP
11098 expensive en G_J
11099 dinners en G_N
11100 and en CC
11101 then en G_R
11102 going en G_V
11103 for en PSP
11104 romantic en G_J
11105 walks en G_N
11106 and en CC
11107 then en G_R
11108 waiting en G_V
11109 for en PSP
11110 the en DT
11111 right en G_R
11112 moment en G_N
11113 to en G_PRT
11114 make en G_V
11115 a en DT
11116 move en G_V
11117 which en DT
11118 you en G_PRP
11119 don't en G_V
11120 know en G_V
11121 will en G_V
11122 be en G_V
11123 reciprocated en G_V
11124 or en CC
11125 not en G_PRT
11126 . univ G_X
11127 And en CC
11128 even en G_R
11129 then en G_R
11130 it's en G_N
11131 frustrating en G_J
11132 when en G_R
11133 they en G_PRP
11134 cockblock en G_V
11135 you en G_PRP
11136 from en PSP
11137 getting en G_V
11138 past en CC
11139 1st en G_SYM
11140 or en CC
11141 2nd univ G_SYM
11142 base en G_N
11143 . univ G_X
11144 In en PSP
11145 the en DT
11146 end en G_V
11147 you en G_PRP
11148 waste en G_V
11149 many en G_J
11150 days en G_N
11151 of en PSP
11152 your en DT
11153 time en G_N
11154 and en CC
11155 many en G_J
11156 thousands en G_N
11157 if en PSP
11158 Rs en G_X
11159 of en PSP
11160 your en DT
11161 dad's en G_J
11162 hard-earned en G_J
11163 money en G_N
11164 chasing en G_V
11165 pussy en G_N
11166 and en CC
11167 never en G_R
11168 getting en G_V
11169 any en DT
11170 ... univ G_X
11171 So en PSP
11172 take en G_V
11173 my en DT
11174 advice en G_N
11175 , univ G_X
11176 visit en G_V
11177 a en DT
11178 good en G_J
11179 escort en G_N
11180 and en CC
11181 have en G_V
11182 a en DT
11183 good en G_J
11184 time en G_N
11185 , univ G_X
11186 you en G_PRP
11187 know en G_V
11188 what en G_PRP
11189 you're en G_N
11190 getting en G_V
11191 and en CC
11192 you en G_PRP
11193 don't en G_V
11194 have en G_V
11195 to en G_PRT
11196 waste en G_V
11197 time en G_N
11198 and en CC
11199 money en G_N
11200 in en PSP
11201 expensive en G_J
11202 dinners en G_N
11203 or en CC
11204 flowers en G_N
11205 ... univ G_X
11206 The en DT
11207 action en G_N
11208 ( univ G_X
11209 really en G_R
11210 good en G_J
11211 quality en G_N
11212 action en G_N
11213 ) univ G_X
11214 is en G_V
11215 guaranteed en G_V
11216 . univ G_X
11217 The en DT
11218 moral en G_N
11219 of en PSP
11220 the en DT
11221 story en G_N
11222 is en G_V
11223 this en G_PRP
11224 : univ G_X
11225 THE en DT
11226 DIFFERENCE en G_N
11227 BETWEEN en PSP
11228 SEX en G_N
11229 FOR en PSP
11230 MONEY en G_N
11231 AND en CC
11232 SEX en G_N
11233 FOR en PSP
11234 FREE en G_J
11235 IS en G_V
11236 THAT en DT
11237 SEX en G_N
11238 FOR en PSP
11239 MONEY en G_N
11240 IS en G_V
11241 ALWAYS en G_R
11242 CHEAPER en G_J
11243 . univ G_X
11244 #### #### ####
11245 Rishi ne G_N
11246 Sharma ne G_N
11247 AAP hi G_PRP
11248 TO hi PSP
11249 DUDE en G_N
11250 NIKLE hi G_V
11251 :P univ E
11252 :D univ E
11253 #### #### ####
11254 Thats en G_PRP
11255 my en DT
11256 boy en G_N
11257 .. univ G_X
11258 #### #### ####
11259 #272 univ #
11260 : univ G_X
11261 2010 univ $
11262 batch en G_N
11263 . univ G_X
11264 H4 univ G_N
11265 . univ G_X
11266 One en G_SYM
11267 of en PSP
11268 my en DT
11269 wingies en G_N
11270 had en G_V
11271 a en DT
11272 hot en G_J
11273 girlfriend en G_N
11274 from en PSP
11275 IDC acro G_N
11276 . univ G_X
11277 I en G_PRP
11278 was en G_V
11279 very en G_R
11280 jealous en G_J
11281 and en CC
11282 used en G_V
11283 to en G_PRT
11284 envy en G_V
11285 this en G_PRP
11286 guy en G_N
11287 a en DT
11288 lot en DT
11289 . univ G_X
11290 They en G_PRP
11291 broke en G_V
11292 up en G_PRT
11293 sometime en G_R
11294 later en G_R
11295 . univ G_X
11296 And en CC
11297 I en G_PRP
11298 was en G_V
11299 the en DT
11300 one en G_SYM
11301 who en G_PRP
11302 created en G_V
11303 rift en G_N
11304 between en G_J
11305 them en G_PRP
11306 . univ G_X
11307 Tough en G_J
11308 luck en G_N
11309 if en PSP
11310 your en DT
11311 love en G_V
11312 didn't en G_V
11313 last en G_J
11314 , univ G_X
11315 we en G_PRP
11316 enjoyed en G_V
11317 listening en G_V
11318 through en PSP
11319 the en DT
11320 door en G_N
11321 every en G_SYM
11322 Sunday en G_N
11323 afternoon en G_N
11324 ... univ G_X
11325 #### #### ####
11326 Kyunki hi CC
11327 har hi G_R
11328 ek hi G_SYM
11329 friend en G_N
11330 kameena hi G_J
11331 hota hi G_V
11332 hai hi G_V
11333 ! univ G_X
11334 #### #### ####
11335 but en CC
11336 how en G_R
11337 ? univ G_X
11338 #### #### ####
11339 Damnn en G_PRT
11340 ... univ G_X
11341 frustroo en G_J
11342 junta hi G_N
11343 #### #### ####
11344 #271 univ #
11345 : univ G_X
11346 I en G_PRP
11347 passed en G_V
11348 out en G_PRT
11349 a en DT
11350 few en G_J
11351 years en G_N
11352 ago en G_R
11353 and en CC
11354 these en G_PRP
11355 days en G_N
11356 at en PSP
11357 work en G_N
11358 I en G_PRP
11359 still en G_R
11360 spend en G_V
11361 all en DT
11362 my en DT
11363 time en G_N
11364 stalking en G_V
11365 IITB acro G_N
11366 girls en G_N
11367 pics en G_N
11368 and en CC
11369 fantasizing en G_V
11370 about en PSP
11371 them en G_PRP
11372 , univ G_X
11373 I en G_PRP
11374 used en G_V
11375 to en G_PRT
11376 do hi G_V
11377 the en DT
11378 same en G_J
11379 thing en G_N
11380 in en PSP
11381 IITB acro G_N
11382 as en PSP
11383 well en G_J
11384 . univ G_X
11385 #### #### ####
11386 Ahhhhh univ G_PRT
11387 .... univ G_X
11388 ahhhh univ G_PRT
11389 too en G_R
11390 ....!!! univ G_X
11391 #### #### ####
11392 and en CC
11393 fap univ G_PRT
11394 fap univ G_PRT
11395 fap univ G_PRT
11396 also en G_R
11397 #### #### ####
11398 #270 univ #
11399 : univ G_X
11400 I en G_PRP
11401 need en G_N
11402 some en DT
11403 IITian ne G_N
11404 frnds en G_N
11405 , univ G_X
11406 I en G_PRP
11407 don't en G_V
11408 mind en G_N
11409 boys en G_N
11410 or en CC
11411 girls en G_N
11412 . univ G_X
11413 If en PSP
11414 interested en G_J
11415 add hi G_J
11416 me en G_PRP
11417 at en PSP
11418 this en G_PRP
11419 email en G_N
11420 ID acro G_N
11421 : univ G_X
11422 kaaqib@yahoo.in univ U
11423 #### #### ####
11424 Sorry en G_V
11425 we en G_PRP
11426 are hi PSP
11427 not en G_PRT
11428 for en PSP
11429 sale hi G_PRT
11430 :D univ E
11431 #### #### ####
11432 he hi G_V
11433 just en G_J
11434 wants en G_V
11435 a en DT
11436 frand en G_N
11437 :P univ E
11438 #### #### ####
11439 #269 univ #
11440 : univ G_X
11441 I en G_PRP
11442 am en G_V
11443 a en DT
11444 girl en G_N
11445 from en PSP
11446 Vasai ne G_N
11447 , univ G_X
11448 Mumbai ne G_N
11449 . univ G_X
11450 I en G_PRP
11451 have en G_V
11452 been en G_V
11453 searching en G_V
11454 for en PSP
11455 a en DT
11456 guy en G_N
11457 named en G_V
11458 Ranjan ne G_N
11459 since en PSP
11460 the en DT
11461 past en CC
11462 2 univ $
11463 years en G_N
11464 . univ G_X
11465 I en G_PRP
11466 don't en G_V
11467 know en G_V
11468 anything en G_N
11469 about en PSP
11470 him en G_PRP
11471 though en PSP
11472 we en G_PRP
11473 met en G_V
11474 just en G_J
11475 once en G_R
11476 . univ G_X
11477 He hi G_V
11478 is en G_V
11479 a en DT
11480 Bong ne G_N
11481 and en CC
11482 he hi G_V
11483 visited en G_V
11484 Vasai ne G_N
11485 in en PSP
11486 2011 univ $
11487 . univ G_X
11488 If en PSP
11489 anyone en G_N
11490 knows en G_V
11491 him en G_PRP
11492 then en G_R
11493 please en G_R
11494 tag en G_N
11495 him en G_PRP
11496 ! univ G_X
11497 He hi G_V
11498 may hi PSP
11499 be en G_V
11500 in en PSP
11501 the en DT
11502 last en G_J
11503 year en G_N
11504 now en G_R
11505 , univ G_X
11506 I'm en G_N
11507 not en G_PRT
11508 sure en G_J
11509 but en CC
11510 I en G_PRP
11511 really en G_R
11512 want en G_V
11513 to en G_PRT
11514 find en G_V
11515 him en G_PRP
11516 ! univ G_X
11517 #### #### ####
11518 I en G_PRP
11519 was en G_V
11520 Rajan ne G_N
11521 but en CC
11522 I en G_PRP
11523 had en G_V
11524 to en G_PRT
11525 change en G_N
11526 my en DT
11527 identity en G_N
11528 because en PSP
11529 I en G_PRP
11530 joined en G_V
11531 RAW acro G_N
11532 . univ G_X
11533 My en DT
11534 mission en G_N
11535 is en G_V
11536 over en PSP
11537 so en G_R
11538 I en G_PRP
11539 am en G_V
11540 back en G_N
11541 to en G_PRT
11542 Rajan ne G_N
11543 ;) univ E
11544 #### #### ####
11545 Ranjan ne G_N
11546 Sahu ne G_N
11547 ... univ G_X
11548 Awinash ne G_N
11549 Pandey ne G_N
11550 ... univ G_X
11551 Nitin ne G_N
11552 Bansal ne G_N
11553 ... univ G_X
11554 Rohit ne G_N
11555 Mangal ne G_N
11556 ... univ G_X
11557 Saurabh ne G_N
11558 Sinha ne G_N
11559 ... univ G_X
11560 yeh hi G_PRP
11561 kya hi G_PRP
11562 chal hi G_V
11563 raha hi G_V
11564 hai hi G_V
11565 ... univ G_X
11566 #### #### ####
11567 Aur hi CC
11568 bhai hi G_N
11569 woh hi G_PRP
11570 already en G_R
11571 bik hi G_V
11572 chuka hi G_N
11573 hai hi G_V
11574 .. univ G_X
11575 uske hi G_N
11576 ghar hi G_N
11577 pe hi PSP
11578 golden en G_J
11579 biscuits en G_N
11580 k hi PSP
11581 khajane hi G_N
11582 hain hi G_V
11583 .. univ G_X
11584 aur hi CC
11585 bihari hi G_N
11586 ko hi PSP
11587 uski hi G_N
11588 rakhwali hi G_V
11589 karne hi G_V
11590 k hi PSP
11591 liye hi PSP
11592 rakh hi G_V
11593 raha hi G_V
11594 hai hi G_V
11595 plus en CC
11596 beti hi G_N
11597 bhi hi G_N
11598 de hi G_V
11599 rha hi G_V
11600 hai hi G_V
11601 apni hi G_PRP
11602 #### #### ####
11603 Ranjan ne G_N
11604 Sarkar ne G_N
11605 u en G_PRP
11606 ??? univ G_X
11607 :o univ E
11608 #### #### ####
11609 Neend hi G_N
11610 chura hi G_N
11611 ke hi PSP
11612 raaton hi G_N
11613 mein hi PSP
11614 , univ G_X
11615 tumne hi G_PRP
11616 baton hi G_N
11617 baaton hi G_N
11618 mein hi PSP
11619 , univ G_X
11620 dekho hi G_V
11621 baat hi G_V
11622 badal hi G_V
11623 di hi G_V
11624 hai hi G_V
11625 http://www.youtube.com/watch?v=mk1Eemh2jfM univ U
11626 #### #### ####
11627 To hi G_PRT
11628 strangers en G_N
11629 : univ G_X
11630 Do hi G_V
11631 you en G_PRP
11632 know en G_V
11633 him en G_PRP
11634 ? univ G_X
11635 Do hi G_V
11636 you en G_PRP
11637 know en G_V
11638 him en G_PRP
11639 ? univ G_X
11640 Not en G_R
11641 you en G_PRP
11642 , univ G_X
11643 him en G_PRP
11644 :P univ E
11645 #### #### ####
11646 Sahu ne G_N
11647 ki hi PSP
11648 to en G_PRT
11649 nikal hi G_V
11650 padi hi G_V
11651 .... univ G_X
11652 faaltu hi G_J
11653 mein hi PSP
11654 rota hi G_V
11655 rehta hi G_V
11656 tha hi G_V
11657 .... univ G_X
11658 Ranjan ne G_N
11659 Sahu ne G_N
11660 prakash hi G_V
11661 daalo hi G_R
11662 is en G_V
11663 mamle hi G_N
11664 per hi PSP
11665 ... univ G_X
11666 #### #### ####
11667 Ranjan ne G_N
11668 Sahu ne G_N
11669 :P univ E
11670 :P univ E
11671 :P univ E
11672 #### #### ####
11673 not en G_PRT
11674 sure en G_J
11675 ... univ G_X
11676 but en CC
11677 uski hi G_N
11678 shadi hi G_N
11679 fix en G_N
11680 ho hi G_V
11681 gayi hi G_V
11682 hai hi G_V
11683 ... univ G_X
11684 aur hi CC
11685 bandi hi G_N
11686 nitish ne G_N
11687 kumar ne G_N
11688 ki hi PSP
11689 relative en G_J
11690 hai hi G_V
11691 ...... univ G_X
11692 Hitendra ne G_N
11693 Katiyar ne G_N
11694 Anant ne G_N
11695 Tiwari ne G_N
11696 #### #### ####
11697 delta en G_J
11698 sa acro G_N
11699 #### #### ####
11700 abe hi G_N
11701 pyaar hi G_N
11702 andha hi G_N
11703 hota hi G_V
11704 hai hi G_V
11705 .. univ G_X
11706 aur hi CC
11707 waise hi G_R
11708 bhi hi G_N
11709 bihari ne G_N
11710 bihari ne G_N
11711 kam hi G_J
11712 nepali ne G_N
11713 , univ G_X
11714 bengali ne G_N
11715 , univ G_X
11716 chinki ne G_N
11717 jyada hi G_SYM
11718 lagta hi G_R
11719 hai hi G_V
11720 .. univ G_X
11721 :P univ E
11722 #### #### ####
11723 Hitendra ne G_N
11724 Katiyar ne G_N
11725 Saharsha ne G_N
11726 Keshkar ne G_N
11727 Sanket ne G_N
11728 Rathi ne G_N
11729 Akhil ne G_N
11730 Sharma ne G_N
11731 Manish ne G_N
11732 Chalana ne G_N
11733 ... univ G_X
11734 Bihari ne G_N
11735 Bengali ne G_N
11736 h hi PSP
11737 kya hi G_PRP
11738 ? univ G_X
11739 #### #### ####
11740 Rohit ne G_N
11741 Ranjan ne G_N
11742 #### #### ####
11743 lol univ G_PRT
11744 #### #### ####
11745 #268 univ G_X
11746 : univ G_X
11747 A en DT
11748 chick en G_N
11749 complimented en G_V
11750 me en G_PRP
11751 saying en G_V
11752 I en G_PRP
11753 look en G_V
11754 like en G_R
11755 a en DT
11756 pornstar en G_N
11757 . univ G_X
11758 Does en G_V
11759 that en G_PRP
11760 mean en G_V
11761 she en G_PRP
11762 watches en G_V
11763 a en DT
11764 lot en DT
11765 of en PSP
11766 porn en G_N
11767 or en CC
11768 that en G_PRP
11769 I en G_PRP
11770 have en G_V
11771 a en DT
11772 big en G_J
11773 you-know-what en G_X
11774 ? univ G_X
11775 #### #### ####
11776 Emp ne G_N
11777 Ally ne G_N
11778 _/\\_ univ E
11779 #### #### ####
11780 Damn en G_PRT
11781 !!! univ G_X
11782 Haters en G_N
11783 will en G_V
11784 hate en G_V
11785 #### #### ####
11786 #267 univ #
11787 : univ G_X
11788 This en G_PRP
11789 one en G_SYM
11790 is en G_V
11791 for en PSP
11792 a en DT
11793 civil en G_J
11794 grad en G_N
11795 who en G_PRP
11796 passed en G_V
11797 out en G_PRT
11798 recently en G_R
11799 . univ G_X
11800 This en G_PRP
11801 asshole en G_N
11802 played en G_V
11803 with en PSP
11804 my en DT
11805 life en G_N
11806 . univ G_X
11807 I en G_PRP
11808 cracked en G_V
11809 JEE acro G_N
11810 just en G_J
11811 for en PSP
11812 him en G_PRP
11813 and en CC
11814 I en G_PRP
11815 sacrificed en G_V
11816 my en DT
11817 fine en G_J
11818 arts en G_J
11819 career en G_N
11820 just en G_J
11821 for en PSP
11822 him en G_PRP
11823 ... univ G_X
11824 and en CC
11825 the en DT
11826 scumbag en G_N
11827 chose en G_V
11828 that en G_PRP
11829 bitch en G_N
11830 from en PSP
11831 his en G_PRP
11832 class en G_N
11833 over en PSP
11834 me en G_PRP
11835 . univ G_X
11836 I en G_PRP
11837 should en G_V
11838 have en G_V
11839 come en G_V
11840 there en G_PRP
11841 and en CC
11842 kicked en G_V
11843 his en G_PRP
11844 ass en G_V
11845 right en G_R
11846 then en G_R
11847 . univ G_X
11848 For en PSP
11849 everything en G_N
11850 you've en G_N
11851 done en G_V
11852 , univ G_X
11853 you en G_PRP
11854 don't en G_V
11855 deserve en G_V
11856 a en DT
11857 person en G_N
11858 like en G_R
11859 me en G_PRP
11860 in en PSP
11861 your en DT
11862 life en G_N
11863 , univ G_X
11864 douchebag en G_N
11865 . univ G_X
11866 #### #### ####
11867 One en G_SYM
11868 can en G_V
11869 say hi PSP
11870 that en G_PRP
11871 the en DT
11872 civil en G_J
11873 grad en G_N
11874 was en G_V
11875 not en G_PRT
11876 very en G_R
11877 civil en G_J
11878 :p univ E
11879 #### #### ####
11880 High en G_X
11881 time en G_N
11882 .. univ G_X
11883 start en G_N
11884 living en G_V
11885 yor en DT
11886 life en G_N
11887 rather en G_R
11888 dn en PSP
11889 his en G_PRP
11890 ...! univ G_X
11891 #### #### ####
11892 koi hi G_PRP
11893 naa hi G_PRT
11894 .. univ G_X
11895 u en G_PRP
11896 can en G_V
11897 still en G_R
11898 pursue en G_V
11899 fine en G_J
11900 arts en G_N
11901 .. univ G_X
11902 just en G_J
11903 dont en G_V
11904 let en G_V
11905 go en G_V
11906 of en PSP
11907 whatever univ G_R
11908 you en G_PRP
11909 learned en G_V
11910 in en PSP
11911 IIT en G_N
11912 #### #### ####
11913 It en G_PRP
11914 is en G_V
11915 good en G_J
11916 that en G_PRP
11917 it en G_PRP
11918 happened en G_V
11919 now en G_R
11920 not en G_PRT
11921 too en G_R
11922 late en G_J
11923 . univ G_X
11924 #### #### ####
11925 Frustration en G_N
11926 .... univ G_X
11927 LOL univ G_PRT
11928 :) univ E
11929 #### #### ####
11930 OP univ G_PRT
11931 : univ G_X
11932 I en G_PRP
11933 think en G_V
11934 he hi G_V
11935 will en G_V
11936 get en G_V
11937 someone en G_N
11938 he hi G_V
11939 deserves en G_V
11940 and en CC
11941 so en G_R
11942 will en G_V
11943 you en G_PRP
11944 #### #### ####
11945 #266 univ #
11946 : univ G_X
11947 I en G_PRP
11948 was en G_V
11949 thinking en G_V
11950 of en PSP
11951 joining en G_V
11952 the en DT
11953 admins en G_N
11954 at en PSP
11955 IIT en G_N
11956 Confessions en G_N
11957 and en CC
11958 actually en G_R
11959 helping en G_V
11960 out en G_PRT
11961 . univ G_X
11962 Then en G_R
11963 I en G_PRP
11964 realized en G_V
11965 , univ G_X
11966 who en G_PRP
11967 am en G_V
11968 I en G_PRP
11969 kidding en G_V
11970 ? univ G_X
11971 It's en G_N
11972 so en G_R
11973 much en G_J
11974 more en G_SYM
11975 fun en G_J
11976 laying en G_V
11977 back en G_N
11978 and en CC
11979 reading en G_V
11980 someone en G_N
11981 else's en G_R
11982 hard en G_J
11983 work en G_N
11984 . univ G_X
11985 #### #### ####
11986 #265 univ #
11987 : univ G_X
11988 My en DT
11989 brother en G_N
11990 & en CC
11991 I en G_PRP
11992 , univ G_X
11993 we en G_PRP
11994 both univ G_N
11995 are hi PSP
11996 here en G_R
11997 in en PSP
11998 IITB acro G_N
11999 . univ G_X
12000 He hi G_V
12001 never en G_R
12002 tells en G_V
12003 me en G_PRP
12004 about en PSP
12005 his en G_PRP
12006 grades en G_N
12007 and en CC
12008 courses en G_N
12009 or en CC
12010 how en G_R
12011 many en G_J
12012 problems en G_N
12013 he hi G_V
12014 has en G_V
12015 faced en G_V
12016 in en PSP
12017 IITB acro G_N
12018 but en CC
12019 I en G_PRP
12020 just en G_J
12021 want en G_V
12022 to en G_PRT
12023 tell en G_V
12024 him en G_PRP
12025 whatever univ G_R
12026 are hi PSP
12027 your en DT
12028 grades en G_N
12029 ... univ G_X
12030 better en G_J
12031 then en G_R
12032 mine hi G_N
12033 or en CC
12034 not en G_PRT
12035 ... univ G_X
12036 I en G_PRP
12037 will en G_V
12038 always en G_R
12039 respect en G_V
12040 you en G_PRP
12041 ... univ G_X
12042 You en G_PRP
12043 are hi PSP
12044 my en DT
12045 inspiration en G_N
12046 in en PSP
12047 life en G_N
12048 and en CC
12049 you en G_PRP
12050 are hi PSP
12051 the en DT
12052 most en G_R
12053 hardworking en G_J
12054 person en G_N
12055 I've en G_N
12056 ever en G_R
12057 seen en G_V
12058 in en PSP
12059 my en DT
12060 life en G_N
12061 after en PSP
12062 our en DT
12063 father en G_N
12064 .. univ G_X
12065 :) univ E
12066 #### #### ####
12067 toh hi CC
12068 seedhe hi G_R
12069 bol hi G_V
12070 de hi G_V
12071 yaar hi G_N
12072 usko hi G_PRP
12073 .. univ G_X
12074 achha hi G_J
12075 lagega hi G_V
12076 use en G_V
12077 .. univ G_X
12078 confess en G_N
12079 karne hi G_V
12080 ki hi PSP
12081 alag hi G_J
12082 hi hi G_PRT
12083 chul hi G_N
12084 machi hi G_V
12085 hoti hi G_V
12086 hain hi G_V
12087 sala hi G_N
12088 #### #### ####
12089 #264 univ #
12090 : univ G_X
12091 Got en G_V
12092 placed en G_V
12093 in en PSP
12094 Schlum ne G_N
12095 but en CC
12096 had en G_V
12097 two univ $
12098 backlogs en G_N
12099 to en G_PRT
12100 clear en G_V
12101 . univ G_X
12102 Dad en G_N
12103 struck en G_V
12104 a en DT
12105 deal en G_N
12106 with en PSP
12107 Prof en G_N
12108 . univ G_X
12109 Only en G_R
12110 had en G_V
12111 to en G_PRT
12112 come en G_V
12113 back en G_N
12114 end en G_V
12115 of en PSP
12116 next en G_R
12117 sem en G_N
12118 , univ G_X
12119 take en G_V
12120 two univ $
12121 mock en G_J
12122 tests en G_N
12123 . univ G_X
12124 Cleared en G_V
12125 both univ G_N
12126 courses en G_N
12127 . univ G_X
12128 #Aero univ #
12129 rocks en G_N
12130 ! univ G_X
12131 #### #### ####
12132 Yes en G_PRT
12133 Aero ne G_N
12134 totally en G_R
12135 rocks en G_N
12136 ;) univ E
12137 ~ univ G_X
12138 Ed ne G_N
12139 #### #### ####
12140 heeheh univ G_PRT
12141 #### #### ####
12142 Aero-09 univ G_N
12143 !!. univ G_X
12144 Pawan ne G_N
12145 Tez ne G_R
12146 dekh hi G_V
12147 pehle hi G_N
12148 kya hi G_PRP
12149 kya hi G_PRP
12150 hota hi G_V
12151 tha hi G_V
12152 aero ne G_N
12153 m en G_N
12154 :P univ E
12155 #### #### ####
12156 #263 univ #
12157 : univ G_X
12158 I en G_PRP
12159 got en G_V
12160 the en DT
12161 CC acro G_N
12162 to en G_PRT
12163 shut en G_V
12164 down en G_R
12165 Planetromeo en G_N
12166 ! univ G_X
12167 And en CC
12168 you en G_PRP
12169 cant en G_V
12170 even en G_R
12171 imagine en G_V
12172 who en G_PRP
12173 I en G_PRP
12174 am en G_V
12175 . univ G_X
12176 #MoodICG2k13 univ #
12177 #### #### ####
12178 #262 univ #
12179 : univ G_X
12180 I en G_PRP
12181 once en G_R
12182 borrowed en G_V
12183 a en DT
12184 ruler en G_N
12185 from en PSP
12186 a en DT
12187 girl en G_N
12188 in en PSP
12189 my en DT
12190 class en G_N
12191 , univ G_X
12192 used en G_V
12193 it en G_PRP
12194 to en G_PRT
12195 measure en G_V
12196 my en DT
12197 penis en G_N
12198 and en CC
12199 returned en G_V
12200 it en G_PRP
12201 back en G_N
