id	tag	word	label	prev_label
11910	G_X	Internet	en	en
11911	G_X	)	univ	en
11912	G_X	.	univ	univ
11913	G_PRT	Go	en	univ
11914	G_R	ahead	en	en
11915	G_X	,	univ	en
11916	G_V	try	en	univ
11917	G_V	arranging	en	en
11918	DT	a	en	en
11919	G_N	social	en	en
11920	G_X	,	univ	en
11921	G_PRP	you	en	univ
11922	G_V	will	en	en
11923	G_R	automatically	en	en
11924	G_V	interact	en	en
11925	PSP	with	en	en
11926	G_J	real	en	en
11927	G_N	girls	en	en
11928	G_X	,	univ	en
11929	G_R	instead	en	univ
11930	PSP	of	en	en
11931	DT	the	en	en
11932	G_N	pornstars	en	en
11933	G_N	you're	en	en
11934	G_R	probably	en	en
11935	G_SYM	more	en	en
11936	G_V	used	en	en
11937	G_PRT	to	en	en
11938	E	:p	univ	en
11939	G_X	~	univ	univ
11940	G_N	Ed	ne	univ
11941	G_N	Eddie	ne	
11942	G_X	...	univ	ne
11943	E	_/\\_	univ	univ
11944	E	:D	univ	univ
11945	G_PRT	Hahaha	univ	
11946	G_X	.	univ	univ
11947	G_J	Good	en	univ
11948	G_V	reply	en	en
11949	$	#260	univ	
11950	G_X	:	univ	univ
11951	G_PRT	Hell	en	univ
11952	G_PRT	yeah	en	en
11953	G_X	!	univ	en
11954	G_V	Scored	en	univ
11955	G_X	.	univ	en
11956	CC	Before	en	univ
11957	G_X	.	univ	en
11958	G_V	Graduating	en	univ
11959	G_X	.	univ	en
11960	G_R	Seriously	en	
11961	G_X	,	univ	en
11962	G_PRP	this	en	univ
11963	G_V	is	en	en
11964	DT	the	en	en
11965	G_N	highlight	en	en
11966	PSP	of	en	en
11967	DT	your	en	en
11968	G_N	life	en	en
11969	G_X	?	univ	en
11970	G_PRT	Hey	en	
11971	G_V	dont	en	en
11972	G_V	rain	en	en
11973	CC	on	en	en
11974	DT	the	en	en
11975	G_J	poor	en	en
11976	G_N	guy's	en	en
11977	G_N	parade	en	en
11978	G_X	.	univ	en
11979	DT	Some	en	univ
11980	G_J	poor	en	en
11981	G_N	IITians	ne	en
11982	G_V	have	en	ne
11983	G_V	had	en	en
11984	CC	to	en	en
11985	G_V	wait	en	en
11986	G_J	several	en	en
11987	G_N	years	en	en
11988	PSP	after	en	en
11989	G_N	IIT	acro	en
11990	CC	to	en	acro
11991	G_N	score	en	en
11992	@	@emp	univ	
11993	G_X	:	univ	univ
11994	G_PRP	What	en	univ
11995	G_PRP	u	en	en
11996	G_V	got	en	en
11997	G_N	man	en	en
11998	G_X	....????	univ	en
11999	DT	It	en	univ
12000	G_V	is	en	en
12001	G_V	written	en	en
12002	PSP	by	en	en
12003	DT	a	en	en
12004	G_N	girl	en	en
12005	PSP	and	en	en
12006	PSP	as	en	en
12007	G_PRP	u	en	en
12008	G_V	r	en	en
12009	G_R	not	en	en
12010	G_J	Indian	ne	en
12011	G_PRP	u	en	ne
12012	G_V	may	en	en
12013	G_R	not	en	en
12014	G_V	know	en	en
12015	G_PRP	what	en	en
12016	G_V	is	en	en
12017	G_X	\	univ	en
12018	G_X	double_quotes	univ	univ
12019	G_X	SCORE\	en	univ
12020	G_X	double_quotes	univ	en
12021	G_X	!!!	univ	univ
12022	G_PRP	I	en	
12023	G_V	believe	en	en
12024	DT	an	en	en
12025	G_J	incomplete	en	en
12026	G_N	confession	en	en
12027	G_V	is	en	en
12028	DT	an	en	en
12029	G_J	inconclusive	en	en
12030	G_N	confession	en	en
12031	G_X	.	univ	en
12032	DT	The	en	univ
12033	G_N	guy	en	en
12034	G_V	is	en	en
12035	G_R	only	en	en
12036	G_V	stating	en	en
12037	DT	the	en	en
12038	G_J	obvious	en	en
12039	G_X	?	univ	en
12040	G_PRP	you	en	univ
12041	G_V	have	en	en
12042	PSP	to	en	en
12043	G_V	score	en	en
12044	G_R	enough	en	en
12045	PSP	to	en	en
12046	G_V	pass	en	en
12047	G_R	anyway	en	en
12048	G_R	otherwise	en	en
12049	G_R	how	en	en
12050	G_R	else	en	en
12051	G_V	will	en	en
12052	G_PRP	you	en	en
12053	G_V	graduate	en	en
12054	G_X	?	univ	en
12055	E	;-)	univ	univ
12056	$	#259	univ	
12057	G_X	:	univ	univ
12058	$	One	en	univ
12059	CC	of	en	en
12060	G_PRP	he	en	en
12061	G_V	tricks	en	en
12062	G_PRP	I	en	en
12063	G_V	have	en	en
12064	G_V	used	en	en
12065	G_J	several	en	en
12066	G_N	times	en	en
12067	G_R	successfully	en	en
12068	PSP	in	en	en
12069	G_V	order	en	en
12070	CC	to	en	en
12071	G_V	get	en	en
12072	CC	an	en	en
12073	G_N	II	en	en
12074	G_R	instead	en	en
12075	CC	of	en	en
12076	G_N	FR	acro	en
12077	PSP	or	en	acro
12078	E	XX	acro	en
12079	G_R	especially	en	acro
12080	G_R	when	en	en
12081	G_V	bunking	en	en
12082	CC	an	en	en
12083	G_N	endsem	en	en
12084	G_X	,	univ	en
12085	G_V	is	en	univ
12086	CC	to	en	en
12087	G_V	buy	en	en
12088	G_J	ayurvedic	hi	en
12089	G_N	Jivodaya	ne	hi
12090	G_N	Netraprabha	ne	ne
12091	G_N	eyedrops	en	ne
12092	G_X	,	univ	en
12093	G_V	bunk	en	univ
12094	DT	the	en	en
12095	G_N	endsem	en	en
12096	G_X	,	univ	en
12097	G_R	halfway	en	univ
12098	PSP	thru	en	en
12099	G_V	go	en	en
12100	CC	to	en	en
12101	G_N	prof's	en	en
12102	G_N	office	en	en
12103	G_X	(	univ	en
12104	G_R	when	en	univ
12105	G_PRP	you	en	en
12106	G_V	know	en	en
12107	DT	the	en	en
12108	G_N	lab	en	en
12109	G_X	sidey	en	en
12110	PSP	or	en	en
12111	DT	the	en	en
12112	G_X	TA	acro	en
12113	G_V	is	en	acro
12114	G_V	invigilating	en	en
12115	G_X	)	univ	en
12116	G_V	put	en	univ
12117	$	1	univ	en
12118	G_N	drop	en	univ
12119	CC	of	en	en
12120	G_X	Netraprabha	ne	en
12121	PSP	in	en	ne
12122	DT	each	en	en
12123	G_N	eye	en	en
12124	PSP	and	en	en
12125	G_V	enter	en	en
12126	DT	the	en	en
12127	G_N	office	en	en
12128	G_X	(	univ	en
12129	G_PRP	you	en	univ
12130	G_V	need	en	en
12131	CC	to	en	en
12132	G_V	do	en	en
12133	G_PRP	this	en	en
12134	G_J	real	en	en
12135	G_R	quick	en	en
12136	G_X	)	univ	en
12137	G_X	.	univ	univ
12138	PSP	By	en	univ
12139	G_PRP	this	en	en
12140	G_N	time	en	en
12141	DT	your	en	en
12142	G_N	eyes	en	en
12143	G_V	will	en	en
12144	G_V	be	en	en
12145	G_R	super	en	en
12146	G_J	red	en	en
12147	G_J	watering	en	en
12148	PSP	and	en	en
12149	G_J	dark	en	en
12150	G_J	black	en	en
12151	G_N	tears	en	en
12152	G_V	will	en	en
12153	G_V	be	en	en
12154	G_V	running	en	en
12155	G_PRT	down	en	en
12156	DT	your	en	en
12157	G_N	face	en	en
12158	G_X	,	univ	en
12159	G_PRP	this	en	univ
12160	G_V	is	en	en
12161	G_R	when	en	en
12162	G_PRP	you	en	en
12163	G_V	lean	en	en
12164	CC	on	en	en
12165	G_PRP	his	en	en
12166	G_N	desk	en	en
12167	PSP	and	en	en
12168	G_R	pathetically	en	en
12169	G_V	tell	en	en
12170	DT	the	en	en
12171	G_N	prof	en	en
12172	G_PRP	you	en	en
12173	G_V	have	en	en
12174	G_J	acute	en	en
12175	G_J	contagious	en	en
12176	G_J	viral	en	en
12177	G_N	conjunctivitis	en	en
12178	PSP	and	en	en
12179	G_PRP	you	en	en
12180	G_V	are	en	en
12181	G_R	very	en	en
12182	G_J	sorry	en	en
12183	G_PRP	that	en	en
12184	G_PRP	you	en	en
12185	G_V	couldn't	en	en
12186	G_V	attend	en	en
12187	DT	the	en	en
12188	G_N	endsem	en	en
12189	G_X	.	univ	en
12190	PSP	By	en	univ
12191	G_PRP	this	en	en
12192	G_N	time	en	en
12193	DT	your	en	en
12194	G_N	eyes	en	en
12195	G_V	will	en	en
12196	G_V	be	en	en
12197	G_J	blood	en	en
12198	G_J	red	en	en
12199	G_V	burning	en	en
12200	PSP	and	en	en
12201	G_N	tears	en	en
12202	G_V	will	en	en
12203	G_V	be	en	en
12204	G_V	streaming	en	en
12205	CC	onto	en	en
12206	DT	the	en	en
12207	G_N	prof's	en	en
12208	G_N	desk	en	en
12209	G_X	,	univ	en
12210	G_PRP	he	en	univ
12211	G_V	will	en	en
12212	G_V	jump	en	en
12213	G_R	back	en	en
12214	PSP	in	en	en
12215	G_N	fear	en	en
12216	CC	of	en	en
12217	G_N	contamination	en	en
12218	PSP	and	en	en
12219	G_V	scream	en	en
12220	CC	at	en	en
12221	G_PRP	you	en	en
12222	CC	to	en	en
12223	G_V	get	en	en
12224	DT	the	en	en
12225	G_N	fuck	en	en
12226	PSP	out	en	en
12227	CC	of	en	en
12228	G_PRP	his	en	en
12229	G_N	office	en	en
12230	G_X	.	univ	en
12231	PSP	Of	en	univ
12232	G_N	course	en	en
12233	G_PRP	you	en	en
12234	G_V	need	en	en
12235	CC	to	en	en
12236	G_V	do	en	en
12237	DT	all	en	en
12238	G_PRP	this	en	en
12239	PSP	in	en	en
12240	G_J	less	en	en
12241	PSP	than	en	en
12242	$	30	univ	en
12243	G_N	seconds	en	univ
12244	G_X	,	univ	en
12245	PSP	because	en	univ
12246	G_V	that's	en	en
12247	G_R	when	en	en
12248	DT	the	en	en
12249	G_N	eye	en	en
12250	G_N	drops	en	en
12251	G_V	have	en	en
12252	G_V	finished	en	en
12253	DT	their	en	en
12254	G_J	initial	en	en
12255	G_V	burning	en	en
12256	G_N	effect	en	en
12257	PSP	and	en	en
12258	DT	your	en	en
12259	G_N	eyes	en	en
12260	G_R	now	en	en
12261	G_V	feel	en	en
12262	G_J	cool	en	en
12263	PSP	and	en	en
12264	G_J	heavenly	en	en
12265	G_J	peaceful	en	en
12266	G_X	(	univ	en
12267	G_J	careful	en	univ
12268	DT	the	en	en
12269	G_J	fucking	en	en
12270	G_N	drops	en	en
12271	G_V	are	en	en
12272	G_J	addictive	en	en
12273	G_X	)	univ	en
12274	PSP	and	en	univ
12275	DT	the	en	en
12276	G_J	redness	en	en
12277	G_V	goes	en	en
12278	G_R	away	en	en
12279	G_X	.	univ	en
12280	G_PRP	I	en	univ
12281	G_V	have	en	en
12282	G_V	conned	en	en
12283	G_X	profs	en	en
12284	$	4	univ	en
12285	G_N	times	en	univ
12286	CC	with	en	en
12287	G_PRP	this	en	en
12288	G_N	tactic	en	en
12289	G_X	,	univ	en
12290	G_R	successfully	en	univ
12291	G_V	getting	en	en
12292	G_N	II	en	en
12293	G_R	instead	en	en
12294	CC	of	en	en
12295	G_X	XX	acro	en
12296	PSP	and	en	acro
12297	G_V	getting	en	en
12298	CC	an	en	en
12299	G_J	entire	en	en
12300	G_N	summer/winter	en	en
12301	CC	to	en	en
12302	G_N	mug	en	en
12303	CC	at	en	en
12304	G_N	leisure	en	en
12305	G_X	.	univ	en
12306	G_J	Awesome	en	
12307	G_R	even	en	en
12308	PSP	if	en	en
12309	G_J	fake	en	en
12310	G_V	sounding	en	en
12311	G_N	II	en	
12312	G_V	does	en	en
12313	G_R	not	en	en
12314	G_V	warrant	en	en
12315	G_PRP	you	en	en
12316	DT	a	en	en
12317	G_N	re-exam	en	en
12318	G_X	.	univ	en
12319	G_N	DUGC	acro	univ
12320	G_V	takes	en	acro
12321	G_X	(	univ	en
12322	G_PRT	up	en	univ
12323	G_X	)	univ	en
12324	DT	your	en	univ
12325	G_N	case	en	en
12326	PSP	and	en	en
12327	G_R	then	en	en
12328	G_V	decides	en	en
12329	PSP	whether	en	en
12330	PSP	or	en	en
12331	G_R	not	en	en
12332	G_PRP	you	en	en
12333	G_V	deserve	en	en
12334	$	one	en	en
12335	G_X	.	univ	en
12336	G_PRP	I	en	
12337	G_V	did	en	en
12338	G_PRP	this	en	en
12339	G_SYM	twice	en	en
12340	G_X	,	univ	en
12341	PSP	by	en	univ
12342	G_V	getting	en	en
12343	DT	a	en	en
12344	G_X	'	univ	en
12345	G_J	pink	en	univ
12346	G_X	'	univ	en
12347	G_N	slip	en	univ
12348	PSP	after	en	en
12349	G_V	convincing	en	en
12350	DT	the	en	en
12351	G_N	doc	en	en
12352	G_PRP	that	en	en
12353	G_PRP	I	en	en
12354	G_X	'	univ	en
12355	G_V	fainted	en	univ
12356	G_X	'	univ	en
12357	$	#258	univ	
12358	G_X	[	univ	univ
12359	G_X	M2K	acro	univ
12360	G_X	]:	univ	acro
12361	G_R	back	en	univ
12362	PSP	in	en	en
12363	DT	the	en	en
12364	G_X	'	univ	en
12365	$	90s	univ	univ
12366	$	H9	univ	univ
12367	G_V	used	en	univ
12368	CC	to	en	en
12369	G_V	organize	en	en
12370	G_X	\	univ	en
12371	G_X	double_quotes	univ	univ
12372	G_N	socials\	en	univ
12373	G_X	double_quotes	univ	en
12374	CC	with	en	univ
12375	G_N	Sophia	ne	en
12376	G_N	college	en	ne
12377	G_X	.	univ	en
12378	G_R	Essentially	en	univ
12379	G_PRP	we	en	en
12380	G_V	would	en	en
12381	G_V	arrange	en	en
12382	G_J	mega	en	en
12383	G_N	booze	en	en
12384	G_X	,	univ	en
12385	G_N	weed	en	univ
12386	G_X	etc	en	en
12387	G_X	,	univ	en
12388	G_V	hire	en	univ
12389	DT	a	en	en
12390	G_N	bus	en	en
12391	PSP	and	en	en
12392	G_V	send	en	en
12393	DT	it	en	en
12394	CC	to	en	en
12395	G_N	Sophia	ne	en
12396	G_X	,	univ	ne
12397	G_PRP	they	en	univ
12398	G_V	would	en	en
12399	G_V	fill	en	en
12400	DT	it	en	en
12401	CC	with	en	en
12402	DT	all	en	en
12403	G_X	sorts	en	en
12404	CC	of	en	en
12405	G_N	girls	en	en
12406	G_X	,	univ	en
12407	G_N	bus	en	univ
12408	G_V	comes	en	en
12409	G_R	back	en	en
12410	CC	to	en	en
12411	$	H9	univ	en
12412	G_X	,	univ	univ
12413	G_N	party	en	univ
12414	G_V	happens	en	en
12415	PSP	in	en	en
12416	DT	the	en	en
12417	G_N	party	en	en
12418	G_N	hall	en	en
12419	CC	on	en	en
12420	G_J	top	en	en
12421	CC	on	en	en
12422	DT	the	en	en
12423	G_N	mess	en	en
12424	G_N	hall	en	en
12425	G_X	...	univ	en
12426	G_X	Everyone	en	univ
12427	G_V	would	en	en
12428	G_V	be	en	en
12429	G_J	drunk	en	en
12430	PSP	and	en	en
12431	G_V	wasted	en	en
12432	G_X	,	univ	en
12433	PSP	and	en	univ
12434	G_N	boys	en	en
12435	PSP	&	en	en
12436	G_N	girls	en	en
12437	DT	all	en	en
12438	G_V	had	en	en
12439	G_N	fun	en	en
12440	E	;)	univ	en
12441	G_R	Then	en	univ
12442	PSP	in	en	en
12443	$	1997	univ	en
12444	DT	some	en	univ
12445	G_N	moron	en	en
12446	G_V	OD'd	en	en
12447	PSP	and	en	en
12448	G_V	created	en	en
12449	DT	a	en	en
12450	G_J	public	en	en
12451	G_N	nuisance	en	en
12452	G_X	,	univ	en
12453	PSP	and	en	univ
12454	DT	all	en	en
12455	G_N	socials	en	en
12456	G_V	got	en	en
12457	G_V	banned	en	en
12458	G_X	.	univ	en
12459	G_R	No	en	univ
12460	G_J	more	en	en
12461	G_N	Sophia	ne	en
12462	G_N	socials	en	ne
12463	PSP	after	en	en
12464	G_PRP	that	en	en
12465	E	:(	univ	en
12466	G_X	.	univ	univ
12467	G_X	.	univ	univ
12468	G_X	.	univ	univ
12469	G_X	.	univ	univ
12470	G_R	Here	en	univ
12471	G_V	is	en	en
12472	DT	a	en	en
12473	G_N	photo	en	en
12474	CC	of	en	en
12475	DT	the	en	en
12476	G_J	last	en	en
12477	G_N	social	en	en
12478	G_V	held	en	en
12479	CC	at	en	en
12480	G_X	H9	univ	en
12481	G_X	terrace	en	univ
12482	CC	on	en	en
12483	PSP	4	en	en
12484	G_X	Feb	en	en
12485	$	1997	univ	en
12486	G_X	.	univ	univ
12487	G_PRP	I	en	univ
12488	G_V	am	en	en
12489	$	one	en	en
12490	CC	of	en	en
12491	DT	the	en	en
12492	G_N	people	en	en
12493	PSP	in	en	en
12494	DT	it	en	en
12495	G_X	!	univ	en
12496	G_N	Eddie	ne	
12497	G_X	,	univ	ne
12498	G_PRP	You	en	univ
12499	G_V	are	en	en
12500	DT	a	en	en
12501	G_N	guy(provable	en	en
12502	G_X	!	univ	en
12503	G_X	)	univ	univ
12504	G_X	.	univ	univ
12505	DT	My	en	univ
12506	G_N	observations	en	en
12507	CC	on	en	en
12508	DT	your	en	en
12509	G_V	commenting	en	en
12510	G_N	style	en	en
12511	PSP	and	en	en
12512	DT	a	en	en
12513	G_J	comparative	en	en
12514	G_N	observation	en	en
12515	CC	on	en	en
12516	DT	the	en	en
12517	G_N	guys	en	en
12518	PSP	in	en	en
12519	DT	that	en	en
12520	G_N	photo	en	en
12521	G_X	,	univ	en
12522	G_PRP	you	en	univ
12523	G_V	must	en	en
12524	G_V	be	en	en
12525	DT	the	en	en
12526	G_N	guy	en	en
12527	G_V	raising	en	en
12528	G_PRP	his	en	en
12529	G_J	left	en	en
12530	G_N	hand	en	en
12531	PSP	or	en	en
12532	DT	the	en	en
12533	G_N	guy	en	en
12534	PSP	in	en	en
12535	DT	the	en	en
12536	G_J	yellow	en	en
12537	G_N	shirt	en	en
12538	G_X	.	univ	en
12539	G_PRP	That	en	univ
12540	G_V	s	en	en
12541	DT	all	en	en
12542	DT	your	en	en
12543	G_N	honor	en	en
12544	G_X	!!!	univ	en
12545	E	;)	univ	univ
12546	G_PRP	I	en	
12547	G_V	Wonder	en	en
12548	G_PRP	who	en	en
12549	DT	it	en	en
12550	G_V	is	en	en
12551	G_X	?	univ	en
12552	E	:-P	univ	univ
12553	G_V	do	en	univ
12554	G_PRP	i	en	en
12555	G_V	get	en	en
12556	G_N	beer	en	en
12557	PSP	and	en	en
12558	G_N	pizza	en	en
12559	PSP	as	en	en
12560	G_V	well	en	en
12561	G_X	m2k	ne	en
12562	G_X	?	univ	ne
12563	G_N	Valfi	ne	
12564	PSP	ki	hi	ne
12565	G_N	photo	en	hi
12566	G_N	lag	hi	en
12567	G_V	rahi	hi	hi
12568	G_PRT	hai	hi	hi
12569	G_X	.	univ	hi
12570	G_X	\	univ	
12571	G_X	double_quotes	univ	univ
12572	G_V	fill	en	univ
12573	DT	it	en	en
12574	PSP	with	en	en
12575	DT	all	en	en
12576	G_N	sorts	en	en
12577	PSP	of	en	en
12578	G_N	girls\	en	en
12579	G_X	double_quotes	univ	en
12580	G_X	.	univ	univ
12581	G_X	.	univ	univ
12582	G_PRT	WTF	acro	univ
12583	G_X	?	univ	acro
12584	G_PRT	hiiii	en	
12585	DT	An	en	
12586	G_J	open	en	en
12587	G_N	invitation	en	en
12588	CC	to	en	en
12589	G_V	guess	en	en
12590	G_PRP	which	en	en
12591	$	one	en	en
12592	CC	of	en	en
12593	DT	these	en	en
12594	G_V	is	en	en
12595	G_PRP	me	en	en
12596	E	;)	univ	en
12597	G_N	daaru	hi	univ
12598	PSP	and	en	hi
12599	G_N	pizza	en	en
12600	G_V	will	en	en
12601	G_V	flow	en	en
12602	PSP	without	en	en
12603	G_V	stopping	en	en
12604	G_R	when	en	en
12605	G_PRP	I	en	en
12606	G_X	;	univ	en
12607	G_V	m	en	univ
12608	G_J	next	en	en
12609	CC	on	en	en
12610	G_N	campus	en	en
12611	G_X	(	ne	en
12612	CC	for	en	ne
12613	DT	a	en	en
12614	G_J	few	en	en
12615	G_N	hours	en	en
12616	CC	at	en	en
12617	G_J	least	en	en
12618	G_X	)	univ	en
12619	G_X	~	univ	univ
12620	G_X	Ed	ne	univ
12621	G_X	[	univ	ne
12622	G_X	PS	en	univ
12623	G_X	:	univ	en
12624	G_PRP	I	en	univ
12625	G_V	have	en	en
12626	G_R	never	en	en
12627	G_V	mentioned	en	en
12628	PSP	whether	en	en
12629	G_PRP	I	en	en
12630	G_V	was	en	en
12631	DT	a	en	en
12632	G_N	girl	en	en
12633	PSP	or	en	en
12634	DT	a	en	en
12635	G_N	guy	en	en
12636	G_X	,	univ	en
12637	G_R	so	en	univ
12638	G_J	happy	en	en
12639	G_V	guessing	en	en
12640	G_X	]	univ	en
12641	G_J	Dear	en	
12642	G_N	confessor	en	en
12643	G_X	.	univ	en
12644	G_PRT	Well	en	univ
12645	DT	its	en	en
12646	G_R	still	en	en
12647	G_R	on	en	en
12648	PSP	and	en	en
12649	DT	these	en	en
12650	G_N	days	en	en
12651	DT	the	en	en
12652	G_N	kids	en	en
12653	G_V	call	en	en
12654	DT	it	en	en
12655	G_X	\	univ	en
12656	G_X	double_quotes	univ	univ
12657	G_X	mi	en	univ
12658	G_X	\	univ	en
12659	G_X	double_quotes	univ	univ
12660	G_R	Now	en	
12661	G_PRP	I	en	en
12662	G_V	know	en	en
12663	G_J	American	ne	en
12664	G_N	pie	en	ne
12665	G_V	was	en	en
12666	G_V	based	en	en
12667	PSP	on	en	en
12668	G_J	real	en	en
12669	G_N	life	en	en
12670	G_N	incident	en	en
12671	G_X	.	univ	en
12672	G_N	bhaiya	hi	
12673	G_R	where	en	hi
12674	G_V	r	hi	en
12675	G_PRP	u	en	hi
12676	G_X	.	univ	en
12677	G_PRP	i	en	univ
12678	G_V	can't	en	en
12679	G_V	spot	en	en
12680	G_PRP	u	en	en
12681	G_X	.......	univ	en
12682	G_N	vapas	hi	
12683	G_V	chalu	hi	hi
12684	G_V	karwaaoo	hi	hi
12685	G_N	yaar	hi	hi
12686	G_PRP	What	en	
12687	DT	a	en	en
12688	G_N	loss	en	en
12689	G_X	!!!	univ	en
12690	E	:(	univ	univ
12691	E	o.O	univ	
12692	E	:(	univ	univ
12693	G_J	holy	en	
12694	G_N	shit	en	en
12695	G_X	:	univ	en
12696	G_X	*	univ	univ
12697	$	#258	univ	
12698	G_X	:	univ	univ
12699	PSP	For	en	univ
12700	DT	all	en	en
12701	G_PRP	you	en	en
12702	G_J	tharki	hi	en
12703	G_N	junta	hi	hi
12704	PSP	out	en	hi
12705	G_R	there	en	en
12706	G_X	...	univ	en
12707	G_N	studdd	en	
12708	G_X	!!!!!!!!!!!!!!	univ	en
12709	$	#257	univ	
12710	G_X	:	univ	univ
12711	DT	A	en	univ
12712	G_J	beautiful	en	en
12713	G_N	girl	en	en
12714	G_X	,	univ	en
12715	G_PRP	who	en	univ
12716	G_V	is	en	en
12717	DT	my	en	en
12718	G_X	FB-friend	en	en
12719	PSP	since	en	en
12720	$	2011	univ	en
12721	G_X	,	univ	univ
12722	G_V	liked	en	univ
12723	DT	my	en	en
12724	G_N	status	en	en
12725	G_N	today	ne	en
12726	PSP	for	en	ne
12727	DT	the	en	en
12728	G_J	first	en	en
12729	G_N	time	en	en
12730	G_R	ever	en	en
12731	G_X	.	univ	en
12732	G_PRP	I	en	univ
12733	G_V	am	en	en
12734	G_PRP	very^infinity	en	en
12735	G_J	happy	en	en
12736	G_X	.	univ	en
12737	E	:)	univ	univ
12738	E	:)	univ	univ
12739	G_PRT	Uhhh	univ	
12740	G_PRP	what	en	univ
12741	G_R	ever	en	en
12742	G_V	happened	en	en
12743	PSP	to	en	en
12744	DT	the	en	en
12745	G_X	\	univ	en
12746	G_X	double_quotes	univ	univ
12747	G_PRP	this	en	univ
12748	G_N	page	en	en
12749	G_V	is	en	en
12750	G_V	dedicated	en	en
12751	PSP	to	en	en
12752	G_J	quality	en	en
12753	G_N	confessions\	en	en
12754	G_X	double_quotes	univ	en
12755	G_N	motto	en	univ
12756	G_X	?	univ	en
12757	G_PRP	I	en	univ
12758	G_V	thought	en	en
12759	G_N	stuff	en	en
12760	PSP	like	en	en
12761	G_PRP	this	en	en
12762	G_V	made	en	en
12763	DT	its	en	en
12764	G_N	way	en	en
12765	PSP	to	en	en
12766	DT	the	en	en
12767	G_J	other	en	en
12768	G_N	confessions	en	en
12769	G_N	page	en	en
12770	G_X	...	univ	en
12771	G_PRT	hey	univ	
12772	G_N	buddy	en	univ
12773	DT	its	en	en
12774	G_J	party	en	en
12775	G_N	time	en	en
12776	G_X	.....	univ	en
12777	PSP	@	univ	univ
12778	G_J	same	en	
12779	G_R	here	en	en
12780	G_N	bro	en	en
12781	G_J	same	en	en
12782	G_R	here	en	en
12783	G_X	..	univ	en
12784	$	#256	univ	
12785	G_X	:	univ	univ
12786	G_PRP	I	en	univ
12787	G_R	never	en	en
12788	G_V	studied	en	en
12789	PSP	in	hi	en
12790	DT	the	en	hi
12791	G_N	IIT	acro	en
12792	G_N	system	en	acro
12793	G_X	.	univ	en
12794	G_R	When	en	univ
12795	G_PRP	I	en	en
12796	G_V	was	en	en
12797	G_V	selected	en	en
12798	PSP	as	en	en
12799	G_N	faculty	en	en
12800	CC	at	en	en
12801	G_N	IITB	acro	en
12802	G_PRP	I	en	acro
12803	G_V	was	en	en
12804	G_R	really	en	en
12805	G_J	tense	en	en
12806	PSP	to	en	en
12807	G_V	teach	en	en
12808	G_PRP	what	en	en
12809	G_PRP	I	en	en
12810	G_V	thought	en	en
12811	G_V	were	en	en
12812	G_J	super	en	en
12813	G_J	brilliant	en	en
12814	G_N	IITians	ne	en
12815	G_X	.	univ	ne
12816	PSP	After	en	univ
12817	DT	a	en	en
12818	G_J	few	en	en
12819	G_N	months	en	en
12820	G_N	months	en	en
12821	PSP	of	en	en
12822	G_V	joining	en	en
12823	G_PRP	I	en	en
12824	G_V	realized	en	en
12825	DT	that	en	en
12826	G_J	many	en	en
12827	PSP	of	en	en
12828	DT	my	en	en
12829	G_N	senior	en	en
12830	G_N	profs/colleagues	en	en
12831	G_V	are	en	en
12832	G_J	useless	en	en
12833	G_J	old	en	en
12834	G_N	farts	en	en
12835	G_PRP	who	en	en
12836	G_V	have	en	en
12837	G_J	worse	en	en
12838	G_N	teaching	en	en
12839	G_N	skill	en	en
12840	PSP	than	en	en
12841	G_PRP	me	en	en
12842	G_X	.	univ	en
12843	DT	This	en	univ
12844	G_V	feeling	en	en
12845	G_V	boosted	en	en
12846	DT	my	en	en
12847	G_N	confidence	en	en
12848	PSP	and	en	en
12849	G_R	now	ne	en
12850	G_X	I'm	en	ne
12851	G_V	having	en	en
12852	DT	a	en	en
12853	G_J	great	en	en
12854	G_N	time	en	en
12855	G_R	here	en	en
12856	G_V	doing	en	en
12857	G_R	quite	en	en
12858	G_J	good	en	en
12859	G_N	;)	univ	en
12860	$	#255	univ	
12861	G_X	:	univ	univ
12862	G_PRP	I	en	univ
12863	G_V	lived	en	en
12864	PSP	in	en	en
12865	G_N	IITB	acro	en
12866	PSP	for	en	acro
12867	$	23	univ	en
12868	G_N	years	en	univ
12869	PSP	of	en	en
12870	DT	my	en	en
12871	G_N	life	en	en
12872	G_X	,	univ	en
12873	DT	my	en	univ
12874	G_N	school	en	en
12875	G_V	was	en	en
12876	PSP	in	en	en
12877	G_N	IITB	acro	en
12878	G_X	,	univ	acro
12879	G_PRP	I	en	univ
12880	G_V	learned	en	en
12881	G_V	swimming	en	en
12882	G_R	there	en	en
12883	G_X	,	univ	en
12884	G_V	learned	en	univ
12885	G_R	how	en	en
12886	G_J	beautiful	en	en
12887	G_N	things	en	en
12888	G_V	could	en	en
12889	G_V	get	en	en
12890	G_X	,	univ	en
12891	G_V	saw	en	univ
12892	G_R	how	en	en
12893	DT	the	en	en
12894	G_N	world	en	en
12895	G_J	famous	en	en
12896	G_N	college	en	en
12897	G_V	is	en	en
12898	PSP	from	en	en
12899	DT	the	en	en
12900	G_R	inside	en	en
12901	G_X	,	univ	en
12902	G_V	living	en	univ
12903	G_R	there	en	en
12904	PSP	as	en	en
12905	DT	a	en	en
12906	G_N	family	en	en
12907	G_N	member	en	en
12908	PSP	by	en	en
12909	G_R	not	en	en
